time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0370,1.5856,0.6443,-0.3470,0.0461,0.3500,0.8025,0.7917,-0.4495,0.1871,0.4869,0.7968
0.0692,1.5716,0.6460,-0.3479,0.0386,0.3500,0.7835,0.8075,-0.4642,0.1685,0.4939,0.8045
0.1334,1.5508,0.6480,-0.3489,0.0274,0.3500,0.7638,0.8229,-0.4708,0.1536,0.4952,0.8063
0.1679,1.5368,0.6490,-0.3494,0.0198,0.3500,0.7438,0.8374,-0.4719,0.1370,0.4914,0.8151
0.2338,1.5159,0.6498,-0.3499,0.0085,0.3500,0.7235,0.8516,-0.4751,0.1184,0.4896,0.8177
0.2678,1.5019,0.6500,-0.3500,0.0010,0.3500,0.7027,0.8649,-0.4824,0.0883,0.4904,0.8276
0.3348,1.4809,0.6497,-0.3498,-0.0103,0.3500,0.6814,0.8776,-0.4868,0.0716,0.4921,0.8313
0.3670,1.4669,0.6492,-0.3495,-0.0178,0.3500,0.6598,0.8894,-0.4880,0.0545,0.4910,0.8421
0.4346,1.4459,0.6477,-0.3488,-0.0291,0.3500,0.6378,0.9011,-0.4937,0.0474,0.4960,0.8470
0.4677,1.4320,0.6464,-0.3481,-0.0366,0.3500,0.6154,0.9118,-0.4938,0.0203,0.4943,0.8587
0.5411,1.4111,0.6439,-0.3467,-0.0479,0.3500,0.5927,0.9220,-0.4971,0.0079,0.4971,0.8643
0.5676,1.3973,0.6418,-0.3456,-0.0553,0.3500,0.5700,0.9314,-0.4946,-0.0098,0.4946,0.8765
0.6338,1.3766,0.6382,-0.3436,-0.0664,0.3500,0.5468,0.9406,-0.4967,-0.0186,0.4971,0.8832
0.6677,1.3629,0.6354,-0.3421,-0.0738,0.3500,0.5234,0.9488,-0.4922,-0.0354,0.4935,0.8961
0.7347,1.3425,0.6306,-0.3396,-0.0848,0.3500,0.5000,0.9560,-0.4773,-0.0557,0.4806,0.9031
0.7666,1.3289,0.6271,-0.3377,-0.0921,0.3500,0.4770,0.9628,-0.4803,-0.0509,0.4830,0.9157
0.8346,1.3087,0.6212,-0.3345,-0.1030,0.3500,0.4532,0.9683,-0.4745,-0.0734,0.4801,0.9232
0.8664,1.2954,0.6170,-0.3322,-0.1102,0.3500,0.4294,0.9722,-0.4770,-0.0915,0.4856,0.9361
0.9347,1.2756,0.6100,-0.3285,-0.1208,0.3500,0.4051,0.9746,-0.4764,-0.1095,0.4888,0.9437
0.9673,1.2625,0.6051,-0.3258,-0.1279,0.3500,0.3805,0.9755,-0.4737,-0.1276,0.4906,0.9566
1.0385,1.2428,0.5970,-0.3214,-0.1385,0.3500,0.3556,0.9750,-0.4803,-0.1450,0.5017,0.9644
1.0689,1.2366,0.5943,-0.3200,-0.1418,0.3500,0.3306,0.9734,-0.4775,-0.1615,0.5041,0.9822
