time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0007,-2.8226,0.3013,0.1908,0.1664,0.2532,2.9954,0.0133,-0.0018,0.0224,0.0224,5.8251
0.1056,-2.8019,0.3145,0.2051,0.1375,0.2470,2.9951,0.0156,-0.0029,0.0220,0.0222,5.8047
0.2061,-2.7854,0.3297,0.2018,0.1409,0.2462,2.9948,0.0138,0.0081,-0.0123,0.0147,5.7888
0.3071,-2.7631,0.3423,0.2169,0.1238,0.2498,2.9956,0.0126,0.0076,-0.0118,0.0140,5.7681
0.4047,-2.7442,0.3563,0.1976,0.1421,0.2434,2.9938,0.0148,-0.0264,0.0031,0.0266,5.7482
0.5084,-2.7213,0.3664,0.2232,0.1066,0.2473,2.9941,0.0116,0.0025,-0.0316,0.0317,5.7264
0.6074,-2.6993,0.3777,0.2184,0.1070,0.2432,2.9939,0.0113,-0.0030,-0.0229,0.0231,5.7049
0.7057,-2.6742,0.3881,0.2437,0.0992,0.2631,2.9963,0.0122,0.0241,0.0093,0.0259,5.6829
0.8063,-2.6530,0.3981,0.2337,0.0876,0.2496,2.9941,0.0116,-0.0105,-0.0035,0.0111,5.6603
0.9080,-2.6295,0.4041,0.2362,0.0626,0.2444,2.9951,0.0100,0.0103,-0.0116,0.0155,5.6384
1.0077,-2.6077,0.4136,0.2423,0.0766,0.2541,2.9926,0.0060,-0.0371,-0.0182,0.0413,5.6151
1.1081,-2.5809,0.4206,0.2637,0.0657,0.2717,2.9871,0.0129,-0.0807,0.0685,0.1059,5.5829
1.2079,-2.5570,0.4267,0.2551,0.0823,0.2681,2.9749,0.0220,-0.1434,0.1092,0.1802,5.5467
1.3078,-2.5313,0.4292,0.2576,0.0345,0.2599,2.9579,0.0306,-0.1806,0.0993,0.2061,5.5036
1.4086,-2.5071,0.4312,0.2439,0.0123,0.2442,2.9350,0.0520,-0.2447,0.2064,0.3201,5.4553
1.5098,-2.4757,0.4390,0.2963,0.0548,0.3013,2.9083,0.0705,-0.2793,0.2225,0.3570,5.3966
1.6142,-2.4545,0.4369,0.2539,0.0055,0.2539,2.8781,0.0969,-0.3137,0.2661,0.4113,5.3434
1.7137,-2.4278,0.4370,0.2640,-0.0036,0.2640,2.8465,0.1212,-0.3200,0.2678,0.4173,5.2837
1.8116,-2.4012,0.4406,0.2724,0.0101,0.2726,2.8092,0.1480,-0.3703,0.2740,0.4606,5.2187
1.9120,-2.3776,0.4401,0.2458,-0.0071,0.2459,2.7722,0.1760,-0.3842,0.2692,0.4691,5.1566
2.0120,-2.3502,0.4366,0.2496,-0.0166,0.2502,2.7340,0.2026,-0.3906,0.2665,0.4729,5.0896
2.1109,-2.3243,0.4347,0.2555,-0.0247,0.2567,2.6944,0.2348,-0.3896,0.2892,0.4852,5.0227
