time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0009,-1.4135,0.4471,0.2575,-0.1936,0.3222,1.9549,0.8644,-0.4395,0.0366,0.4410,3.3941
0.1003,-1.3984,0.4039,0.2476,-0.2267,0.3358,1.9095,0.8701,-0.4501,0.0549,0.4535,3.3406
0.2004,-1.3734,0.3829,0.2413,-0.2268,0.3311,1.8685,0.8734,-0.4278,0.0581,0.4317,3.2788
0.3008,-1.3474,0.3570,0.2514,-0.2556,0.3585,1.8235,0.8769,-0.4449,0.0432,0.4470,3.2132
0.4004,-1.3271,0.3336,0.2301,-0.2435,0.3350,1.7798,0.8762,-0.4278,-0.0855,0.4363,3.1540
0.4998,-1.3060,0.3083,0.2113,-0.2545,0.3308,1.7363,0.8587,-0.4347,-0.1502,0.4599,3.0917
0.6000,-1.2846,0.2831,0.2079,-0.2580,0.3313,1.6947,0.8426,-0.4131,-0.1499,0.4395,3.0314
0.7011,-1.2653,0.2558,0.1922,-0.2731,0.3339,1.6523,0.8297,-0.4227,-0.1315,0.4427,2.9735
0.8019,-1.2449,0.2286,0.2115,-0.2771,0.3486,1.6058,0.8142,-0.4512,-0.1319,0.4701,2.9102
0.9011,-1.2287,0.1973,0.1676,-0.3083,0.3509,1.5626,0.7949,-0.4356,-0.2746,0.5149,2.8545
1.0010,-1.2107,0.1679,0.1704,-0.3071,0.3512,1.5225,0.7586,-0.4242,-0.3255,0.5346,2.7963
1.1014,-1.1971,0.1392,0.1380,-0.2946,0.3253,1.4790,0.7236,-0.4353,-0.3421,0.5537,2.7392
1.2014,-1.1828,0.1090,0.1219,-0.2933,0.3176,1.4355,0.6931,-0.4246,-0.3186,0.5308,2.6826
1.3012,-1.1672,0.0780,0.1440,-0.3097,0.3416,1.3700,0.6694,-0.4517,-0.3274,0.5579,2.6053
1.4021,-1.1549,0.0476,0.1140,-0.3077,0.3282,1.3277,0.6331,-0.4427,-0.3811,0.5841,2.5508
1.5015,-1.1406,0.0135,0.1314,-0.3365,0.3612,1.2842,0.5920,-0.4422,-0.3999,0.5962,2.4928
1.6013,-1.1308,-0.0173,0.1022,-0.3156,0.3317,1.2414,0.5511,-0.4412,-0.3835,0.5846,2.4393
1.7021,-1.1216,-0.0498,0.0877,-0.3247,0.3363,1.1980,0.5097,-0.4402,-0.4034,0.5971,2.3862
1.8022,-1.1129,-0.0834,0.0856,-0.3359,0.3466,1.1515,0.4670,-0.4560,-0.4038,0.6091,2.3303
1.9035,-1.1032,-0.1153,0.0895,-0.3236,0.3357,1.1101,0.4267,-0.4207,-0.4133,0.5898,2.2787
2.0023,-1.0978,-0.1492,0.0649,-0.3248,0.3312,1.0675,0.3808,-0.4163,-0.4474,0.6111,2.2293
2.1025,-1.0932,-0.1836,0.0435,-0.3419,0.3446,1.0241,0.3370,-0.4361,-0.4342,0.6154,2.1804
2.2034,-1.0869,-0.2171,0.0375,-0.3463,0.3483,0.9838,0.2932,-0.4150,-0.4304,0.5979,2.1327
2.3027,-1.0831,-0.2499,0.0319,-0.3321,0.3336,0.9382,0.2496,-0.4540,-0.4291,0.6247,2.0821
2.4028,-1.0796,-0.2847,0.0361,-0.3389,0.3408,0.9017,0.2045,-0.3626,-0.4355,0.5666,2.0407
2.5030,-1.0776,-0.3194,0.0163,-0.3452,0.3456,0.8736,0.1572,-0.2985,-0.4643,0.5520,2.0086
2.6031,-1.0791,-0.3544,-0.0314,-0.3602,0.3616,0.8426,0.1115,-0.3072,-0.4627,0.5554,1.9774
2.7030,-1.0810,-0.3852,-0.0272,-0.3160,0.3172,0.8115,0.0673,-0.3152,-0.4427,0.5435,1.9459
2.8032,-1.0836,-0.4211,-0.0243,-0.3341,0.3350,0.7836,0.0196,-0.3082,-0.4583,0.5523,1.9185
2.9036,-1.0626,-0.4837,-0.0008,-0.3265,0.3265,0.7451,-0.0133,-0.2003,-0.4339,0.4779,1.8679
3.0035,-1.0706,-0.5190,-0.0443,-0.3306,0.3336,0.7386,-0.0584,-0.1293,-0.4355,0.4543,1.8669
3.1039,-1.0784,-0.5538,-0.0786,-0.3446,0.3534,0.7268,-0.1041,-0.1219,-0.4530,0.4691,1.8604
3.2043,-1.0822,-0.5870,-0.0548,-0.3425,0.3469,0.7157,-0.1463,-0.1255,-0.4340,0.4518,1.8511
3.3043,-1.0863,-0.6195,-0.0481,-0.3270,0.3305,0.7009,-0.1917,-0.1484,-0.4507,0.4745,1.8377
3.4036,-1.0979,-0.6531,-0.0973,-0.3370,0.3508,0.7015,-0.2357,0.0521,-0.4485,0.4515,1.8472
3.5035,-1.1075,-0.6842,-0.1004,-0.3130,0.3287,0.7060,-0.2788,0.0461,-0.4338,0.4363,1.8582
3.6047,-1.1217,-0.7171,-0.1250,-0.3212,0.3447,0.7134,-0.3212,0.0640,-0.4251,0.4299,1.8773
3.7045,-1.1351,-0.7504,-0.1376,-0.3303,0.3578,0.7182,-0.3654,0.0478,-0.4398,0.4424,1.8929
3.8049,-1.1499,-0.7811,-0.1492,-0.3086,0.3427,0.7259,-0.4091,0.0451,-0.4467,0.4490,1.9123
3.9042,-1.1650,-0.8101,-0.1536,-0.2907,0.3288,0.7387,-0.4544,0.1498,-0.4525,0.4767,1.9366
4.0047,-1.1815,-0.8417,-0.1743,-0.2993,0.3463,0.7567,-0.4990,0.1708,-0.4474,0.4789,1.9683
4.1048,-1.1979,-0.8722,-0.1682,-0.3037,0.3472,0.7760,-0.5441,0.1885,-0.4515,0.4893,2.0011
4.2051,-1.2147,-0.8983,-0.1725,-0.2712,0.3214,0.7941,-0.5883,0.1735,-0.4413,0.4742,2.0326
4.3049,-1.2346,-0.9281,-0.1665,-0.2888,0.3333,0.8110,-0.6335,0.1666,-0.4521,0.4818,2.0668
