time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0012,-2.5244,0.5589,0.3244,0.1576,0.3607,2.8218,0.0810,-0.2940,0.1163,0.3162,5.3675
0.0992,-2.4939,0.5714,0.3134,0.1291,0.3389,2.7943,0.0913,-0.2970,0.0971,0.3124,5.3100
0.2002,-2.4654,0.5871,0.2928,0.1494,0.3286,2.7623,0.1073,-0.3199,0.1469,0.3521,5.2497
0.3003,-2.4325,0.6039,0.3048,0.1559,0.3424,2.7288,0.1180,-0.3354,0.1186,0.3557,5.1841
0.4013,-2.4013,0.6138,0.3180,0.0911,0.3308,2.6942,0.1326,-0.3479,0.1389,0.3746,5.1182
0.5006,-2.3637,0.6246,0.3694,0.1077,0.3848,2.6578,0.1499,-0.3728,0.1836,0.4155,5.0438
0.6005,-2.3288,0.6314,0.3536,0.0742,0.3613,2.6213,0.1620,-0.3696,0.1320,0.3925,4.9723
0.7015,-2.2931,0.6422,0.3950,0.0980,0.4070,2.5833,0.1834,-0.3670,0.1763,0.4072,4.8979
0.8014,-2.2482,0.6608,0.3156,0.0864,0.3272,2.5406,0.1973,-0.4188,0.1450,0.4432,4.8111
0.9027,-2.2101,0.6659,0.3619,0.0422,0.3644,2.5010,0.2149,-0.4182,0.1548,0.4459,4.7326
1.0016,-2.1760,0.6683,0.3447,0.0245,0.3456,2.4628,0.2334,-0.3896,0.1803,0.4293,4.6592
1.1014,-2.1399,0.6733,0.3432,0.0399,0.3455,2.4196,0.2508,-0.4144,0.1883,0.4552,4.5790
1.2012,-2.0996,0.6762,0.3926,0.0289,0.3937,2.3775,0.2698,-0.4204,0.1906,0.4616,4.4955
1.3015,-2.0668,0.6794,0.3551,0.0330,0.3566,2.3341,0.2865,-0.4292,0.1662,0.4602,4.4184
1.4018,-2.0288,0.6802,0.3754,-0.0067,0.3755,2.2945,0.3085,-0.4030,0.2123,0.4555,4.3393
1.5024,-1.9923,0.6769,0.3867,-0.0339,0.3882,2.2520,0.3258,-0.4137,0.2006,0.4597,4.2588
1.6021,-1.9571,0.6756,0.3576,-0.0173,0.3580,2.2070,0.3415,-0.4439,0.1657,0.4738,4.1775
1.7027,-1.9222,0.6722,0.3451,-0.0295,0.3464,2.1654,0.3610,-0.4393,0.1608,0.4678,4.0994
1.8027,-1.8825,0.6697,0.3878,-0.0268,0.3887,2.1230,0.3820,-0.4261,0.2027,0.4719,4.0158
1.9026,-1.8503,0.6627,0.3276,-0.0823,0.3378,2.0825,0.3987,-0.4112,0.1795,0.4487,3.9417
2.0033,-1.8140,0.6534,0.3577,-0.0924,0.3694,2.0409,0.4199,-0.4141,0.1913,0.4561,3.8619
2.1038,-1.7836,0.6466,0.3156,-0.0758,0.3246,2.0021,0.4389,-0.3948,0.1899,0.4381,3.7914
