time_s,leader_x_m,leader_y_m,follower_x_m,follower_y_m,distance_m
10.5285,-2.2022,-0.4551,-1.1906,-0.3775,1.0146
10.6279,-2.2402,-0.4732,-1.2334,-0.4176,1.0084
10.7286,-2.2915,-0.5065,-1.2771,-0.4429,1.0163
10.8280,-2.3370,-0.5201,-1.3212,-0.4929,1.0161
10.9294,-2.3847,-0.5418,-1.3719,-0.5161,1.0131
11.0291,-2.4365,-0.5489,-1.4344,-0.5426,1.0021
11.1286,-2.4835,-0.5579,-1.5061,-0.5328,0.9777
11.2289,-2.5338,-0.5575,-1.5423,-0.5508,0.9915
11.3313,-2.5726,-0.5240,-1.5780,-0.5577,0.9952
11.4293,-2.6210,-0.5170,-1.6221,-0.5580,0.9997
11.5299,-2.6684,-0.4976,-1.6761,-0.5468,0.9936
11.6297,-2.7159,-0.4858,-1.7195,-0.5296,0.9973
11.7301,-2.7584,-0.4549,-1.7613,-0.4934,0.9978
11.8293,-2.7992,-0.4363,-1.8122,-0.4717,0.9876
11.9317,-2.8353,-0.3930,-1.8542,-0.4324,0.9819
12.0296,-2.8691,-0.3696,-1.8818,-0.4123,0.9882
12.1313,-2.8969,-0.3171,-1.9017,-0.3740,0.9969
12.2316,-2.9227,-0.2886,-1.9259,-0.3517,0.9988
12.3343,-2.9395,-0.2291,-1.9542,-0.3028,0.9880
12.4320,-2.9537,-0.1973,-1.9738,-0.2737,0.9829
12.5330,-2.9635,-0.1325,-1.9771,-0.2129,0.9897
12.6328,-2.9663,-0.0988,-1.9846,-0.1812,0.9852
12.7327,-2.9651,-0.0334,-1.9884,-0.1117,0.9798
12.8339,-2.9567,-0.0014,-1.9753,-0.0758,0.9842
12.9340,-2.9465,0.0639,-1.9536,-0.0062,0.9953
13.0339,-2.9295,0.0948,-1.9378,0.0258,0.9941
13.1348,-2.9096,0.1574,-1.9215,0.0888,0.9905
13.2352,-2.8876,0.1894,-1.8987,0.1484,0.9897
13.3345,-2.8649,0.2663,-1.8704,0.2014,0.9966
13.4350,-2.8333,0.2916,-1.8363,0.2244,0.9993
13.5346,-2.7971,0.3159,-1.8058,0.2768,0.9921
13.6364,-2.7552,0.3621,-1.7737,0.2971,0.9837
13.7358,-2.7142,0.3814,-1.7233,0.3329,0.9921
13.8357,-2.6694,0.4167,-1.6747,0.3535,0.9967
13.9360,-2.6188,0.4308,-1.6290,0.3942,0.9905
14.0356,-2.5722,0.4519,-1.5879,0.4151,0.9850
14.1355,-2.5211,0.4584,-1.5274,0.4489,0.9937
14.2358,-2.4729,0.4685,-1.4741,0.4616,0.9989
14.3387,-2.4231,0.4673,-1.4241,0.4807,0.9991
14.4409,-2.3807,0.4435,-1.3715,0.4816,1.0100
14.5399,-2.3356,0.4367,-1.3299,0.4740,1.0064
14.6381,-2.2860,0.4196,-1.2825,0.4579,1.0042
14.7376,-2.2434,0.4060,-1.2382,0.4231,1.0054
14.8390,-2.2003,0.3763,-1.1924,0.4052,1.0084
14.9399,-2.1611,0.3580,-1.1544,0.3750,1.0069
15.0395,-2.1241,0.3158,-1.1163,0.3597,1.0087
15.1405,-2.0929,0.2912,-1.0808,0.3339,1.0130
15.2394,-2.0649,0.2390,-1.0422,0.2758,1.0234
15.3388,-2.0371,0.2106,-1.0278,0.2432,1.0098
15.4408,-2.0217,0.1499,-1.0101,0.2271,1.0146
15.5421,-2.0064,0.1189,-0.9883,0.1918,1.0206
15.6411,-1.9922,0.0555,-0.9800,0.1634,1.0179
15.7417,-1.9878,0.0238,-0.9798,0.0995,1.0109
15.8430,-1.9889,-0.0431,-0.9735,0.0632,1.0209
15.9436,-1.9894,-0.0747,-0.9816,0.0251,1.0127
16.0460,-2.0007,-0.1414,-0.9914,-0.0477,1.0136
16.1447,-2.0118,-0.1722,-1.0003,-0.0872,1.0150
16.2442,-2.0325,-0.2361,-1.0176,-0.1665,1.0173
16.3587,-2.0568,-0.2967,-1.0369,-0.2028,1.0242
16.4536,-2.0630,-0.2951,-1.0584,-0.2748,1.0049
16.5525,-2.0968,-0.3807,-1.0878,-0.3093,1.0115
16.6506,-2.1302,-0.4042,-1.1241,-0.3804,1.0064
16.7511,-2.1737,-0.4262,-1.1576,-0.4109,1.0162
16.8520,-2.2147,-0.4671,-1.1983,-0.4670,1.0164
16.9508,-2.2597,-0.5008,-1.2386,-0.4796,1.0213
17.0509,-2.3074,-0.4979,-1.3028,-0.4977,1.0045
17.1560,-2.3552,-0.5244,-1.3588,-0.5027,0.9967
17.2554,-2.4041,-0.5418,-1.4017,-0.5183,1.0026
17.3564,-2.4523,-0.5494,-1.4533,-0.5343,0.9992
17.4554,-2.5012,-0.5501,-1.5038,-0.5474,0.9974
17.5567,-2.5515,-0.5442,-1.5480,-0.5502,1.0035
17.6550,-2.6033,-0.5380,-1.6030,-0.5532,1.0004
17.7553,-2.6494,-0.5187,-1.6535,-0.5497,0.9964
17.8572,-2.6931,-0.5055,-1.6989,-0.5386,0.9948
17.9578,-2.7377,-0.4738,-1.7399,-0.5261,0.9991
18.0578,-2.7783,-0.4556,-1.7819,-0.4956,0.9972
18.1578,-2.8160,-0.4133,-1.8241,-0.4758,0.9939
18.2560,-2.8507,-0.3896,-1.8600,-0.4362,0.9918
18.3593,-2.8817,-0.3374,-1.8925,-0.4122,0.9920
18.4593,-2.9072,-0.3193,-1.9118,-0.3876,0.9977
18.5585,-2.9277,-0.2593,-1.9413,-0.3359,0.9894
18.6592,-2.9462,-0.2279,-1.9601,-0.2778,0.9874
18.7601,-2.9586,-0.1963,-1.9716,-0.2482,0.9883
18.8594,-2.9668,-0.1315,-1.9761,-0.2176,0.9944
18.9588,-2.9682,-0.0990,-1.9788,-0.1643,0.9916
19.0591,-2.9669,-0.0331,-1.9782,-0.1357,0.9940
19.1602,-2.9610,-0.0007,-1.9776,-0.0707,0.9860
19.2613,-2.9457,0.0656,-1.9638,-0.0393,0.9875
19.3605,-2.9294,0.0964,-1.9465,0.0268,0.9854
19.4645,-2.9074,0.1583,-1.9230,0.1080,0.9857
19.5624,-2.8809,0.1874,-1.8976,0.1755,0.9834
19.6614,-2.8525,0.2437,-1.8684,0.1990,0.9851
19.7620,-2.8189,0.2700,-1.8317,0.2391,0.9878
19.8616,-2.7791,0.3187,-1.7964,0.2541,0.9849
19.9643,-2.7401,0.3376,-1.7502,0.2876,0.9912
20.0624,-2.6959,0.3763,-1.6989,0.3035,0.9996
20.1646,-2.6491,0.3902,-1.6604,0.3420,0.9899
20.2644,-2.6011,0.4151,-1.6250,0.3636,0.9775
20.3632,-2.5525,0.4238,-1.5671,0.4090,0.9855
20.4730,-2.5153,0.4564,-1.5008,0.4245,1.0150
20.5683,-2.4652,0.4580,-1.4477,0.4359,1.0177
20.6663,-2.4159,0.4561,-1.4114,0.4469,1.0045
20.7662,-2.3675,0.4510,-1.3716,0.4670,0.9961
20.8672,-2.3196,0.4358,-1.3310,0.4713,0.9893
20.9670,-2.2741,0.4246,-1.2674,0.4697,1.0077
21.0654,-2.2301,0.3976,-1.2177,0.4608,1.0144
21.1679,-2.1863,0.3796,-1.1796,0.4311,1.0080
21.2659,-2.1502,0.3414,-1.1471,0.4108,1.0055
21.3667,-2.1131,0.3200,-1.1062,0.3641,1.0079
21.4668,-2.0816,0.2699,-1.0694,0.3384,1.0145
21.5686,-2.0474,0.2256,-1.0463,0.2855,1.0029
21.6686,-2.0229,0.1668,-1.0186,0.2296,1.0063
21.7676,-2.0021,0.1365,-0.9931,0.2011,1.0111
21.8681,-1.9891,0.0724,-0.9747,0.1727,1.0193
21.9684,-1.9768,0.0713,-0.9637,0.1119,1.0138
22.0690,-1.9744,-0.0250,-0.9587,0.0434,1.0180
22.1682,-1.9736,-0.0568,-0.9577,0.0134,1.0183
22.2693,-1.9725,-0.0904,-0.9649,-0.0474,1.0085
22.3681,-1.9887,-0.1554,-0.9683,-0.0737,1.0237
22.4699,-2.0068,-0.2211,-0.9764,-0.1226,1.0351
22.5699,-2.0257,-0.2200,-0.9945,-0.1944,1.0314
22.6713,-2.0523,-0.3118,-1.0339,-0.2522,1.0201
22.7694,-2.0764,-0.3394,-1.0635,-0.2715,1.0152
22.8705,-2.1079,-0.3678,-1.0947,-0.3202,1.0144
22.9706,-2.1499,-0.4195,-1.1287,-0.3435,1.0240
23.0728,-2.1843,-0.4412,-1.1631,-0.3794,1.0231
23.1716,-2.2325,-0.4823,-1.2085,-0.3999,1.0273
23.2728,-2.2727,-0.4979,-1.2607,-0.4441,1.0134
23.3714,-2.3191,-0.5269,-1.3039,-0.4694,1.0168
23.4717,-2.3748,-0.5377,-1.3509,-0.5139,1.0242
23.5743,-2.3989,-0.5542,-1.4205,-0.5262,0.9788
23.6737,-2.4494,-0.5580,-1.4707,-0.5559,0.9787
23.7729,-2.5010,-0.5609,-1.5073,-0.5674,0.9937
23.8738,-2.5486,-0.5590,-1.5459,-0.5759,1.0028
23.9742,-2.6000,-0.5489,-1.6036,-0.5714,0.9967
24.0745,-2.6445,-0.5379,-1.6564,-0.5545,0.9882
24.1726,-2.6899,-0.5161,-1.7041,-0.5447,0.9863
24.2738,-2.7367,-0.5002,-1.7394,-0.5242,0.9975
24.3733,-2.7749,-0.4656,-1.7760,-0.5097,0.9998
24.4745,-2.8124,-0.4430,-1.8237,-0.4809,0.9894
24.5745,-2.8456,-0.3973,-1.8578,-0.4609,0.9899
24.6735,-2.8774,-0.3708,-1.8828,-0.4213,0.9959
24.7752,-2.9011,-0.3159,-1.9118,-0.3933,0.9924
24.8750,-2.9243,-0.2867,-1.9388,-0.3410,0.9870
24.9753,-2.9359,-0.2258,-1.9537,-0.3076,0.9856
25.0750,-2.9505,-0.1938,-1.9611,-0.2459,0.9908
25.1774,-2.9564,-0.1278,-1.9683,-0.2140,0.9918
25.2766,-2.9571,-0.0959,-1.9751,-0.1828,0.9858
25.3767,-2.9546,-0.0305,-1.9717,-0.1184,0.9868
25.4782,-2.9421,0.0018,-1.9543,-0.0827,0.9914
25.5782,-2.9507,0.1066,-1.9457,-0.0092,1.0116
25.6800,-2.9329,0.1381,-1.9273,0.0791,1.0073
25.7787,-2.9097,0.2010,-1.9301,0.1457,0.9811
25.8788,-2.8847,0.2297,-1.9097,0.1725,0.9766
25.9796,-2.8526,0.2868,-1.8760,0.2271,0.9784
26.0799,-2.8184,0.3112,-1.8340,0.2503,0.9863
26.1816,-2.7795,0.3590,-1.7953,0.3013,0.9858
26.2820,-2.7388,0.3773,-1.7505,0.3260,0.9897
26.3828,-2.6935,0.4133,-1.7080,0.3742,0.9863
26.4833,-2.6408,0.4263,-1.6562,0.3939,0.9852
26.5833,-2.6118,0.4153,-1.6054,0.4283,1.0064
26.6832,-2.5557,0.4330,-1.5524,0.4371,1.0033
26.7833,-2.5134,0.4358,-1.5167,0.4422,0.9967
26.8849,-2.4554,0.4402,-1.4680,0.4397,0.9874
26.9838,-2.4105,0.4358,-1.4082,0.4317,1.0024
27.0842,-2.3609,0.4259,-1.3499,0.4288,1.0110
27.1840,-2.3114,0.4159,-1.3081,0.4210,1.0033
27.2843,-2.2639,0.3926,-1.2684,0.4161,0.9957
27.3850,-2.2243,0.3755,-1.2120,0.4018,1.0126
27.4851,-2.1867,0.3422,-1.1671,0.3877,1.0207
27.5874,-2.1489,0.3213,-1.1356,0.3065,1.0135
27.6869,-2.1198,0.2762,-1.1105,0.2976,1.0095
27.7877,-2.0890,0.2486,-1.0744,0.2848,1.0152
27.8861,-2.0660,0.1927,-1.0609,0.2730,1.0083
27.9869,-2.0414,0.1621,-1.0394,0.2391,1.0049
28.0874,-2.0279,0.0995,-1.0153,0.2069,1.0183
28.1897,-2.0127,0.0666,-0.9980,0.1398,1.0174
28.2879,-2.0092,0.0028,-0.9924,0.1004,1.0215
28.3892,-2.0047,-0.0312,-0.9917,0.0297,1.0148
28.4887,-2.0111,-0.0957,-0.9944,-0.0078,1.0205
28.5910,-2.0173,-0.1287,-0.9994,-0.0738,1.0194
28.6914,-2.0182,-0.2235,-1.0178,-0.1093,1.0069
28.7898,-2.0359,-0.2546,-1.0269,-0.1818,1.0116
28.8919,-2.0580,-0.3178,-1.0446,-0.2288,1.0173
28.9888,-2.0825,-0.3473,-1.0729,-0.2956,1.0108
29.0930,-2.1155,-0.4039,-1.0985,-0.3314,1.0196
29.1898,-2.1495,-0.4290,-1.1344,-0.3638,1.0172
29.2896,-2.1916,-0.4777,-1.1737,-0.4277,1.0191
29.3932,-2.2303,-0.4967,-1.2154,-0.4554,1.0157
29.4920,-2.2765,-0.5341,-1.2657,-0.5062,1.0111
29.5913,-2.3210,-0.5488,-1.3130,-0.5252,1.0082
29.6952,-2.3605,-0.5533,-1.3579,-0.5541,1.0026
29.7925,-2.4115,-0.5611,-1.4046,-0.5568,1.0069
29.8941,-2.4580,-0.5757,-1.4641,-0.5667,0.9939
29.9926,-2.5121,-0.5763,-1.5143,-0.5654,0.9979
30.0930,-2.5582,-0.5732,-1.5571,-0.5678,1.0011
