time_s,leader_x_m,leader_y_m,follower_x_m,follower_y_m,distance_m
22.2805,-3.0477,-0.0456,-2.0452,-0.0407,1.0025
22.3804,-3.0356,0.0198,-2.0596,0.0094,0.9761
22.4816,-3.0185,0.0506,-2.0528,0.0193,0.9663
22.5820,-2.9966,0.1133,-2.0202,0.0329,0.9797
22.6819,-2.9717,0.1422,-1.9784,0.0491,0.9976
22.7834,-2.9433,0.1979,-1.9495,0.0968,0.9989
22.8839,-2.9113,0.2241,-1.9238,0.1338,0.9916
22.9836,-2.8745,0.2717,-1.8836,0.2104,0.9928
23.0826,-2.8336,0.2923,-1.8424,0.2425,0.9925
23.1842,-2.7927,0.3117,-1.8002,0.3019,0.9926
23.2835,-2.7450,0.3440,-1.7534,0.3217,0.9918
23.3854,-2.6966,0.3572,-1.7063,0.3514,0.9904
23.4852,-2.6559,0.3680,-1.6473,0.3600,1.0087
23.5852,-2.6087,0.3733,-1.6010,0.3651,1.0077
23.6857,-2.5580,0.3808,-1.5576,0.3651,1.0005
23.7860,-2.5102,0.3787,-1.5095,0.3647,1.0008
23.8843,-2.4592,0.3719,-1.4553,0.3675,1.0039
23.9863,-2.4109,0.3652,-1.4082,0.3706,1.0027
24.0861,-2.3693,0.3464,-1.3590,0.3683,1.0105
24.1864,-2.3237,0.3325,-1.3082,0.3587,1.0159
24.2862,-2.2821,0.2997,-1.2905,0.3202,0.9918
24.3856,-2.2444,0.2801,-1.2442,0.3055,1.0005
24.4860,-2.2069,0.2371,-1.1925,0.2925,1.0159
24.5861,-2.1712,0.2131,-1.1699,0.2653,1.0027
24.6869,-2.1465,0.1588,-1.1501,0.2407,0.9998
24.7866,-2.1222,0.1298,-1.1187,0.1855,1.0050
24.8868,-2.1011,0.0697,-1.0907,0.1513,1.0137
24.9857,-2.0839,0.0365,-1.0773,0.1106,1.0093
25.0876,-2.0754,-0.0271,-1.0695,0.0466,1.0086
25.1873,-2.0666,-0.0605,-1.0570,0.0128,1.0123
25.2884,-2.0704,-0.1269,-1.0549,-0.0544,1.0181
25.3894,-2.0714,-0.1578,-1.0619,-0.0860,1.0120
25.4902,-2.0749,-0.2497,-1.0765,-0.1500,1.0034
25.5897,-2.0884,-0.3140,-1.0789,-0.1856,1.0176
25.6894,-2.1061,-0.3456,-1.0921,-0.2632,1.0174
25.7895,-2.1333,-0.3755,-1.1137,-0.2998,1.0225
25.8894,-2.1598,-0.4344,-1.1562,-0.3734,1.0055
25.9902,-2.1962,-0.4608,-1.1896,-0.4034,1.0083
26.0911,-2.2288,-0.5130,-1.2116,-0.4605,1.0185
26.1896,-2.2649,-0.5340,-1.2604,-0.4840,1.0057
26.2923,-2.3085,-0.5761,-1.2956,-0.5582,1.0130
26.3904,-2.3548,-0.5930,-1.3401,-0.5714,1.0148
26.4903,-2.3967,-0.6231,-1.3901,-0.5890,1.0072
26.5904,-2.4456,-0.6347,-1.4410,-0.6002,1.0052
26.6905,-2.4976,-0.6524,-1.4908,-0.6179,1.0074
26.7905,-2.5426,-0.6557,-1.5478,-0.6277,0.9951
26.8919,-2.5922,-0.6601,-1.6004,-0.6493,0.9918
26.9923,-2.6429,-0.6582,-1.6391,-0.6549,1.0038
27.0941,-2.6899,-0.6486,-1.6774,-0.6608,1.0126
27.1924,-2.7408,-0.6404,-1.7356,-0.6570,1.0053
27.2927,-2.7828,-0.6179,-1.7939,-0.6449,0.9892
27.3949,-2.8266,-0.6025,-1.8379,-0.6339,0.9891
27.4949,-2.8546,-0.5179,-1.8692,-0.6182,0.9905
27.5949,-2.8966,-0.4961,-1.8937,-0.5802,1.0064
27.6943,-2.9266,-0.4516,-1.9307,-0.5485,1.0006
27.7941,-2.9581,-0.4249,-1.9692,-0.4778,0.9902
27.8959,-2.9830,-0.3697,-1.9928,-0.4453,0.9931
27.9952,-3.0033,-0.3409,-2.0065,-0.3773,0.9975
28.0968,-3.0209,-0.2793,-2.0252,-0.3449,0.9979
28.1961,-3.0352,-0.2471,-2.0397,-0.2794,0.9960
28.2975,-3.0392,-0.1821,-2.0617,-0.2055,0.9777
28.3975,-3.0455,-0.1462,-2.0543,-0.1615,0.9913
28.4969,-3.0413,-0.0821,-2.0457,-0.1303,0.9967
28.5984,-3.0345,-0.0494,-2.0499,-0.1173,0.9869
28.6971,-3.0220,0.0155,-2.0414,-0.0846,0.9856
28.7973,-3.0028,0.0457,-2.0134,-0.0534,0.9943
28.8975,-2.9805,0.1082,-1.9957,0.0151,0.9892
28.9978,-2.9551,0.1386,-1.9668,0.0538,0.9920
29.0973,-2.9245,0.1945,-1.9301,0.1308,0.9965
29.1980,-2.8916,0.2196,-1.8990,0.1631,0.9941
29.2987,-2.8534,0.2685,-1.8675,0.2273,0.9868
29.3989,-2.8148,0.2895,-1.8262,0.2506,0.9893
29.5005,-2.7790,0.3264,-1.7753,0.2912,1.0043
29.5998,-2.7334,0.3408,-1.7431,0.3069,0.9910
29.6997,-2.6852,0.3657,-1.6984,0.3366,0.9872
29.7991,-2.6366,0.3728,-1.6377,0.3482,0.9992
29.8996,-2.5849,0.3791,-1.5829,0.3568,1.0023
29.9984,-2.5416,0.3851,-1.5295,0.3746,1.0121
