time_s,leader_x_m,leader_y_m,follower_x_m,follower_y_m,distance_m
3.3071,-2.2178,-0.3068,0.5662,-0.0994,2.7918
3.4069,-2.2178,-0.3739,0.5126,-0.1140,2.7428
3.5059,-2.2286,-0.4402,0.4556,-0.1425,2.7007
3.6060,-2.2358,-0.4720,0.3990,-0.1576,2.6535
3.7057,-2.2519,-0.5365,0.3531,-0.1903,2.6279
3.8067,-2.2724,-0.5686,0.2975,-0.2108,2.5947
3.9078,-2.3078,-0.6584,0.2498,-0.2480,2.5903
4.0071,-2.3400,-0.6868,0.2009,-0.2689,2.5750
4.1066,-2.3746,-0.7398,0.1551,-0.3148,2.5652
4.2076,-2.4102,-0.7641,0.1064,-0.3370,2.5526
4.3062,-2.4516,-0.8100,0.0620,-0.3839,2.5495
4.4068,-2.4946,-0.8284,0.0127,-0.4069,2.5425
4.5072,-2.5375,-0.8627,-0.0339,-0.4527,2.5370
4.6080,-2.5887,-0.8754,-0.0855,-0.4756,2.5350
4.7084,-2.6328,-0.8984,-0.1347,-0.5203,2.5265
4.8092,-2.6822,-0.9043,-0.1803,-0.5411,2.5281
4.9120,-2.7286,-0.9085,-0.2647,-0.5940,2.4839
5.0117,-2.7864,-0.9099,-0.3158,-0.6139,2.4882
5.1099,-2.8262,-0.9050,-0.3670,-0.6507,2.4723
5.2105,-2.8781,-0.8935,-0.4233,-0.6688,2.4651
5.3108,-2.9243,-0.8840,-0.4750,-0.7008,2.4562
5.4108,-2.9699,-0.8599,-0.5316,-0.7140,2.4427
5.5112,-3.0056,-0.8422,-0.5945,-0.7383,2.4134
5.6121,-3.0451,-0.8054,-0.6551,-0.7468,2.3907
5.7133,-3.0803,-0.7836,-0.7120,-0.7539,2.3684
5.8167,-3.1068,-0.6749,-0.7900,-0.7633,2.3185
5.9126,-3.1241,-0.6481,-0.8535,-0.7624,2.2735
6.0131,-3.1530,-0.5936,-0.9219,-0.7537,2.2369
6.1129,-3.1752,-0.5646,-0.9817,-0.7441,2.2008
6.2116,-3.1872,-0.5024,-1.0437,-0.7255,2.1551
6.3151,-3.1974,-0.4720,-1.0968,-0.7126,2.1143
6.4136,-3.2008,-0.4059,-1.1602,-0.6865,2.0598
6.5236,-3.1984,-0.3391,-1.2220,-0.5974,1.9932
6.6191,-3.1948,-0.3066,-1.2770,-0.5820,1.9375
6.7185,-3.1839,-0.2746,-1.3293,-0.5660,1.8773
6.8185,-3.1655,-0.1776,-1.3875,-0.5334,1.8132
6.9180,-3.1457,-0.1450,-1.4380,-0.5173,1.7478
7.0174,-3.1233,-0.1150,-1.4978,-0.4820,1.6664
7.1184,-3.0931,-0.0580,-1.5403,-0.4611,1.6042
7.2177,-3.0538,-0.0305,-1.5939,-0.4189,1.5107
7.3182,-3.0192,0.0165,-1.6360,-0.3925,1.4424
7.4179,-2.9810,0.0382,-1.6774,-0.3353,1.3560
7.5195,-2.9356,0.0763,-1.7103,-0.2997,1.2817
7.6182,-2.8933,0.0924,-1.7294,-0.2221,1.2057
7.7197,-2.8543,0.0996,-1.7372,-0.1412,1.1428
7.8184,-2.8071,0.1072,-1.7356,-0.1027,1.0918
7.9189,-2.7548,0.1216,-1.7224,-0.0627,1.0487
8.0187,-2.7085,0.1241,-1.6992,0.0185,1.0149
8.1188,-2.6548,0.1240,-1.6650,0.0569,0.9920
8.2227,-2.6081,0.1190,-1.6092,0.1705,1.0003
8.3216,-2.5586,0.1069,-1.5522,0.2154,1.0123
8.4193,-2.5108,0.0950,-1.5057,0.2197,1.0128
8.5192,-2.4672,0.0702,-1.4723,0.2108,1.0047
8.6197,-2.4263,0.0521,-1.4391,0.1887,0.9966
8.7210,-2.3830,0.0131,-1.4015,0.1282,0.9883
8.8218,-2.3458,-0.0256,-1.3664,0.0891,0.9861
8.9200,-2.3154,-0.0739,-1.3300,0.0106,0.9890
9.0202,-2.2851,-0.1022,-1.2934,-0.0265,0.9945
9.1206,-2.2602,-0.1589,-1.2534,-0.1019,1.0084
9.2215,-2.2428,-0.1900,-1.2309,-0.1356,1.0133
9.3214,-2.2226,-0.2524,-1.2194,-0.1935,1.0050
9.4227,-2.2096,-0.2850,-1.2084,-0.2986,1.0013
9.5220,-2.2050,-0.3497,-1.1885,-0.3409,1.0165
9.6223,-2.2034,-0.3822,-1.1866,-0.3499,1.0173
9.7225,-2.2080,-0.4491,-1.1897,-0.3612,1.0221
9.8228,-2.2167,-0.4826,-1.1994,-0.3867,1.0218
9.9220,-2.2308,-0.5480,-1.2211,-0.4361,1.0159
10.0226,-2.2509,-0.5778,-1.2439,-0.4734,1.0123
10.1234,-2.2747,-0.6387,-1.2633,-0.5511,1.0152
10.2232,-2.3011,-0.6673,-1.2899,-0.5897,1.0141
10.3229,-2.3313,-0.7209,-1.3272,-0.6672,1.0056
10.4226,-2.3692,-0.7449,-1.3563,-0.6973,1.0140
10.5243,-2.4064,-0.7892,-1.3860,-0.7518,1.0211
10.6244,-2.4493,-0.8091,-1.4284,-0.7368,1.0234
10.7239,-2.4943,-0.8423,-1.4846,-0.8027,1.0105
10.8248,-2.5383,-0.8456,-1.5264,-0.8272,1.0121
10.9246,-2.5882,-0.8676,-1.5746,-0.8584,1.0136
11.0247,-2.6331,-0.8735,-1.6327,-0.8660,1.0004
11.1246,-2.6838,-0.8829,-1.6861,-0.8761,0.9977
11.2245,-2.7310,-0.8833,-1.7285,-0.8786,1.0025
11.3247,-2.7813,-0.8779,-1.7766,-0.8820,1.0047
11.4241,-2.8314,-0.8706,-1.8279,-0.8808,1.0035
11.5238,-2.8802,-0.8522,-1.8763,-0.8756,1.0041
11.6246,-2.9231,-0.8393,-1.9333,-0.8675,0.9902
11.7254,-2.9706,-0.8079,-1.9805,-0.8465,0.9908
11.8251,-3.0073,-0.7890,-2.0210,-0.8296,0.9871
11.9250,-3.0482,-0.7454,-2.0584,-0.7957,0.9910
12.0255,-3.0829,-0.7209,-2.0843,-0.7753,1.0001
12.1248,-3.1137,-0.6960,-2.1215,-0.7289,0.9928
12.2265,-3.1397,-0.6424,-2.1546,-0.7051,0.9871
12.3259,-3.1634,-0.6132,-2.1711,-0.6626,0.9935
12.4262,-3.1787,-0.5528,-2.1898,-0.6347,0.9922
12.5259,-3.1918,-0.5218,-2.2049,-0.5803,0.9886
12.6274,-3.1989,-0.4566,-2.2174,-0.5192,0.9835
12.7280,-3.2067,-0.4238,-2.2168,-0.4871,0.9920
12.8277,-3.2018,-0.3278,-2.2152,-0.4260,0.9914
12.9282,-3.1971,-0.2949,-2.2185,-0.3903,0.9833
13.0267,-3.1843,-0.2289,-2.1980,-0.3163,0.9901
13.1274,-3.1687,-0.1976,-2.1775,-0.2771,0.9944
13.2270,-3.1457,-0.1350,-2.1583,-0.2038,0.9899
13.3283,-3.1200,-0.1038,-2.1355,-0.1699,0.9867
13.4277,-3.0909,-0.0478,-2.0999,-0.1045,0.9926
13.5279,-3.0582,-0.0227,-2.0677,-0.0766,0.9920
13.6272,-3.0191,0.0244,-2.0400,-0.0044,0.9796
13.7282,-2.9819,0.0455,-1.9937,0.0114,0.9887
13.8276,-2.9376,0.0839,-1.9384,0.0412,1.0001
13.9291,-2.8915,0.0973,-1.9011,0.0560,0.9912
14.0281,-2.8425,0.1244,-1.8606,0.0882,0.9826
14.1294,-2.7937,0.1329,-1.8075,0.1024,0.9867
14.2284,-2.7415,0.1455,-1.7496,0.1273,0.9920
14.3290,-2.6920,0.1472,-1.6917,0.1366,1.0004
14.4295,-2.6422,0.1474,-1.6473,0.1499,0.9948
14.5305,-2.5931,0.1420,-1.5994,0.1514,0.9938
14.6295,-2.5438,0.1284,-1.5461,0.1475,0.9979
14.7298,-2.4961,0.1158,-1.4963,0.1402,1.0001
14.8299,-2.4512,0.0903,-1.4500,0.1235,1.0017
14.9324,-2.4175,0.0329,-1.4071,0.1084,1.0132
15.0307,-2.3782,-0.0049,-1.3705,0.0677,1.0103
15.1305,-2.3420,-0.0274,-1.3377,0.0374,1.0064
15.2313,-2.3083,-0.0766,-1.2994,-0.0268,1.0102
15.3318,-2.2821,-0.1035,-1.2703,-0.0573,1.0129
15.4323,-2.2582,-0.1627,-1.2524,-0.1119,1.0070
15.5322,-2.2381,-0.1938,-1.2264,-0.1761,1.0118
15.6315,-2.2256,-0.2557,-1.2164,-0.2156,1.0100
15.7330,-2.2125,-0.2901,-1.2053,-0.2297,1.0089
15.8337,-2.2089,-0.3549,-1.1980,-0.2657,1.0148
15.9340,-2.2051,-0.3868,-1.1913,-0.2918,1.0182
16.0339,-2.2112,-0.4538,-1.1983,-0.3537,1.0179
16.1328,-2.2220,-0.4858,-1.2105,-0.3933,1.0156
16.2334,-2.2348,-0.5504,-1.2176,-0.4711,1.0203
16.3381,-2.2585,-0.5817,-1.2420,-0.5079,1.0192
16.4346,-2.2807,-0.6412,-1.2648,-0.5772,1.0180
16.5339,-2.3094,-0.6686,-1.3012,-0.6097,1.0099
16.6337,-2.3425,-0.7220,-1.3304,-0.6688,1.0135
16.7349,-2.3768,-0.7463,-1.3648,-0.6948,1.0133
16.8349,-2.4175,-0.7897,-1.4055,-0.7434,1.0130
16.9372,-2.4568,-0.8116,-1.4455,-0.7651,1.0123
17.0355,-2.5006,-0.8281,-1.4939,-0.8050,1.0069
17.1366,-2.5466,-0.8570,-1.5462,-0.8227,1.0010
17.2360,-2.5945,-0.8677,-1.5868,-0.8456,1.0079
17.3368,-2.6446,-0.8846,-1.6377,-0.8571,1.0072
17.4378,-2.6917,-0.8894,-1.6926,-0.8665,0.9994
17.5370,-2.7456,-0.8914,-1.7510,-0.8712,0.9948
17.6356,-2.7935,-0.8898,-1.7918,-0.8796,1.0018
17.7368,-2.8292,-0.8846,-1.8432,-0.8920,0.9861
17.8378,-2.8907,-0.8699,-1.8865,-0.8922,1.0045
17.9367,-2.9299,-0.8575,-1.9236,-0.8878,1.0068
18.0370,-2.9803,-0.8303,-1.9638,-0.8758,1.0175
18.1371,-3.0169,-0.7960,-2.0279,-0.8479,0.9904
18.2365,-3.0531,-0.7921,-2.0791,-0.8268,0.9745
18.3372,-3.0907,-0.7291,-2.1044,-0.7826,0.9878
18.4362,-3.1237,-0.7261,-2.1167,-0.7586,1.0075
18.5378,-3.1455,-0.6502,-2.1527,-0.7117,0.9948
18.6374,-3.1661,-0.6200,-2.1900,-0.6892,0.9785
18.7377,-3.1827,-0.5601,-2.2120,-0.6415,0.9741
18.8369,-3.1956,-0.5275,-2.2163,-0.6105,0.9828
18.9390,-3.2032,-0.4246,-2.2123,-0.5422,0.9979
19.0390,-3.2065,-0.3918,-2.2126,-0.5042,1.0003
19.1379,-3.2024,-0.3228,-2.2160,-0.4244,0.9916
19.2377,-3.1925,-0.2901,-2.2080,-0.3819,0.9888
19.3389,-3.1807,-0.2241,-2.1950,-0.3024,0.9889
19.4400,-3.1626,-0.1941,-2.1789,-0.2655,0.9862
19.5412,-3.1394,-0.1318,-2.1459,-0.1434,0.9936
19.6395,-3.1152,-0.1021,-2.1205,-0.1170,0.9948
19.7400,-3.0839,-0.0453,-2.0939,-0.0810,0.9907
19.8398,-3.0484,-0.0198,-2.0600,-0.0683,0.9895
19.9394,-3.0111,0.0274,-2.0167,-0.0380,0.9966
20.0394,-2.9699,0.0477,-1.9749,-0.0191,0.9972
20.1400,-2.9252,0.0839,-1.9380,0.0229,0.9891
20.2410,-2.8789,0.0974,-1.8915,0.0461,0.9888
20.3410,-2.8315,0.1224,-1.8358,0.0879,0.9964
20.4399,-2.7832,0.1293,-1.7884,0.1045,0.9951
20.5433,-2.7324,0.1422,-1.7292,0.1066,1.0039
20.6410,-2.6800,0.1425,-1.6793,0.1203,1.0010
20.7414,-2.6319,0.1404,-1.6294,0.1462,1.0024
20.8422,-2.5816,0.1362,-1.5781,0.1489,1.0036
20.9446,-2.5375,0.0916,-1.5359,0.1499,1.0033
21.0432,-2.4904,0.0799,-1.4893,0.1382,1.0028
21.1421,-2.4490,0.0515,-1.4494,0.1052,1.0011
21.2417,-2.4041,0.0336,-1.4053,0.0824,1.0000
21.3423,-2.3667,-0.0073,-1.3667,0.0331,1.0008
21.4417,-2.3356,-0.0316,-1.3214,0.0105,1.0151
21.5419,-2.3014,-0.0811,-1.2929,-0.0353,1.0096
21.6420,-2.2768,-0.1092,-1.2779,-0.0582,1.0003
21.7422,-2.2503,-0.1697,-1.2516,-0.1057,1.0008
21.8435,-2.2330,-0.2005,-1.2238,-0.1325,1.0115
21.9418,-2.2203,-0.2316,-1.1999,-0.1897,1.0213
22.0436,-2.2103,-0.2964,-1.1906,-0.2164,1.0228
22.1430,-2.2018,-0.3292,-1.2004,-0.2633,1.0036
22.2434,-2.2046,-0.3942,-1.1975,-0.2902,1.0124
22.3443,-2.2123,-0.4273,-1.1891,-0.3444,1.0265
22.4440,-2.2189,-0.4936,-1.1992,-0.3799,1.0260
22.5443,-2.2377,-0.5252,-1.2200,-0.4171,1.0235
22.6465,-2.2543,-0.5879,-1.2418,-0.4903,1.0172
22.7455,-2.2815,-0.6175,-1.2664,-0.5286,1.0190
22.8497,-2.3070,-0.6742,-1.2913,-0.6760,1.0157
22.9471,-2.3431,-0.7003,-1.3255,-0.7056,1.0176
23.0471,-2.3836,-0.7775,-1.3610,-0.7535,1.0229
23.1464,-2.4256,-0.7989,-1.4072,-0.7686,1.0188
23.2460,-2.4680,-0.8377,-1.4668,-0.7884,1.0025
23.3475,-2.5128,-0.8540,-1.5112,-0.7993,1.0031
23.4475,-2.5606,-0.8829,-1.5513,-0.8214,1.0112
23.5472,-2.6069,-0.8935,-1.6003,-0.8381,1.0082
23.6484,-2.6578,-0.9101,-1.6571,-0.8739,1.0013
23.7474,-2.7050,-0.9146,-1.6987,-0.8900,1.0066
23.8490,-2.7564,-0.9176,-1.7457,-0.9199,1.0107
23.9478,-2.8053,-0.9138,-1.8025,-0.9280,1.0028
24.0487,-2.8529,-0.9048,-1.8590,-0.9347,0.9944
24.1484,-2.9035,-0.8957,-1.9040,-0.9282,1.0001
24.2480,-2.9455,-0.8720,-1.9477,-0.9081,0.9984
24.3513,-2.9875,-0.8565,-1.9989,-0.8938,0.9893
24.4515,-3.0291,-0.8200,-2.0335,-0.8590,0.9964
24.5520,-3.0645,-0.7993,-2.0669,-0.8399,0.9984
24.6528,-3.0955,-0.7528,-2.1051,-0.7988,0.9914
24.7529,-3.1238,-0.7264,-2.1331,-0.7080,0.9909
24.8530,-3.1524,-0.6722,-2.1567,-0.6696,0.9957
24.9517,-3.1689,-0.6435,-2.1772,-0.6609,0.9918
25.0525,-3.1864,-0.5146,-2.1994,-0.6470,0.9959
25.1521,-3.1989,-0.4819,-2.2115,-0.6327,0.9989
25.2524,-3.2051,-0.4177,-2.2082,-0.5906,1.0117
25.3525,-3.2086,-0.3838,-2.2155,-0.5546,1.0077
25.4536,-3.2022,-0.3171,-2.2180,-0.4772,0.9971
25.5529,-3.1941,-0.2860,-2.2131,-0.4351,0.9923
25.6533,-3.1801,-0.2197,-2.2005,-0.3544,0.9889
25.7530,-3.1611,-0.1876,-2.1876,-0.3149,0.9819
25.8531,-3.1388,-0.1253,-2.1603,-0.2348,0.9846
25.9533,-3.1119,-0.0972,-2.1304,-0.1947,0.9863
26.0532,-3.0806,-0.0428,-2.0980,-0.1150,0.9852
26.1534,-3.0466,-0.0166,-2.0591,-0.0793,0.9895
26.2535,-3.0054,0.0306,-2.0199,-0.0113,0.9864
26.3540,-2.9646,0.0499,-1.9771,0.0154,0.9882
26.4545,-2.9259,0.0672,-1.9227,0.0605,1.0032
26.5540,-2.8759,0.0983,-1.8848,0.0724,0.9914
26.6550,-2.8308,0.1106,-1.8466,0.0868,0.9845
26.7564,-2.7739,0.1302,-1.7929,0.0758,0.9825
26.8556,-2.7288,0.1347,-1.7332,0.0866,0.9967
26.9582,-2.6815,0.1415,-1.6763,0.1045,1.0059
27.0606,-2.6254,0.1106,-1.6321,0.1181,0.9934
27.1576,-2.5721,0.1012,-1.5881,0.1383,0.9847
27.2583,-2.5318,0.0922,-1.5345,0.1356,0.9983
27.3587,-2.4826,0.0707,-1.4691,0.1241,1.0150
27.4582,-2.4409,0.0541,-1.4256,0.1079,1.0167
27.5578,-2.3995,0.0209,-1.4032,0.0722,0.9976
27.6579,-2.3592,0.0008,-1.3723,0.0477,0.9879
27.7625,-2.3262,-0.0442,-1.3243,-0.0057,1.0026
27.8595,-2.2983,-0.0713,-1.2878,-0.0298,1.0113
27.9596,-2.2752,-0.1258,-1.2594,-0.0779,1.0169
28.0585,-2.2520,-0.1572,-1.2453,-0.0995,1.0084
28.1609,-2.2368,-0.2184,-1.2336,-0.1472,1.0057
28.2598,-2.2255,-0.2501,-1.2187,-0.1731,1.0097
28.3608,-2.2203,-0.3140,-1.2063,-0.2297,1.0174
28.4599,-2.2152,-0.3470,-1.2025,-0.2623,1.0162
28.5609,-2.2243,-0.4138,-1.2152,-0.3294,1.0127
28.6612,-2.2301,-0.4455,-1.2125,-0.3651,1.0208
28.7620,-2.2438,-0.5115,-1.2350,-0.4854,1.0092
28.8620,-2.2625,-0.5432,-1.2563,-0.5131,1.0066
28.9634,-2.2879,-0.6037,-1.2750,-0.5691,1.0135
29.0624,-2.3166,-0.6338,-1.2982,-0.5857,1.0196
29.1653,-2.3486,-0.7174,-1.3399,-0.6238,1.0131
29.2672,-2.3851,-0.7428,-1.3783,-0.6509,1.0110
29.3658,-2.4244,-0.7885,-1.4117,-0.7096,1.0158
29.4663,-2.4672,-0.8101,-1.4523,-0.7424,1.0171
29.5670,-2.5111,-0.8451,-1.5010,-0.8039,1.0110
29.6680,-2.5581,-0.8587,-1.5472,-0.8284,1.0113
29.7685,-2.6078,-0.8833,-1.6049,-0.8517,1.0034
29.8674,-2.6547,-0.8919,-1.6558,-0.8690,0.9993
29.9665,-2.7069,-0.9041,-1.7045,-0.8957,1.0025
