time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0007,-2.5637,0.3429,0.2827,0.1279,0.3103,2.3153,0.3059,-0.4941,0.1605,0.5195,4.8791
0.1006,-2.5400,0.3541,0.2475,0.1014,0.2675,2.2642,0.3222,-0.5086,0.1632,0.5341,4.8044
0.2007,-2.5110,0.3632,0.2662,0.0764,0.2769,2.2137,0.3391,-0.5123,0.1663,0.5386,4.7248
0.3001,-2.4792,0.3726,0.3144,0.0882,0.3265,2.1644,0.3514,-0.4948,0.1219,0.5096,4.6436
0.4005,-2.4531,0.3806,0.2832,0.0664,0.2909,2.1159,0.3641,-0.4754,0.1238,0.4913,4.5690
0.5000,-2.4245,0.3918,0.2872,0.1046,0.3057,2.0657,0.3834,-0.4983,0.0937,0.5071,4.4901
0.6015,-2.3951,0.3978,0.2976,0.0545,0.3025,2.0150,0.3926,-0.5053,0.1009,0.5153,4.4100
0.7005,-2.3642,0.4019,0.3079,0.0278,0.3091,1.9655,0.4007,-0.4953,0.0797,0.5016,4.3297
0.8014,-2.3304,0.4094,0.3302,0.0567,0.3350,1.9161,0.4079,-0.4998,0.0650,0.5040,4.2465
0.9010,-2.3036,0.4128,0.3013,0.0344,0.3033,1.8680,0.4107,-0.4814,0.0350,0.4826,4.1716
1.0015,-2.2734,0.4202,0.3024,0.0591,0.3081,1.8178,0.4171,-0.4994,0.0576,0.5027,4.0912
1.1022,-2.2415,0.4239,0.3152,0.0163,0.3156,1.7692,0.4227,-0.4868,0.0646,0.4911,4.0106
1.2022,-2.2099,0.4283,0.3161,0.0309,0.3176,1.7210,0.4263,-0.4858,0.0579,0.4892,3.9309
1.3022,-2.1791,0.4461,0.3147,0.0073,0.3148,1.6706,0.4308,-0.5031,0.0516,0.5058,3.8497
1.4029,-2.1504,0.4482,0.2938,0.0144,0.2941,1.6250,0.4348,-0.4693,0.0436,0.4713,3.7754
1.5015,-2.1169,0.4481,0.3330,0.0030,0.3330,1.5726,0.4354,-0.5169,0.0207,0.5173,3.6895
1.6021,-2.0890,0.4479,0.2935,-0.0178,0.2941,1.5240,0.4360,-0.4932,0.0117,0.4933,3.6130
1.7016,-2.0539,0.4440,0.3286,-0.0443,0.3315,1.4734,0.4371,-0.5087,0.0210,0.5091,3.5274
1.8018,-2.0250,0.4407,0.2999,-0.0398,0.3026,1.4229,0.4339,-0.5070,-0.0196,0.5074,3.4478
1.9021,-1.9960,0.4383,0.2891,-0.0315,0.2908,1.3756,0.4309,-0.4946,-0.0229,0.4952,3.3715
2.0025,-1.9623,0.4330,0.3234,-0.0505,0.3274,1.3255,0.4265,-0.4993,-0.0335,0.5004,3.2878
2.1030,-1.9312,0.4308,0.3147,-0.0529,0.3191,1.2732,0.4231,-0.5258,-0.0254,0.5265,3.2043
2.2031,-1.9058,0.4229,0.2673,-0.0794,0.2789,1.2294,0.4169,-0.4582,-0.0532,0.4613,3.1352
2.3025,-1.8723,0.4158,0.3146,-0.0647,0.3212,1.1836,0.4119,-0.4219,-0.0615,0.4264,3.0559
2.4032,-1.8407,0.4091,0.3163,-0.0699,0.3239,1.1311,0.4043,-0.4921,-0.0705,0.4971,2.9717
2.5034,-1.8105,0.4026,0.3220,-0.0617,0.3279,1.0729,0.4065,-0.4767,-0.0678,0.4815,2.8835
2.6027,-1.7845,0.3943,0.2678,-0.1005,0.2860,1.0296,0.4002,-0.4358,-0.0616,0.4402,2.8141
2.7037,-1.7549,0.3838,0.2737,-0.1124,0.2959,0.9861,0.3893,-0.4283,-0.1021,0.4403,2.7410
2.8030,-1.7272,0.3711,0.2746,-0.1267,0.3024,0.9481,0.3800,-0.3851,-0.0973,0.3972,2.6754
2.9033,-1.7004,0.3609,0.2540,-0.1234,0.2824,0.9115,0.3690,-0.3474,-0.1131,0.3654,2.6120
3.0035,-1.6710,0.3479,0.2837,-0.1314,0.3126,0.8726,0.3561,-0.3675,-0.1253,0.3883,2.5436
3.1033,-1.6442,0.3372,0.2743,-0.1412,0.3086,0.8419,0.3440,-0.3412,-0.1233,0.3628,2.4861
3.2033,-1.6232,0.3207,0.2226,-0.1630,0.2759,0.8113,0.3303,-0.3081,-0.1343,0.3361,2.4345
3.3031,-1.5978,0.3060,0.2341,-0.1717,0.2903,0.7814,0.3141,-0.2891,-0.1603,0.3305,2.3792
3.4038,-1.5749,0.2909,0.2287,-0.1572,0.2775,0.7537,0.3011,-0.2712,-0.1412,0.3058,2.3286
3.5039,-1.5502,0.2757,0.2201,-0.1626,0.2736,0.7284,0.2823,-0.2550,-0.1598,0.3010,2.2786
3.6041,-1.5230,0.2597,0.2453,-0.1799,0.3042,0.7026,0.2654,-0.2449,-0.1647,0.2951,2.2256
3.7037,-1.5027,0.2430,0.1981,-0.1804,0.2680,0.6847,0.2461,-0.1960,-0.2006,0.2805,2.1874
3.8044,-1.4793,0.2250,0.2251,-0.1822,0.2896,0.6661,0.2312,-0.1810,-0.1613,0.2424,2.1454
3.9040,-1.4569,0.2080,0.2301,-0.1707,0.2865,0.6505,0.2104,-0.1527,-0.1889,0.2429,2.1074
4.0042,-1.4392,0.1878,0.1860,-0.1972,0.2711,0.6307,0.1924,-0.1797,-0.1787,0.2534,2.0699
4.1041,-1.4145,0.1687,0.2183,-0.1960,0.2934,0.6206,0.1749,-0.1274,-0.1642,0.2078,2.0351
4.2047,-1.3995,0.1458,0.1598,-0.2252,0.2761,0.6097,0.1498,-0.1088,-0.2343,0.2583,2.0092
4.3047,-1.3803,0.1239,0.1883,-0.2066,0.2796,0.6010,0.1298,-0.0888,-0.2156,0.2331,1.9812
4.4044,-1.3827,0.0651,0.1756,-0.2289,0.2885,0.5932,0.1079,-0.0741,-0.2247,0.2366,1.9764
4.5046,-1.3639,0.0416,0.1728,-0.2392,0.2951,0.5893,0.0814,-0.0708,-0.2510,0.2608,1.9536
4.6049,-1.3483,0.0180,0.1385,-0.2500,0.2858,0.5867,0.0557,-0.0282,-0.2617,0.2632,1.9354
4.7055,-1.3298,-0.0055,0.1539,-0.2405,0.2856,0.5894,0.0274,0.0139,-0.2865,0.2868,1.9195
4.8058,-1.3172,-0.0329,0.1285,-0.2693,0.2984,0.5903,-0.0015,0.0164,-0.2875,0.2879,1.9078
4.9059,-1.2998,-0.0562,0.1704,-0.2569,0.3083,0.5964,-0.0294,0.0530,-0.2850,0.2899,1.8964
5.0063,-1.2889,-0.0813,0.1164,-0.2534,0.2788,0.6039,-0.0580,0.0763,-0.2883,0.2982,1.8929
5.1061,-1.2746,-0.1069,0.1025,-0.2573,0.2769,0.6115,-0.0838,0.0859,-0.2618,0.2755,1.8863
5.2064,-1.2646,-0.1337,0.0950,-0.2692,0.2854,0.6217,-0.1118,0.1042,-0.2777,0.2966,1.8864
5.3062,-1.2521,-0.1603,0.1176,-0.2742,0.2983,0.6349,-0.1378,0.1300,-0.2610,0.2916,1.8871
5.4066,-1.2415,-0.1880,0.1057,-0.2782,0.2976,0.6478,-0.1655,0.1332,-0.2778,0.3081,1.8894
5.5062,-1.2315,-0.2148,0.0983,-0.2741,0.2912,0.6640,-0.1937,0.1704,-0.3002,0.3452,1.8956
5.6079,-1.2196,-0.2417,0.0928,-0.2784,0.2934,0.6820,-0.2190,0.1756,-0.2624,0.3157,1.9018
