time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m,nearest_formation_error_m
20.7139,-2.3136,0.4923,0.3235,0.0209,0.3241,-2.9706,2.1755,0.0607,-0.0401,0.0727,1.8069,0.7294
20.8143,-2.2839,0.4960,0.3051,0.0305,0.3066,-2.9719,2.1751,0.0389,-0.0261,0.0468,1.8146,0.7591
20.9146,-2.2492,0.4989,0.3384,0.0274,0.3395,-2.9650,2.1752,0.0323,-0.0226,0.0394,1.8227,0.7856
21.0145,-2.2201,0.5019,0.3135,0.0207,0.3142,-2.9692,2.1757,-0.0438,0.0314,0.0539,1.8337,0.8171
21.1145,-2.1924,0.5060,0.2864,0.0189,0.2870,-2.9696,2.1747,-0.0505,0.0278,0.0576,1.8408,0.8448
21.2142,-2.1601,0.5026,0.3018,-0.0171,0.3023,-2.9675,2.1750,-0.0135,0.0103,0.0170,1.8570,0.8714
21.3156,-2.1271,0.5020,0.3226,-0.0096,0.3228,-2.9663,2.1769,0.0572,-0.0336,0.0664,1.8734,0.9001
21.4148,-2.0962,0.5004,0.3204,-0.0179,0.3209,-2.9629,2.1728,0.0029,-0.0100,0.0104,1.8836,0.9266
21.5151,-2.0639,0.4982,0.3222,-0.0224,0.3230,-2.9657,2.1758,-0.0076,0.0030,0.0082,1.9045,0.9577
21.6146,-2.0310,0.4987,0.3244,-0.0274,0.3255,-2.9630,2.1735,0.0028,-0.0153,0.0156,1.9166,0.9871
21.7148,-2.0030,0.4912,0.2925,-0.0633,0.2992,-2.9639,2.1749,0.0049,-0.0065,0.0081,1.9386,1.0116
21.8165,-1.9711,0.4838,0.3089,-0.0695,0.3166,-2.9681,2.1737,-0.0225,-0.0014,0.0226,1.9621,1.0441
21.9166,-1.9384,0.4790,0.3262,-0.0629,0.3322,-2.9617,2.1752,0.0135,-0.0104,0.0170,1.9809,1.0675
22.0169,-1.9115,0.4762,0.2908,-0.0429,0.2940,-2.9624,2.1746,0.0039,-0.0052,0.0065,1.9972,1.0933
22.1177,-1.8786,0.4680,0.3008,-0.0843,0.3124,-2.9630,2.1749,-0.0004,0.0007,0.0008,2.0222,1.1233
22.2174,-1.8747,0.4706,0.2917,-0.0815,0.3029,-2.9585,2.1740,0.0198,-0.0189,0.0274,2.0190,1.1236
22.3171,-1.8453,0.4595,0.2903,-0.0860,0.3028,-2.9603,2.1741,-0.0051,-0.0027,0.0057,2.0452,1.1509
22.4182,-1.8152,0.4508,0.2968,-0.0879,0.3096,-2.9521,2.1723,0.0404,-0.0346,0.0532,2.0630,1.1705
22.5182,-1.7874,0.4426,0.2872,-0.0897,0.3009,-2.9551,2.1728,0.0020,-0.0039,0.0044,2.0874,1.1984
22.6180,-1.7582,0.4306,0.2813,-0.1306,0.3102,-2.9518,2.1716,0.0160,-0.0181,0.0241,2.1109,1.2214
22.7178,-1.7344,0.4191,0.2555,-0.1311,0.2872,-2.9489,2.1703,0.0088,-0.0253,0.0268,2.1311,1.2397
22.8181,-1.7081,0.4060,0.2599,-0.1317,0.2914,-2.9476,2.1707,0.0106,-0.0105,0.0149,2.1565,1.2617
22.9178,-1.6782,0.3920,0.2873,-0.1517,0.3249,-2.9467,2.1687,-0.0199,-0.0108,0.0226,2.1830,1.2881
23.0182,-1.6523,0.3826,0.2691,-0.1146,0.2925,-2.9389,2.1707,0.0437,-0.0177,0.0471,2.2029,1.3040
23.1181,-1.6301,0.3679,0.2363,-0.1434,0.2764,-2.9389,2.1685,0.0165,-0.0221,0.0276,2.2260,1.3239
23.2183,-1.6066,0.3498,0.2319,-0.1715,0.2884,-2.9361,2.1696,0.0260,-0.0118,0.0285,2.2537,1.3417
23.3189,-1.5801,0.3345,0.2573,-0.1645,0.3054,-2.9331,2.1675,0.0113,-0.0187,0.0218,2.2783,1.3632
23.4189,-1.5597,0.3164,0.2220,-0.1755,0.2830,-2.9278,2.1680,0.0361,-0.0221,0.0423,2.3023,1.3762
23.5189,-1.5350,0.3016,0.2438,-0.1604,0.2919,-2.9247,2.1658,0.0245,-0.0347,0.0425,2.3252,1.3963
23.6188,-1.5118,0.2834,0.2217,-0.1919,0.2933,-2.9183,2.1678,0.0539,-0.0301,0.0618,2.3514,1.4113
23.7165,-1.4931,0.2642,0.1835,-0.1995,0.2711,-2.9146,2.1650,0.0338,-0.0385,0.0513,2.3736,1.4250
23.8163,-1.4713,0.2441,0.2070,-0.2002,0.2880,-2.9052,2.1648,0.0594,-0.0570,0.0823,2.3969,1.4360
23.9160,-1.4530,0.2216,0.1837,-0.2223,0.2884,-2.9032,2.1634,0.0485,-0.0490,0.0689,2.4236,1.4514
24.0163,-1.4309,0.2019,0.2086,-0.2057,0.2929,-2.8936,2.1634,0.0670,-0.0613,0.0908,2.4468,1.4632
24.1154,-1.4181,0.1796,0.1281,-0.2306,0.2638,-2.8897,2.1615,0.0399,-0.0494,0.0636,2.4685,1.4717
24.2161,-1.4005,0.1572,0.1574,-0.2278,0.2769,-2.8741,2.1632,0.0988,-0.0898,0.1335,2.4891,1.4737
24.3160,-1.3833,0.1319,0.1572,-0.2465,0.2923,-2.8696,2.1616,0.0641,-0.0692,0.0944,2.5156,1.4865
24.4162,-1.3654,0.1110,0.1722,-0.2210,0.2802,-2.8589,2.1608,0.0619,-0.0889,0.1084,2.5361,1.4943
24.5160,-1.3516,0.0861,0.1370,-0.2350,0.2720,-2.8404,2.1594,0.0888,-0.1236,0.1522,2.5524,1.4905
24.6168,-1.3313,0.0616,0.1656,-0.2532,0.3026,-2.8328,2.1545,0.0373,-0.1080,0.1143,2.5758,1.5044
24.7162,-1.3226,0.0372,0.1151,-0.2531,0.2780,-2.8108,2.1484,0.0747,-0.1627,0.1791,2.5830,1.4923
24.8169,-1.3101,0.0100,0.1217,-0.2657,0.2922,-2.7967,2.1399,0.0546,-0.1662,0.1750,2.5973,1.4923
24.9166,-1.2955,-0.0155,0.1350,-0.2549,0.2884,-2.7807,2.1334,0.0910,-0.1838,0.2051,2.6121,1.4926
25.0181,-1.2864,-0.0395,0.1046,-0.2454,0.2668,-2.7706,2.1248,0.0459,-0.1547,0.1613,2.6243,1.4933
25.1171,-1.2711,-0.0664,0.0985,-0.2535,0.2720,-2.7491,2.1151,0.1015,-0.1983,0.2228,2.6351,1.4891
25.2172,-1.2615,-0.0947,0.0944,-0.2752,0.2909,-2.7333,2.1026,0.0697,-0.2031,0.2147,2.6447,1.4851
25.3178,-1.2362,-0.1526,0.0731,-0.2734,0.2830,-2.7151,2.0900,0.0725,-0.2138,0.2258,2.6863,1.4987
25.4177,-1.2266,-0.1810,0.0891,-0.2811,0.2949,-2.6982,2.0744,0.0644,-0.2286,0.2375,2.6931,1.4937
25.5173,-1.2179,-0.2092,0.0814,-0.2795,0.2911,-2.6774,2.0591,0.1014,-0.2466,0.2667,2.6973,1.4840
25.6169,-1.2047,-0.2361,0.0961,-0.2775,0.2936,-2.6593,2.0421,0.0843,-0.2473,0.2613,2.7030,1.4809
25.7178,-1.2059,-0.2647,0.0168,-0.2856,0.2861,-2.6412,2.0242,0.0850,-0.2585,0.2722,2.7017,1.4641
25.8179,-1.1982,-0.2945,0.0598,-0.2955,0.3015,-2.6233,2.0022,0.0700,-0.2798,0.2884,2.7029,1.4556
25.9177,-1.1921,-0.3227,0.0623,-0.2865,0.2932,-2.6020,1.9823,0.0895,-0.2849,0.2986,2.7020,1.4425
26.0179,-1.1879,-0.3527,0.0473,-0.2971,0.3009,-2.5862,1.9577,0.0625,-0.2957,0.3023,2.7007,1.4324
26.1179,-1.1803,-0.3809,0.0487,-0.2957,0.2997,-2.5627,1.9352,0.1185,-0.3032,0.3255,2.6973,1.4181
26.2181,-1.1812,-0.4110,0.0041,-0.3000,0.3000,-2.5442,1.9089,0.0946,-0.3162,0.3300,2.6907,1.4000
26.3175,-1.1805,-0.4376,0.0011,-0.2734,0.2734,-2.5226,1.8819,0.0844,-0.3219,0.3328,2.6798,1.3796
26.4187,-1.1813,-0.4697,-0.0069,-0.3080,0.3081,-2.5004,1.8552,0.1221,-0.3272,0.3492,2.6731,1.3586
26.5197,-1.1811,-0.4977,-0.0164,-0.2881,0.2885,-2.4768,1.8240,0.1556,-0.3592,0.3915,2.6588,1.3350
26.6191,-1.1787,-0.5275,-0.0079,-0.2946,0.2947,-2.4579,1.7918,0.1217,-0.3651,0.3849,2.6488,1.3185
26.7187,-1.1825,-0.5565,-0.0238,-0.2875,0.2885,-2.4322,1.7605,0.1613,-0.3751,0.4083,2.6326,1.2893
26.8194,-1.1898,-0.5870,-0.0609,-0.3005,0.3066,-2.4136,1.7214,0.1404,-0.4149,0.4380,2.6128,1.2621
26.9190,-1.1908,-0.6153,-0.0245,-0.2879,0.2889,-2.3933,1.6893,0.1455,-0.3845,0.4111,2.5994,1.2405
27.0193,-1.1950,-0.6436,-0.0380,-0.2852,0.2878,-2.3742,1.6494,0.1320,-0.4128,0.4333,2.5784,1.2151
27.1201,-1.1952,-0.6728,-0.0228,-0.2747,0.2757,-2.3522,1.6089,0.1606,-0.4294,0.4584,2.5583,1.1908
27.2203,-1.2070,-0.7046,-0.0974,-0.3059,0.3211,-2.2909,1.5547,0.1780,-0.4276,0.4632,2.5058,1.1144
27.3195,-1.2131,-0.7312,-0.0760,-0.2818,0.2919,-2.2712,1.5133,0.1773,-0.4355,0.4702,2.4814,1.0860
27.4200,-1.2229,-0.7604,-0.0999,-0.2891,0.3059,-2.2488,1.4673,0.1741,-0.4503,0.4828,2.4525,1.0508
27.5197,-1.2225,-0.7893,-0.0371,-0.2890,0.2914,-2.2260,1.4214,0.2062,-0.4634,0.5072,2.4279,1.0254
27.6209,-1.2360,-0.8177,-0.1026,-0.2840,0.3020,-2.2042,1.3750,0.2246,-0.4713,0.5221,2.3969,0.9872
27.7205,-1.2451,-0.8444,-0.0984,-0.2726,0.2899,-2.1877,1.3278,0.2039,-0.4736,0.5157,2.3679,0.9582
27.8199,-1.2593,-0.8710,-0.1174,-0.2620,0.2871,-2.1659,1.2775,0.2184,-0.4880,0.5347,2.3319,0.9187
27.9206,-1.2729,-0.8993,-0.1288,-0.2758,0.3044,-2.1423,1.2292,0.2570,-0.4740,0.5392,2.2992,0.8789
28.0228,-1.2848,-0.9270,-0.1369,-0.2850,0.3162,-2.1223,1.1782,0.2564,-0.4945,0.5570,2.2657,0.8441
28.1241,-1.2945,-0.9523,-0.1308,-0.2562,0.2876,-2.0976,1.1314,0.2867,-0.4576,0.5400,2.2331,0.8075
28.2244,-1.3115,-0.9759,-0.1356,-0.2326,0.2692,-2.0865,1.0705,0.3095,-0.4521,0.5479,2.1882,0.7764
28.3241,-1.3280,-1.0010,-0.1540,-0.2444,0.2889,-2.0695,1.0191,0.2642,-0.4714,0.5404,2.1518,0.7417
28.4240,-1.3430,-1.0271,-0.1590,-0.2517,0.2977,-2.0415,0.9711,0.2996,-0.4593,0.5484,2.1167,0.6985
28.5245,-1.3622,-1.0710,-0.1795,-0.2439,0.3029,-2.0085,0.9231,0.3551,-0.4423,0.5672,2.0962,0.6463
28.6249,-1.3785,-1.0953,-0.2035,-0.2359,0.3115,-1.9839,0.8805,0.3306,-0.4154,0.5309,2.0665,0.6059
28.7248,-1.3920,-1.1185,-0.1617,-0.2325,0.2832,-1.9559,0.8371,0.3280,-0.4045,0.5208,2.0353,0.5656
28.8242,-1.4163,-1.1372,-0.2020,-0.2089,0.2906,-1.9252,0.7919,0.3369,-0.4115,0.5318,1.9950,0.5138
28.9249,-1.4314,-1.1580,-0.1683,-0.2094,0.2686,-1.8925,0.7536,0.3473,-0.3773,0.5128,1.9664,0.4695
29.0251,-1.4549,-1.1810,-0.2103,-0.2122,0.2988,-1.8584,0.7113,0.3466,-0.3911,0.5226,1.9348,0.4176
29.1254,-1.4696,-1.2008,-0.1854,-0.1878,0.2639,-1.8217,0.6684,0.3602,-0.4072,0.5437,1.9021,0.3756
29.2255,-1.4920,-1.2216,-0.2005,-0.2045,0.2864,-1.7882,0.6330,0.3362,-0.3777,0.5057,1.8781,0.3300
29.3255,-1.5132,-1.2397,-0.2070,-0.1906,0.2814,-1.7508,0.5954,0.3481,-0.3792,0.5148,1.8504,0.2892
29.4250,-1.5366,-1.2590,-0.2171,-0.1915,0.2895,-1.7185,0.5605,0.3255,-0.3654,0.4894,1.8285,0.2563
29.5254,-1.5606,-1.2783,-0.2316,-0.1922,0.3010,-1.6783,0.5242,0.3525,-0.3757,0.5152,1.8063,0.2300
29.6256,-1.5820,-1.2954,-0.2396,-0.1621,0.2893,-1.6493,0.4898,0.2906,-0.3724,0.4724,1.7865,0.2251
29.7253,-1.6050,-1.3121,-0.2331,-0.1654,0.2858,-1.6231,0.4604,0.2479,-0.3316,0.4141,1.7726,0.2283
29.8259,-1.6309,-1.3259,-0.2590,-0.1631,0.3061,-1.5858,0.4254,0.2868,-0.3585,0.4591,1.7519,0.2528
29.9266,-1.6535,-1.3413,-0.2378,-0.1577,0.2854,-1.5512,0.3964,0.3007,-0.3340,0.4494,1.7407,0.2816
30.0266,-1.6787,-1.3573,-0.2534,-0.1623,0.3009,-1.5423,0.3563,0.2720,-0.3253,0.4240,1.7190,0.3172
30.1268,-1.7007,-1.3718,-0.2429,-0.1297,0.2754,-1.5139,0.3252,0.2516,-0.3317,0.4163,1.7072,0.3560
30.2263,-1.7281,-1.3840,-0.2629,-0.1301,0.2933,-1.4800,0.2956,0.2785,-0.3353,0.4359,1.6978,0.4053
30.3268,-1.7540,-1.3935,-0.2601,-0.1065,0.2811,-1.4493,0.2676,0.2733,-0.3137,0.4161,1.6888,0.4557
30.4262,-1.7817,-1.4044,-0.2626,-0.1069,0.2836,-1.4244,0.2374,0.2321,-0.3169,0.3928,1.6803,0.5059
30.5271,-1.8069,-1.4166,-0.2555,-0.1168,0.2809,-1.3990,0.2139,0.2289,-0.2708,0.3546,1.6807,0.5504
30.6264,-1.8360,-1.4273,-0.2784,-0.0980,0.2951,-1.3777,0.1838,0.2038,-0.2963,0.3597,1.6751,0.6010
30.7274,-1.8655,-1.4343,-0.2893,-0.0788,0.2998,-1.3548,0.1585,0.2089,-0.2709,0.3421,1.6727,0.6532
30.8267,-1.8922,-1.4399,-0.2727,-0.0705,0.2816,-1.3292,0.1309,0.2308,-0.2732,0.3577,1.6686,0.7080
30.9272,-1.9222,-1.4471,-0.2916,-0.0723,0.3004,-1.3118,0.1065,0.1851,-0.2513,0.3121,1.6692,0.7562
31.0271,-1.9529,-1.4549,-0.2998,-0.0789,0.3100,-1.2922,0.0803,0.1815,-0.2510,0.3097,1.6714,0.8078
31.1280,-1.9782,-1.4603,-0.2722,-0.0373,0.2747,-1.2706,0.0575,0.2016,-0.2288,0.3050,1.6746,0.8563
31.2279,-2.0095,-1.4637,-0.2894,-0.0440,0.2927,-1.2525,0.0328,0.1955,-0.2303,0.3021,1.6771,0.9092
31.3276,-2.0406,-1.4636,-0.3038,-0.0128,0.3040,-1.2340,0.0085,0.1904,-0.2297,0.2984,1.6786,0.9640
31.4275,-2.0727,-1.4661,-0.3211,-0.0170,0.3216,-1.2139,-0.0184,0.1992,-0.2469,0.3173,1.6832,1.0211
31.5281,-2.1042,-1.4713,-0.3172,-0.0419,0.3199,-1.2020,-0.0396,0.1485,-0.2125,0.2593,1.6923,1.0662
31.6278,-2.1501,-1.4833,-0.2810,-0.0061,0.2811,-1.1830,-0.0554,0.1835,-0.1800,0.2571,1.7246,1.1236
31.7251,-2.1839,-1.4796,-0.3205,0.0260,0.3215,-1.1728,-0.0813,0.1326,-0.2022,0.2418,1.7256,1.1766
31.8250,-2.2130,-1.4795,-0.2951,-0.0009,0.2951,-1.1567,-0.1024,0.1571,-0.1977,0.2525,1.7355,1.2263
31.9242,-2.2443,-1.4779,-0.3074,0.0114,0.3076,-1.1443,-0.1196,0.1379,-0.1708,0.2195,1.7479,1.2735
32.0251,-2.2759,-1.4756,-0.3220,0.0150,0.3224,-1.1325,-0.1371,0.1309,-0.1716,0.2158,1.7604,1.3209
32.1254,-2.3028,-1.4746,-0.2823,0.0338,0.2844,-1.1173,-0.1544,0.1472,-0.1629,0.2195,1.7744,1.3667
32.2247,-2.3367,-1.4678,-0.3042,0.0617,0.3104,-1.1065,-0.1685,0.1295,-0.1499,0.1981,1.7892,1.4158
32.3243,-2.3670,-1.4615,-0.3030,0.0625,0.3094,-1.0991,-0.1897,0.0930,-0.1774,0.2003,1.7959,1.4622
32.4249,-2.3950,-1.4559,-0.2854,0.0599,0.2916,-1.0875,-0.2009,0.1118,-0.1438,0.1822,1.8124,1.4334
32.5248,-2.4247,-1.4515,-0.2928,0.0491,0.2969,-1.0812,-0.2227,0.0924,-0.1834,0.2053,1.8207,1.3931
32.6249,-2.4604,-1.4443,-0.3269,0.0859,0.3380,-1.0688,-0.2375,0.1223,-0.1757,0.2140,1.8420,1.3515
32.7249,-2.4889,-1.4322,-0.2973,0.1127,0.3179,-1.0514,-0.2557,0.1591,-0.1850,0.2440,1.8576,1.3041
32.8252,-2.5170,-1.4240,-0.3027,0.0985,0.3183,-1.0404,-0.2707,0.1374,-0.1794,0.2260,1.8736,1.2665
32.9258,-2.5432,-1.4124,-0.2726,0.1108,0.2942,-1.0250,-0.2908,0.1586,-0.1853,0.2439,1.8876,1.2207
33.0264,-2.5719,-1.4075,-0.2877,0.0769,0.2978,-1.0063,-0.3102,0.1764,-0.2071,0.2721,1.9118,1.1802
33.1256,-2.6008,-1.3935,-0.2696,0.1311,0.2998,-0.9875,-0.3333,0.1739,-0.2313,0.2894,1.9305,1.1285
33.2262,-2.6251,-1.3791,-0.2573,0.1412,0.2935,-0.9815,-0.3677,0.1562,-0.2552,0.2992,1.9298,1.0723
33.3259,-2.6558,-1.3640,-0.2839,0.1487,0.3205,-0.9643,-0.3921,0.1375,-0.2661,0.2995,1.9508,1.0197
33.4265,-2.6786,-1.3523,-0.2530,0.1319,0.2853,-0.9470,-0.4092,0.1487,-0.2246,0.2694,1.9718,0.9805
33.5256,-2.7045,-1.3367,-0.2461,0.1408,0.2835,-0.9335,-0.4369,0.1287,-0.2617,0.2916,1.9865,0.9285
33.6261,-2.7375,-1.3233,-0.2831,0.1585,0.3244,-0.9163,-0.4569,0.1408,-0.2395,0.2778,2.0168,0.8847
33.7263,-2.7565,-1.3032,-0.2276,0.1892,0.2960,-0.9001,-0.4852,0.1381,-0.2681,0.3016,2.0286,0.8305
33.8267,-2.7825,-1.2848,-0.2466,0.1849,0.3082,-0.8856,-0.5136,0.1264,-0.2897,0.3161,2.0476,0.7780
33.9268,-2.8047,-1.2681,-0.2134,0.1735,0.2750,-0.8762,-0.5428,0.0955,-0.3059,0.3205,2.0604,0.7288
34.0270,-2.8328,-1.2510,-0.2546,0.1719,0.3072,-0.8646,-0.5750,0.0910,-0.3242,0.3367,2.0811,0.6768
34.1266,-2.8540,-1.2329,-0.2178,0.1985,0.2947,-0.8517,-0.6068,0.0971,-0.3313,0.3452,2.0979,0.6261
34.2271,-2.8751,-1.2095,-0.2147,0.2206,0.3078,-0.8393,-0.6388,0.1020,-0.3307,0.3461,2.1143,0.5718
34.3269,-2.8999,-1.1899,-0.2330,0.2050,0.3103,-0.8330,-0.6718,0.0867,-0.3380,0.3489,2.1309,0.5224
34.4268,-2.9231,-1.1668,-0.2316,0.2216,0.3205,-0.8272,-0.7060,0.0620,-0.3484,0.3538,2.1460,0.4706
34.5266,-2.9424,-1.1471,-0.2131,0.2148,0.3026,-0.8197,-0.7422,0.0555,-0.3627,0.3669,2.1609,0.4231
34.6269,-2.9603,-1.1265,-0.1721,0.2264,0.2843,-0.8113,-0.7751,0.0698,-0.3387,0.3458,2.1775,0.3817
34.7289,-2.9805,-1.1025,-0.1778,0.2348,0.2945,-0.8112,-0.8097,0.0261,-0.3283,0.3293,2.1890,0.3383
34.8281,-2.9821,-1.0809,-0.2014,0.2230,0.3005,-0.8063,-0.8433,0.0409,-0.3264,0.3289,2.1887,0.2955
34.9272,-2.9969,-1.0533,-0.1823,0.2512,0.3103,-0.8013,-0.8734,0.0531,-0.3149,0.3194,2.2029,0.2657
35.0281,-3.0147,-1.0305,-0.1794,0.2372,0.2974,-0.8013,-0.9032,0.0219,-0.3018,0.3026,2.2171,0.2485
35.1308,-3.0316,-1.0075,-0.1593,0.2472,0.2940,-0.8024,-0.9339,0.0117,-0.3072,0.3074,2.2303,0.2406
35.2312,-3.0460,-0.9808,-0.1488,0.2588,0.2986,-0.8029,-0.9636,0.0048,-0.2983,0.2983,2.2432,0.2438
35.3313,-3.0595,-0.9550,-0.1361,0.2531,0.2873,-0.7995,-0.9931,0.0232,-0.2939,0.2948,2.2603,0.2628
35.4317,-3.0742,-0.9323,-0.1437,0.2365,0.2768,-0.8010,-1.0192,-0.0000,-0.2692,0.2692,2.2748,0.2866
35.5315,-3.0883,-0.9029,-0.1472,0.2615,0.3001,-0.8012,-1.0474,0.0074,-0.2724,0.2725,2.2917,0.3214
35.6322,-3.0996,-0.8789,-0.1047,0.2562,0.2768,-0.8071,-1.0742,-0.0335,-0.2676,0.2697,2.3008,0.3517
35.7325,-3.1091,-0.8492,-0.0940,0.2826,0.2978,-0.8151,-1.0997,-0.0783,-0.2461,0.2582,2.3077,0.3863
35.8332,-3.1178,-0.8183,-0.0892,0.2999,0.3128,-0.8170,-1.1263,-0.0427,-0.2553,0.2588,2.3213,0.4305
35.9336,-3.1289,-0.7953,-0.1047,0.2591,0.2794,-0.8223,-1.1516,-0.0685,-0.2493,0.2586,2.3340,0.4701
36.0325,-3.1373,-0.7657,-0.0926,0.2822,0.2970,-0.8315,-1.1770,-0.0882,-0.2493,0.2645,2.3422,0.5125
36.1325,-3.1455,-0.7395,-0.0709,0.2795,0.2884,-0.8329,-1.2018,-0.0605,-0.2479,0.2552,2.3584,0.5581
36.2325,-3.1513,-0.7093,-0.0619,0.2932,0.2997,-0.8363,-1.2225,-0.0531,-0.2167,0.2231,2.3712,0.6022
36.3331,-3.1545,-0.6798,-0.0521,0.2945,0.2991,-0.8691,-1.2420,-0.1047,-0.1843,0.2120,2.3535,0.6305
36.4327,-3.1593,-0.6558,-0.0492,0.2584,0.2630,-0.8746,-1.2646,-0.0813,-0.2073,0.2227,2.3644,0.6721
36.5331,-3.1658,-0.6231,-0.0696,0.2967,0.3047,-0.8888,-1.2831,-0.1331,-0.1888,0.2310,2.3707,0.7157
36.6338,-3.1688,-0.5969,-0.0224,0.2755,0.2764,-0.8989,-1.3012,-0.1204,-0.1775,0.2145,2.3767,0.7542
36.7333,-3.1664,-0.5673,0.0054,0.2764,0.2764,-0.9086,-1.3190,-0.1104,-0.1694,0.2022,2.3796,0.7946
36.8334,-3.1694,-0.5366,-0.0185,0.2967,0.2972,-0.9227,-1.3369,-0.1406,-0.1678,0.2189,2.3850,0.8375
36.9332,-3.1700,-0.5062,-0.0256,0.3090,0.3101,-0.9372,-1.3509,-0.1662,-0.1603,0.2309,2.3873,0.8762
37.0335,-3.1679,-0.4776,0.0058,0.2939,0.2940,-0.9549,-1.3696,-0.1800,-0.1383,0.2270,2.3860,0.9171
37.1338,-3.1694,-0.4476,0.0106,0.3021,0.3023,-0.9654,-1.3871,-0.1632,-0.1667,0.2333,2.3959,0.9614
37.2342,-3.1633,-0.4183,0.0449,0.2970,0.3003,-0.9848,-1.4012,-0.1858,-0.1368,0.2307,2.3899,0.9990
37.3337,-3.1592,-0.3879,0.0517,0.3009,0.3054,-0.9989,-1.4114,-0.1808,-0.1213,0.2177,2.3905,1.0360
37.4343,-3.1596,-0.3616,0.0133,0.2745,0.2748,-1.0222,-1.4273,-0.2077,-0.1229,0.2413,2.3883,1.0745
37.5338,-3.1551,-0.3289,0.0249,0.3027,0.3038,-1.0349,-1.4359,-0.1801,-0.1058,0.2088,2.3918,1.1135
37.6339,-3.1472,-0.2987,0.0841,0.2990,0.3105,-1.0607,-1.4500,-0.2117,-0.1104,0.2388,2.3832,1.1546
37.7339,-3.1377,-0.2704,0.1079,0.2926,0.3119,-1.0706,-1.4581,-0.1597,-0.0968,0.1868,2.3840,1.1896
37.8348,-3.1325,-0.2439,0.0697,0.2746,0.2833,-1.0944,-1.4699,-0.1888,-0.0929,0.2104,2.3784,1.2266
37.9348,-3.1267,-0.1969,0.0676,0.2931,0.3008,-1.1063,-1.4747,-0.1583,-0.0699,0.1730,2.3905,1.2779
38.0353,-3.1179,-0.1639,0.0762,0.3044,0.3138,-1.1283,-1.4840,-0.1940,-0.0682,0.2056,2.3877,1.3201
38.1346,-3.1062,-0.1432,0.1295,0.2597,0.2902,-1.1374,-1.4912,-0.1430,-0.0724,0.1603,2.3860,1.3483
38.2349,-3.0961,-0.1111,0.1102,0.2719,0.2934,-1.1508,-1.4971,-0.1194,-0.0524,0.1304,2.3886,1.3871
38.3350,-3.0844,-0.0865,0.1193,0.2719,0.2969,-1.1660,-1.5005,-0.1446,-0.0437,0.1511,2.3832,1.4164
38.4361,-3.0713,-0.0583,0.1263,0.2719,0.2998,-1.1746,-1.5058,-0.1048,-0.0404,0.1123,2.3860,1.4512
38.5350,-3.0611,-0.0318,0.1183,0.2833,0.3070,-1.1802,-1.5085,-0.0799,-0.0308,0.0857,2.3913,1.4814
38.6354,-3.0515,-0.0050,0.1091,0.2509,0.2736,-1.2005,-1.5135,-0.1441,-0.0467,0.1515,2.3878,1.5158
38.7353,-3.0335,0.0181,0.1544,0.2517,0.2953,-1.2111,-1.5115,-0.1248,-0.0063,0.1250,2.3793,1.5398
38.8357,-3.0185,0.0446,0.1334,0.2531,0.2861,-1.2218,-1.5154,-0.1028,-0.0196,0.1047,2.3795,1.5732
38.9363,-3.0034,0.0665,0.1487,0.2436,0.2854,-1.2310,-1.5142,-0.0972,0.0006,0.0972,2.3750,1.5971
39.0363,-2.9872,0.0935,0.1354,0.2493,0.2837,-1.2370,-1.5127,-0.0739,0.0113,0.0747,2.3755,1.6254
39.1365,-2.9676,0.1154,0.1967,0.2242,0.2982,-1.2421,-1.5111,-0.0593,0.0176,0.0618,2.3713,1.6496
39.2361,-2.9487,0.1398,0.1820,0.2404,0.3016,-1.2479,-1.5098,-0.0539,0.0208,0.0578,2.3694,1.6765
39.3356,-2.9284,0.1596,0.2003,0.2231,0.2998,-1.2484,-1.5073,-0.0238,0.0286,0.0372,2.3667,1.6973
39.4364,-2.9087,0.1815,0.1900,0.2111,0.2840,-1.2561,-1.5045,-0.0301,0.0249,0.0390,2.3608,1.6821
39.5362,-2.8864,0.2066,0.2140,0.2404,0.3219,-1.2603,-1.4987,-0.0380,0.0457,0.0594,2.3564,1.6526
39.6369,-2.8639,0.2265,0.2549,0.2010,0.3246,-1.2660,-1.4949,-0.0422,0.0456,0.0622,2.3487,1.6220
39.7349,-2.8447,0.2421,0.2213,0.1781,0.2840,-1.2729,-1.4933,-0.0630,0.0245,0.0676,2.3414,1.5940
39.8338,-2.8225,0.2648,0.2100,0.2045,0.2932,-1.2791,-1.4921,-0.0517,0.0095,0.0526,2.3385,1.5624
39.9329,-2.7960,0.2782,0.2469,0.1660,0.2975,-1.2842,-1.4929,-0.0558,-0.0062,0.0561,2.3286,1.5290
40.0331,-2.7776,0.3009,0.2154,0.1987,0.2930,-1.2896,-1.4947,-0.0504,-0.0170,0.0532,2.3320,1.5019
40.1330,-2.7557,0.3182,0.2325,0.1656,0.2855,-1.3156,-1.4944,-0.1778,-0.0039,0.1778,2.3150,1.4523
40.2331,-2.7277,0.3312,0.2484,0.1440,0.2871,-1.3158,-1.4957,-0.0863,-0.0147,0.0875,2.3090,1.4225
40.3337,-2.6979,0.3476,0.2791,0.1568,0.3202,-1.3301,-1.4986,-0.1241,-0.0220,0.1261,2.2977,1.3764
