time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0000,-1.4578,0.3187,0.3201,-0.3443,0.4701,2.1661,0.4419,-0.2019,0.5384,0.5750,3.6260
0.1001,-1.4191,0.2855,0.3721,-0.3355,0.5010,2.1092,0.4277,-0.2192,0.5272,0.5709,3.5312
0.2003,-1.3878,0.2478,0.3386,-0.3675,0.4997,2.0553,0.4273,-0.2019,0.5088,0.5474,3.4478
0.2998,-1.3522,0.2130,0.3519,-0.3536,0.4988,2.0008,0.4178,-0.2935,0.4670,0.5516,3.3592
0.4004,-1.3167,0.1770,0.3148,-0.3780,0.4919,1.9449,0.3999,-0.3422,0.4601,0.5734,3.2693
0.5014,-1.2953,0.1328,0.2264,-0.4345,0.4900,1.8900,0.3857,-0.3466,0.4508,0.5686,3.1952
0.6015,-1.2667,0.0882,0.2809,-0.4449,0.5262,1.8336,0.3720,-0.3585,0.4715,0.5923,3.1133
0.7020,-1.2416,0.0427,0.2562,-0.4538,0.5211,1.7798,0.3586,-0.3511,0.4372,0.5607,3.0378
0.8015,-1.2180,0.0014,0.2353,-0.4186,0.4801,1.7250,0.3375,-0.4413,0.3510,0.5638,2.9621
0.9023,-1.1917,-0.0449,0.2146,-0.4760,0.5221,1.6753,0.3136,-0.4402,0.3343,0.5528,2.8893
1.0017,-1.1795,-0.0923,0.1553,-0.4801,0.5046,1.6258,0.2921,-0.4241,0.3422,0.5449,2.8315
1.1015,-1.1643,-0.1410,0.1498,-0.4870,0.5095,1.5721,0.2692,-0.4561,0.3533,0.5769,2.7670
1.2012,-1.1474,-0.1861,0.1723,-0.4460,0.4781,1.5221,0.2501,-0.4426,0.3554,0.5676,2.7048
1.3012,-1.1362,-0.2357,0.1196,-0.4876,0.5020,1.4868,0.2079,-0.5482,0.0713,0.5528,2.6602
1.4028,-1.1222,-0.2824,0.0685,-0.4660,0.4710,1.4571,0.1581,-0.5721,0.0287,0.5728,2.6167
1.5020,-1.1067,-0.3319,0.0490,-0.4908,0.4932,1.4273,0.1127,-0.5475,-0.0014,0.5475,2.5727
1.6023,-1.1046,-0.3791,0.0420,-0.4722,0.4741,1.3926,0.0669,-0.5594,0.0065,0.5595,2.5367
1.7024,-1.1012,-0.4286,0.0336,-0.4911,0.4923,1.3585,0.0249,-0.5442,0.0223,0.5446,2.5011
1.8029,-1.0986,-0.4771,0.0248,-0.4850,0.4856,1.3469,-0.0346,-0.5208,-0.3257,0.6143,2.4852
1.9025,-1.0953,-0.5288,-0.0168,-0.5105,0.5108,1.3380,-0.0944,-0.5205,-0.3101,0.6059,2.4718
2.0026,-1.1063,-0.5748,-0.0895,-0.4784,0.4867,1.3251,-0.1543,-0.5434,-0.3098,0.6255,2.4674
2.1031,-1.1194,-0.6237,-0.1277,-0.4867,0.5032,1.3141,-0.2127,-0.5165,-0.3036,0.5991,2.4679
2.2035,-1.1266,-0.6699,-0.1012,-0.4719,0.4827,1.2972,-0.2720,-0.5419,-0.2813,0.6106,2.4563
2.3029,-1.1359,-0.7171,-0.0945,-0.4716,0.4810,1.2945,-0.3339,-0.4936,-0.4097,0.6415,2.4603
2.4031,-1.1469,-0.7665,-0.1551,-0.4709,0.4958,1.2905,-0.3981,-0.4904,-0.4157,0.6429,2.4651
2.5031,-1.1694,-0.8102,-0.2132,-0.4429,0.4916,1.2831,-0.4646,-0.5174,-0.4292,0.6722,2.4767
2.6033,-1.1924,-0.8536,-0.2253,-0.4379,0.4925,1.2817,-0.5262,-0.4631,-0.4335,0.6343,2.4957
2.7030,-1.2141,-0.8985,-0.2383,-0.4393,0.4998,1.2714,-0.5885,-0.4698,-0.4199,0.6302,2.5047
2.8032,-1.2337,-0.9412,-0.2095,-0.4308,0.4790,1.2651,-0.6533,-0.4677,-0.4560,0.6532,2.5153
2.9032,-1.2580,-0.9858,-0.2604,-0.4141,0.4892,1.2595,-0.7221,-0.4989,-0.4608,0.6792,2.5313
3.0038,-1.2889,-1.0234,-0.3041,-0.3792,0.4861,1.2575,-0.7854,-0.4440,-0.4717,0.6477,2.5576
3.1038,-1.3254,-1.0597,-0.3392,-0.3720,0.5034,1.2475,-0.8546,-0.4879,-0.4846,0.6877,2.5810
3.2039,-1.3545,-1.0998,-0.3053,-0.3928,0.4975,1.2390,-0.9188,-0.4662,-0.4678,0.6605,2.5998
3.3045,-1.3861,-1.1345,-0.2990,-0.3732,0.4782,1.2328,-0.9735,-0.4640,-0.4657,0.6574,2.6238
3.4050,-1.4203,-1.1688,-0.3636,-0.3166,0.4822,1.2147,-1.0410,-0.5149,-0.4539,0.6864,2.6381
3.5046,-1.4816,-1.2163,-0.3895,-0.2783,0.4787,1.2043,-1.1043,-0.4707,-0.4690,0.6645,2.6882
3.6048,-1.5253,-1.2460,-0.4217,-0.2924,0.5132,1.1896,-1.1680,-0.4700,-0.4585,0.6566,2.7160
3.7044,-1.5636,-1.2749,-0.4021,-0.3024,0.5031,1.1711,-1.2302,-0.4803,-0.4441,0.6541,2.7351
