time_s,leader_x_m,leader_y_m,follower_x_m,follower_y_m,distance_m
0.0000,-2.8357,-0.4450,2.7052,-0.1656,5.5479
0.0026,-2.8357,-0.4450,2.6420,-0.2056,5.4829
0.0038,-2.8357,-0.4450,2.5903,-0.2216,5.4305
0.0045,-2.8735,-0.4032,2.5286,-0.2516,5.4042
0.0053,-2.9064,-0.3785,2.4716,-0.2636,5.3792
0.0062,-2.9347,-0.3258,2.3995,-0.2779,5.3344
0.0070,-2.9615,-0.2367,2.3343,-0.2793,5.2959
0.0078,-2.9819,-0.1774,2.2670,-0.2763,5.2498
0.0087,-3.0011,-0.1462,2.2082,-0.2671,5.2107
0.0093,-3.0113,-0.0823,2.1458,-0.2490,5.1598
0.0098,-3.0159,-0.0500,2.0902,-0.2370,5.1095
0.1036,-3.0150,0.0481,2.0337,-0.2102,5.0553
0.2048,-3.0072,0.1121,1.9792,-0.1954,4.9958
0.3041,-2.9947,0.1439,1.9248,-0.1611,4.9289
0.4021,-2.9738,0.2082,1.8720,-0.1423,4.8585
0.5031,-2.9518,0.2378,1.8178,-0.1067,4.7820
0.6039,-2.9243,0.2980,1.7696,-0.0864,4.7096
0.7054,-2.8945,0.3256,1.7190,-0.0457,4.6284
0.8057,-2.8598,0.3772,1.6675,-0.0270,4.5454
0.9065,-2.8201,0.4008,1.6054,0.0252,4.4414
1.0059,-2.7800,0.4421,1.5540,0.0455,4.3521
1.1051,-2.7374,0.4585,1.5039,0.0879,4.2575
1.2067,-2.6877,0.4885,1.4522,0.1097,4.1572
1.3062,-2.6402,0.4993,1.4002,0.1501,4.0555
1.4089,-2.5936,0.5160,1.3447,0.1908,3.9518
1.5056,-2.5429,0.5205,1.2916,0.2099,3.8470
1.6072,-2.4938,0.5234,1.2370,0.2277,3.7425
1.7070,-2.4427,0.5204,1.1840,0.2628,3.6359
1.8087,-2.3966,0.5095,1.1275,0.2795,3.5316
1.9071,-2.3452,0.5000,1.0841,0.2955,3.4353
2.0088,-2.2973,0.4771,1.0122,0.3387,3.3124
2.1086,-2.2562,0.4622,0.9547,0.3496,3.2129
2.2079,-2.2157,0.4280,0.8918,0.3666,3.1081
2.3097,-2.1780,0.4062,0.8275,0.3635,3.0059
2.4096,-2.1423,0.3841,0.7617,0.3793,2.9039
2.5120,-2.1124,0.2836,0.7032,0.3786,2.8173
2.6103,-2.0835,0.2558,0.6422,0.3698,2.7281
2.7116,-2.0594,0.1975,0.5821,0.3666,2.6469
2.8110,-2.0416,0.1671,0.5228,0.3414,2.5702
2.9105,-2.0281,0.1048,0.4632,0.3280,2.5013
3.0106,-2.0193,0.0714,0.4067,0.3028,2.4370
3.1106,-2.0151,0.0079,0.3493,0.2878,2.3809
3.2136,-2.0189,-0.0240,0.2947,0.2567,2.3306
3.3122,-2.0246,-0.0897,0.2453,0.2399,2.2937
3.4120,-2.0358,-0.1224,0.1936,0.2044,2.2533
3.5113,-2.0489,-0.1848,0.1401,0.1845,2.2199
3.6128,-2.0762,-0.2171,0.0965,0.1437,2.2024
3.7122,-2.0992,-0.2800,0.0467,0.1238,2.1836
3.8130,-2.1313,-0.3066,-0.0034,0.1011,2.1666
3.9130,-2.1643,-0.3626,-0.0471,0.0570,2.1584
4.0155,-2.1996,-0.3857,-0.0947,0.0335,2.1462
4.1151,-2.2420,-0.4289,-0.1698,-0.0325,2.1098
4.2163,-2.2834,-0.4461,-0.2215,-0.0546,2.0987
4.3161,-2.3306,-0.4793,-0.2655,-0.0976,2.1001
4.4157,-2.3768,-0.4903,-0.3192,-0.1190,2.0908
4.5165,-2.4272,-0.4973,-0.3636,-0.1619,2.0907
4.6160,-2.4782,-0.5026,-0.4155,-0.1819,2.0875
4.7155,-2.5276,-0.5082,-0.4679,-0.2204,2.0797
4.8161,-2.5714,-0.5051,-0.5180,-0.2394,2.0705
4.9157,-2.6263,-0.4959,-0.5706,-0.2753,2.0674
5.0153,-2.6725,-0.4874,-0.6287,-0.2907,2.0532
5.1167,-2.7162,-0.4666,-0.6892,-0.3205,2.0323
5.2160,-2.7622,-0.4510,-0.7462,-0.3322,2.0195
5.3172,-2.8036,-0.4183,-0.8111,-0.3556,1.9935
5.4164,-2.8425,-0.3949,-0.8719,-0.3624,1.9709
5.5179,-2.8772,-0.3504,-0.9404,-0.3756,1.9370
5.6166,-2.9068,-0.3223,-1.0094,-0.3764,1.8982
5.7173,-2.9326,-0.2676,-1.0964,-0.3377,1.8375
5.8163,-2.9545,-0.2385,-1.1662,-0.3350,1.7909
5.9174,-2.9730,-0.1778,-1.2304,-0.3292,1.7492
6.0184,-2.9885,-0.1436,-1.2928,-0.3217,1.7050
6.1170,-2.9931,-0.0798,-1.3559,-0.3031,1.6524
6.2188,-2.9953,-0.0468,-1.4143,-0.2916,1.5999
6.3185,-2.9944,0.0171,-1.4666,-0.2647,1.5536
6.4197,-2.9859,0.0500,-1.5280,-0.2474,1.4879
6.5245,-2.9780,0.1322,-1.5659,-0.1786,1.4459
6.6203,-2.9556,0.1970,-1.6084,-0.1561,1.3927
6.7202,-2.9377,0.2269,-1.6564,-0.1049,1.3236
6.8192,-2.9096,0.2890,-1.6933,-0.0707,1.2684
6.9207,-2.8778,0.3178,-1.7304,0.0021,1.1900
7.0208,-2.8493,0.3716,-1.7509,0.0420,1.1468
7.1195,-2.8125,0.3942,-1.7516,0.1222,1.0952
7.2202,-2.7699,0.4394,-1.7452,0.1614,1.0617
