time_s,leader_x_m,leader_y_m,follower_x_m,follower_y_m,distance_m
7.3218,-2.7296,0.4578,-1.7319,0.2417,1.0208
7.4212,-2.6793,0.4905,-1.7109,0.2816,0.9906
7.5203,-2.6337,0.5024,-1.6766,0.3623,0.9673
7.6208,-2.5855,0.5241,-1.6381,0.3983,0.9557
7.7217,-2.5313,0.5298,-1.5977,0.4645,0.9359
7.8232,-2.4826,0.5378,-1.5516,0.4919,0.9321
7.9218,-2.4314,0.5366,-1.4925,0.5354,0.9389
8.0228,-2.3873,0.5311,-1.4338,0.5482,0.9537
8.1247,-2.3367,0.5225,-1.3647,0.5575,0.9726
8.2256,-2.2914,0.5039,-1.2916,0.5407,1.0004
8.3260,-2.2447,0.4906,-1.2457,0.5293,0.9997
8.4272,-2.2158,0.4167,-1.2091,0.5020,1.0103
8.5260,-2.1782,0.3960,-1.1684,0.4787,1.0132
8.6250,-2.1430,0.3549,-1.1323,0.4247,1.0132
8.7281,-2.1096,0.3299,-1.1002,0.3917,1.0113
8.8277,-2.0838,0.2784,-1.0745,0.3263,1.0104
8.9276,-2.0576,0.2488,-1.0519,0.2976,1.0069
9.0297,-2.0396,0.1883,-1.0311,0.2413,1.0099
9.1313,-2.0220,0.1582,-1.0089,0.2167,1.0148
9.2303,-2.0154,0.0950,-0.9986,0.1668,1.0193
9.3314,-2.0078,0.0624,-0.9934,0.1384,1.0172
9.4306,-2.0096,-0.0020,-0.9947,0.0837,1.0185
9.5322,-2.0087,-0.0338,-0.9924,0.0509,1.0198
9.6332,-2.0250,-0.0997,-1.0048,-0.0171,1.0236
9.7338,-2.0390,-0.1301,-1.0177,-0.0537,1.0242
9.8348,-2.0587,-0.1954,-1.0441,-0.1253,1.0170
9.9335,-2.0783,-0.2246,-1.0739,-0.1604,1.0064
10.0337,-2.1071,-0.2835,-1.0988,-0.2263,1.0099
10.1338,-2.1398,-0.3113,-1.1165,-0.2545,1.0249
10.2353,-2.1722,-0.3350,-1.1560,-0.3593,1.0165
10.3362,-2.2183,-0.3838,-1.2059,-0.3737,1.0125
10.4396,-2.2394,-0.4142,-1.2538,-0.3948,0.9858
10.5363,-2.2938,-0.4504,-1.2901,-0.4029,1.0049
10.6376,-2.3336,-0.4640,-1.3165,-0.4141,1.0183
10.7369,-2.3869,-0.4870,-1.3672,-0.4274,1.0214
10.8369,-2.4300,-0.4957,-1.4256,-0.4543,1.0053
10.9361,-2.4826,-0.5079,-1.4759,-0.4719,1.0074
11.0361,-2.5272,-0.5089,-1.5259,-0.5001,1.0013
11.1387,-2.5822,-0.5069,-1.5725,-0.5112,1.0098
11.2377,-2.6279,-0.5026,-1.6249,-0.5234,1.0033
11.3393,-2.6770,-0.4895,-1.6775,-0.5174,0.9999
11.4369,-2.7205,-0.4769,-1.7195,-0.5021,1.0013
11.5380,-2.7651,-0.4504,-1.7664,-0.4879,0.9994
11.6398,-2.8074,-0.4315,-1.8121,-0.4569,0.9957
11.7402,-2.8473,-0.3930,-1.8422,-0.4401,1.0061
11.8404,-2.8772,-0.3702,-1.8894,-0.4073,0.9885
11.9391,-2.9122,-0.3197,-1.9339,-0.3870,0.9806
12.0407,-2.9312,-0.2914,-1.9614,-0.3674,0.9728
12.1412,-2.9571,-0.2349,-1.9697,-0.3187,0.9909
12.2416,-2.9706,-0.2042,-1.9767,-0.2868,0.9973
12.3412,-2.9865,-0.1407,-1.9833,-0.1222,1.0033
12.4435,-2.9920,-0.0578,-1.9955,-0.0897,0.9970
12.5417,-2.9936,0.0068,-2.0167,-0.0289,0.9776
12.6407,-2.9898,0.0388,-2.0165,-0.0081,0.9745
12.7411,-2.9787,0.1037,-1.9919,0.0313,0.9894
12.8415,-2.9687,0.1357,-1.9764,0.0550,0.9955
12.9409,-2.9492,0.1995,-1.9649,0.1058,0.9887
13.0418,-2.9310,0.2294,-1.9474,0.1387,0.9878
13.1419,-2.9029,0.2901,-1.9116,0.2065,0.9948
13.2442,-2.8737,0.3165,-1.8853,0.2433,0.9910
13.3428,-2.8403,0.3707,-1.8581,0.3153,0.9838
13.4439,-2.8005,0.3928,-1.8172,0.3364,0.9849
13.5427,-2.7697,0.4371,-1.7769,0.3983,0.9936
13.6440,-2.7233,0.4558,-1.7352,0.4202,0.9888
13.7450,-2.6792,0.4879,-1.6913,0.4650,0.9881
13.8438,-2.6320,0.4989,-1.6450,0.4792,0.9872
13.9443,-2.5819,0.5195,-1.5884,0.5033,0.9937
14.0428,-2.5351,0.5235,-1.5350,0.5113,1.0002
14.1435,-2.4811,0.5293,-1.4841,0.5220,0.9971
14.2436,-2.4359,0.5287,-1.4345,0.5231,1.0014
14.3451,-2.3882,0.5222,-1.3808,0.5266,1.0074
14.4459,-2.3374,0.5138,-1.3382,0.5253,0.9993
14.5468,-2.2953,0.4951,-1.2967,0.5206,0.9989
14.6447,-2.2496,0.4805,-1.2463,0.5124,1.0038
14.7463,-2.2081,0.4483,-1.2002,0.4945,1.0089
14.8474,-2.1706,0.4078,-1.1620,0.4791,1.0112
14.9461,-2.1367,0.3832,-1.1342,0.4450,1.0043
15.0469,-2.1043,0.3343,-1.1011,0.4196,1.0068
15.1476,-2.0769,0.3055,-1.0660,0.3645,1.0126
15.2483,-2.0518,0.2755,-1.0317,0.3329,1.0217
15.3489,-2.0359,0.2153,-1.0317,0.1806,1.0048
15.4501,-2.0218,0.1520,-1.0189,0.1578,1.0029
15.5498,-2.0032,0.0906,-0.9956,0.1175,1.0079
15.6495,-2.0014,0.0261,-0.9808,0.1029,1.0235
15.7487,-1.9987,-0.0080,-0.9832,0.0732,1.0187
15.8507,-2.0073,-0.0720,-0.9971,0.0480,1.0173
15.9501,-2.0155,-0.1037,-0.9998,-0.0068,1.0203
16.0499,-2.0355,-0.1696,-1.0210,-0.0434,1.0223
16.1499,-2.0533,-0.1998,-1.0407,-0.1222,1.0155
16.2512,-2.0799,-0.2595,-1.0615,-0.1597,1.0232
16.3500,-2.1091,-0.2882,-1.0903,-0.2365,1.0201
16.4497,-2.1427,-0.3413,-1.1275,-0.2723,1.0176
16.5502,-2.1792,-0.3650,-1.1533,-0.3093,1.0275
16.6517,-2.2193,-0.4070,-1.2028,-0.3738,1.0170
16.7509,-2.2613,-0.4243,-1.2354,-0.3989,1.0262
16.8512,-2.3068,-0.4552,-1.2938,-0.4428,1.0131
16.9505,-2.3539,-0.4669,-1.3469,-0.4580,1.0071
17.0519,-2.4002,-0.4776,-1.4052,-0.4805,0.9951
17.1509,-2.4511,-0.4921,-1.4469,-0.4864,1.0041
17.2522,-2.5017,-0.4949,-1.4955,-0.4633,1.0068
17.3551,-2.5485,-0.4965,-1.5442,-0.4707,1.0046
17.4532,-2.5992,-0.4915,-1.6042,-0.4795,0.9951
17.5547,-2.6379,-0.4706,-1.6453,-0.4858,0.9928
17.6538,-2.6852,-0.4594,-1.6857,-0.4914,1.0000
17.7534,-2.7272,-0.4352,-1.7290,-0.4869,0.9995
17.8531,-2.7697,-0.4187,-1.7874,-0.4709,0.9838
17.9553,-2.8096,-0.3814,-1.8222,-0.4533,0.9900
18.0539,-2.8470,-0.3578,-1.8465,-0.4113,1.0019
18.1553,-2.8798,-0.3093,-1.8767,-0.3853,1.0060
18.2543,-2.9073,-0.2835,-1.9275,-0.3301,0.9809
18.3550,-2.9313,-0.2267,-1.9534,-0.2507,0.9781
18.4558,-2.9519,-0.1972,-1.9723,-0.1980,0.9795
18.5552,-2.9685,-0.1336,-1.9764,-0.1799,0.9932
18.6550,-2.9793,-0.1001,-1.9899,-0.1512,0.9907
18.7547,-2.9869,-0.0368,-2.0004,-0.1348,0.9913
18.8548,-2.9870,-0.0052,-1.9996,-0.0993,0.9918
18.9543,-2.9817,0.0601,-1.9978,-0.0692,0.9924
19.0578,-2.9731,0.0932,-1.9885,-0.0074,0.9897
19.1566,-2.9553,0.1579,-1.9764,0.0324,0.9870
19.2580,-2.9369,0.1569,-1.9517,0.1111,0.9862
19.3578,-2.9139,0.2496,-1.9307,0.1471,0.9886
19.4615,-2.8884,0.2792,-1.8984,0.2222,0.9916
19.5612,-2.8708,0.3541,-1.8731,0.2947,0.9994
19.6591,-2.8372,0.3795,-1.8451,0.3278,0.9935
19.7593,-2.7981,0.4252,-1.8158,0.3866,0.9831
19.8590,-2.7547,0.4442,-1.7727,0.4108,0.9826
19.9600,-2.7103,0.4792,-1.7195,0.4508,0.9912
20.0618,-2.6626,0.4928,-1.6670,0.4666,0.9959
20.1595,-2.6136,0.5156,-1.6235,0.4922,0.9904
20.2605,-2.5623,0.5219,-1.5714,0.5015,0.9911
20.3597,-2.5143,0.5302,-1.5166,0.5223,0.9977
20.4615,-2.4652,0.5305,-1.4637,0.5282,1.0015
20.5607,-2.4132,0.5249,-1.4153,0.5360,0.9980
20.6615,-2.3631,0.5191,-1.3636,0.5355,0.9996
20.7621,-2.3180,0.5014,-1.3101,0.5288,1.0083
20.8621,-2.2700,0.4890,-1.2646,0.5207,1.0059
20.9623,-2.2300,0.4589,-1.2248,0.4997,1.0060
21.0625,-2.1891,0.4401,-1.1795,0.4837,1.0106
21.1626,-2.1503,0.3984,-1.1474,0.4498,1.0042
21.2652,-2.1189,0.3749,-1.1119,0.4296,1.0084
21.3642,-2.0861,0.3491,-1.0794,0.3870,1.0074
21.4662,-2.0581,0.2948,-1.0459,0.3034,1.0122
21.5669,-2.0440,0.2166,-1.0245,0.2729,1.0211
21.6668,-2.0250,0.1547,-1.0105,0.2531,1.0193
21.7665,-2.0221,0.1234,-0.9995,0.1992,1.0254
21.8688,-2.0126,0.0577,-0.9877,0.1650,1.0305
21.9677,-2.0136,0.0249,-0.9964,0.0975,1.0198
22.0679,-2.0194,-0.0405,-1.0040,0.0591,1.0203
22.1682,-2.0285,-0.0712,-1.0113,-0.0105,1.0190
22.2690,-2.0421,-0.1366,-1.0254,-0.0459,1.0207
22.3686,-2.0601,-0.1677,-1.0446,-0.1123,1.0170
22.4693,-2.0840,-0.2297,-1.0626,-0.1485,1.0246
22.5697,-2.1111,-0.2586,-1.0946,-0.1804,1.0195
22.6719,-2.1484,-0.3133,-1.1297,-0.2507,1.0206
22.7714,-2.1842,-0.3390,-1.1651,-0.2833,1.0206
22.8717,-2.2214,-0.3841,-1.2126,-0.3440,1.0095
22.9725,-2.2615,-0.4045,-1.2469,-0.3685,1.0152
23.0714,-2.3071,-0.4389,-1.2882,-0.4116,1.0193
23.1720,-2.3509,-0.4530,-1.3452,-0.4270,1.0060
23.2716,-2.4023,-0.4756,-1.3995,-0.4540,1.0031
23.3733,-2.4530,-0.4831,-1.4397,-0.4641,1.0135
23.4744,-2.4893,-0.4747,-1.4965,-0.4809,0.9929
23.5733,-2.5407,-0.4747,-1.5487,-0.4836,0.9921
23.6730,-2.5897,-0.4714,-1.5901,-0.4838,0.9996
23.7744,-2.6399,-0.4649,-1.6398,-0.4786,1.0002
23.8738,-2.6835,-0.4492,-1.6875,-0.4668,0.9962
23.9730,-2.7326,-0.4368,-1.7393,-0.4580,0.9936
24.0742,-2.7726,-0.4072,-1.7767,-0.4382,0.9964
24.1753,-2.8135,-0.3880,-1.8169,-0.4240,0.9972
24.2753,-2.8536,-0.3479,-1.8582,-0.3940,0.9965
24.3774,-2.8865,-0.3233,-1.8891,-0.3733,0.9987
24.4760,-2.9130,-0.2726,-1.9277,-0.3320,0.9871
24.5762,-2.9400,-0.2435,-1.9608,-0.3058,0.9811
24.6769,-2.9603,-0.1836,-1.9752,-0.2549,0.9878
24.7764,-2.9797,-0.1521,-1.9871,-0.2269,0.9954
24.8769,-2.9903,-0.0897,-2.0026,-0.1664,0.9906
24.9772,-2.9953,-0.0570,-2.0213,-0.1345,0.9771
25.0774,-2.9984,0.0069,-2.0201,-0.0672,0.9810
25.1784,-2.9946,0.0401,-2.0104,-0.0344,0.9871
25.2772,-2.9852,0.1051,-1.9947,0.0307,0.9933
25.3794,-2.9750,0.1383,-1.9822,0.0638,0.9955
25.4822,-2.9765,0.1989,-1.9561,0.1900,1.0204
25.5807,-2.9548,0.2616,-1.9442,0.2164,1.0116
25.6787,-2.9274,0.2920,-1.9443,0.2615,0.9836
25.7789,-2.8998,0.3495,-1.9163,0.2837,0.9857
25.8786,-2.8657,0.3737,-1.8768,0.3164,0.9906
25.9801,-2.8275,0.4238,-1.8424,0.3385,0.9888
26.0788,-2.7841,0.4456,-1.8029,0.3800,0.9834
26.1807,-2.7409,0.4843,-1.7601,0.4090,0.9837
26.2794,-2.6955,0.4994,-1.7062,0.4611,0.9900
26.3808,-2.6471,0.5255,-1.6656,0.4875,0.9823
26.4810,-2.5976,0.5338,-1.6128,0.5284,0.9848
26.5804,-2.5466,0.5479,-1.5566,0.5422,0.9900
26.6798,-2.4993,0.5469,-1.4989,0.5577,1.0005
26.7792,-2.4442,0.5480,-1.4436,0.5563,1.0006
26.8818,-2.4021,0.5439,-1.3985,0.5484,1.0036
26.9822,-2.3520,0.5322,-1.3516,0.5416,1.0005
27.0844,-2.3049,0.5204,-1.3166,0.5363,0.9884
27.1840,-2.2628,0.4945,-1.2607,0.5225,1.0025
27.2833,-2.2223,0.4778,-1.2052,0.5122,1.0177
27.3843,-2.1815,0.4406,-1.1662,0.4883,1.0165
27.4860,-2.1442,0.4173,-1.1436,0.4141,1.0006
27.5879,-2.1126,0.3292,-1.1128,0.3902,1.0017
27.6868,-2.0831,0.3036,-1.0716,0.3790,1.0143
27.7870,-2.0611,0.2462,-1.0480,0.3553,1.0189
27.8876,-2.0419,0.2153,-1.0313,0.3265,1.0167
27.9885,-2.0275,0.1516,-1.0093,0.2602,1.0239
28.0872,-2.0187,0.1201,-1.0033,0.2205,1.0204
28.1888,-2.0151,0.0566,-0.9962,0.1411,1.0223
28.2865,-2.0111,0.0245,-0.9987,0.1024,1.0154
28.3874,-2.0222,-0.0403,-1.0061,0.0241,1.0182
28.4871,-2.0321,-0.0730,-1.0040,-0.0083,1.0301
28.5883,-2.0513,-0.1365,-1.0262,-0.0740,1.0270
28.6877,-2.0679,-0.1679,-1.0594,-0.1042,1.0105
28.7882,-2.0916,-0.2284,-1.0833,-0.1640,1.0103
28.8883,-2.1244,-0.2572,-1.1003,-0.1922,1.0262
28.9888,-2.1573,-0.3111,-1.1355,-0.2487,1.0237
29.0892,-2.1923,-0.3364,-1.1739,-0.2761,1.0201
29.1896,-2.2326,-0.3805,-1.2241,-0.3268,1.0099
29.2895,-2.2757,-0.3999,-1.2650,-0.3497,1.0120
29.3895,-2.3209,-0.4328,-1.3053,-0.3929,1.0163
29.4903,-2.3676,-0.4469,-1.3777,-0.4210,0.9902
29.5947,-2.3916,-0.4529,-1.4202,-0.4533,0.9714
29.6920,-2.4537,-0.4705,-1.4546,-0.4610,0.9992
29.7900,-2.4872,-0.4753,-1.4858,-0.4688,1.0015
29.8921,-2.5489,-0.4792,-1.5290,-0.4698,1.0200
29.9913,-2.5932,-0.4770,-1.5866,-0.4685,1.0066
