time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0000,-2.2019,0.3833,0.3697,-0.0215,0.3704,2.5709,0.1177,-0.5429,0.0982,0.5517,4.7802
0.1017,-2.1790,0.3912,0.3378,-0.0200,0.3384,2.5135,0.1267,-0.5728,0.0903,0.5798,4.6999
0.2003,-2.1435,0.3848,0.3439,-0.0769,0.3524,2.4542,0.1351,-0.5918,0.0858,0.5980,4.6045
0.3001,-2.1092,0.3741,0.3400,-0.0840,0.3503,2.3967,0.1542,-0.5874,0.0789,0.5926,4.5112
0.3999,-2.0753,0.3660,0.3413,-0.0841,0.3515,2.3365,0.1633,-0.5821,0.0904,0.5891,4.4165
0.5002,-2.0413,0.3554,0.3412,-0.1001,0.3555,2.2759,0.1720,-0.6039,0.0872,0.6101,4.3210
0.6005,-2.0047,0.3487,0.3658,-0.0765,0.3737,2.2105,0.1791,-0.6339,0.0684,0.6376,4.2186
0.7005,-1.9726,0.3379,0.3255,-0.1157,0.3454,2.1494,0.1901,-0.6164,0.1005,0.6245,4.1247
0.8015,-1.9441,0.3219,0.3009,-0.1415,0.3326,2.0850,0.1957,-0.6375,0.0704,0.6414,4.0311
0.9014,-1.9113,0.3070,0.3151,-0.1478,0.3481,2.0203,0.2002,-0.6576,0.0639,0.6607,3.9331
1.0009,-1.8792,0.2944,0.3199,-0.1332,0.3465,1.9566,0.2129,-0.6476,0.1016,0.6556,3.8366
1.1015,-1.8506,0.2810,0.3026,-0.1267,0.3281,1.8898,0.2138,-0.6498,0.0600,0.6525,3.7410
1.2027,-1.8223,0.2603,0.2611,-0.2013,0.3297,1.8248,0.2180,-0.6494,0.0520,0.6515,3.6474
1.3014,-1.7941,0.2428,0.2795,-0.1794,0.3321,1.7546,0.2210,-0.6934,0.0336,0.6942,3.5488
1.4017,-1.7668,0.2254,0.2756,-0.1751,0.3265,1.6917,0.2281,-0.6539,0.0534,0.6561,3.4586
1.5016,-1.7411,0.2060,0.2694,-0.1706,0.3189,1.6220,0.2283,-0.6665,0.0176,0.6667,3.3632
1.6015,-1.7179,0.1847,0.2465,-0.1976,0.3159,1.5584,0.2269,-0.6479,-0.0075,0.6480,3.2766
1.7030,-1.6835,0.1613,0.2847,-0.2381,0.3712,1.4877,0.2273,-0.6597,-0.0137,0.6598,3.1719
1.8029,-1.6675,0.1368,0.1950,-0.2393,0.3087,1.4223,0.2261,-0.6493,-0.0158,0.6495,3.0911
1.9031,-1.6405,0.1136,0.2581,-0.2321,0.3471,1.3574,0.2181,-0.6847,-0.0370,0.6857,2.9997
2.0029,-1.6198,0.0892,0.2264,-0.2389,0.3291,1.2923,0.2121,-0.6591,-0.0612,0.6620,2.9147
2.1028,-1.5954,0.0649,0.2409,-0.2454,0.3438,1.2316,0.2066,-0.6227,-0.0631,0.6259,2.8306
2.2035,-1.5783,0.0416,0.1735,-0.2565,0.3097,1.1723,0.1962,-0.5973,-0.0996,0.6055,2.7549
2.3032,-1.5591,0.0111,0.1833,-0.2703,0.3266,1.1095,0.1845,-0.5989,-0.1291,0.6126,2.6742
2.4027,-1.5427,-0.0165,0.1709,-0.2737,0.3227,1.0505,0.1736,-0.5863,-0.1274,0.5999,2.6001
2.5034,-1.5210,-0.0441,0.1931,-0.2700,0.3319,0.9929,0.1568,-0.5750,-0.1536,0.5951,2.5220
2.6037,-1.5037,-0.0724,0.1778,-0.2766,0.3288,0.9380,0.1399,-0.5456,-0.1630,0.5694,2.4509
2.7037,-1.4841,-0.1030,0.1855,-0.3060,0.3578,0.8870,0.1194,-0.5101,-0.2042,0.5495,2.3815
2.8037,-1.4767,-0.1329,0.1134,-0.3000,0.3207,0.8397,0.0964,-0.4742,-0.2332,0.5284,2.3277
2.9036,-1.4224,-0.1745,0.1444,-0.3088,0.3409,0.7942,0.0691,-0.4619,-0.2860,0.5432,2.2299
3.0038,-1.4069,-0.2074,0.1529,-0.3213,0.3559,0.7488,0.0467,-0.4435,-0.2546,0.5114,2.1706
3.1041,-1.3960,-0.2379,0.1258,-0.3113,0.3358,0.7181,0.0150,-0.3493,-0.2889,0.4533,2.1292
