time_s,leader_x_m,leader_y_m,follower_x_m,follower_y_m,distance_m
6.2218,-2.8088,0.3960,-1.1467,-0.0157,1.7123
6.3200,-2.7679,0.4346,-1.1946,0.0287,1.6248
6.4217,-2.7192,0.4490,-1.2403,0.0526,1.5311
6.5215,-2.6722,0.4733,-1.2828,0.1081,1.4366
6.6200,-2.6254,0.4810,-1.3224,0.1446,1.3457
6.7214,-2.5740,0.4932,-1.3550,0.2202,1.2492
6.8213,-2.5252,0.4943,-1.3762,0.2602,1.1727
6.9232,-2.4742,0.4942,-1.3819,0.3393,1.1032
7.0226,-2.4242,0.4886,-1.3741,0.3806,1.0557
7.1232,-2.3729,0.4736,-1.3562,0.4594,1.0168
7.2266,-2.3288,0.4618,-1.3277,0.5180,1.0026
7.3239,-2.2837,0.4342,-1.2773,0.5841,1.0175
7.4236,-2.2404,0.4174,-1.2356,0.6001,1.0212
7.5248,-2.2024,0.3798,-1.2062,0.6124,1.0230
7.6239,-2.1666,0.3559,-1.1824,0.6012,1.0143
7.7232,-2.1361,0.3059,-1.1588,0.5618,1.0103
7.8239,-2.1049,0.2780,-1.1313,0.5242,1.0043
7.9236,-2.0821,0.2200,-1.1040,0.4458,1.0038
8.0255,-2.0627,0.1893,-1.0766,0.4056,1.0096
8.1251,-2.0456,0.1263,-1.0585,0.3254,1.0070
8.2257,-2.0352,0.0728,-1.0446,0.2849,1.0130
8.3256,-2.0291,0.0093,-1.0339,0.2049,1.0142
8.4252,-2.0318,-0.0242,-1.0253,0.1652,1.0241
8.5251,-2.0347,-0.0883,-1.0233,0.1256,1.0337
8.6263,-2.0446,-0.1210,-1.0295,0.0464,1.0288
8.7249,-2.0596,-0.1856,-1.0355,0.0069,1.0420
8.8262,-2.0784,-0.2166,-1.0551,-0.0744,1.0332
8.9255,-2.1044,-0.2786,-1.0730,-0.1140,1.0444
9.0267,-2.1317,-0.3061,-1.0985,-0.1934,1.0393
9.1267,-2.1638,-0.3612,-1.1291,-0.2317,1.0428
9.2274,-2.1980,-0.3849,-1.1727,-0.3102,1.0281
9.3275,-2.2380,-0.4291,-1.2060,-0.3464,1.0353
9.4289,-2.2776,-0.4478,-1.2533,-0.4865,1.0250
9.5297,-2.3227,-0.4800,-1.2996,-0.5077,1.0235
9.6276,-2.3713,-0.4931,-1.3597,-0.5376,1.0125
9.7269,-2.4189,-0.5124,-1.4195,-0.5349,0.9996
9.8281,-2.4686,-0.5206,-1.4722,-0.5211,0.9964
9.9275,-2.5187,-0.5272,-1.5173,-0.5117,1.0016
10.0276,-2.5679,-0.5277,-1.5705,-0.5031,0.9977
10.1273,-2.6166,-0.5223,-1.6273,-0.5050,0.9894
10.2298,-2.6673,-0.5044,-1.6687,-0.5147,0.9987
10.3307,-2.7086,-0.4955,-1.7109,-0.5149,0.9979
10.4291,-2.7593,-0.4728,-1.7606,-0.5079,0.9992
10.5318,-2.8032,-0.4555,-1.7995,-0.4957,1.0045
10.6312,-2.8442,-0.4198,-1.8517,-0.4653,0.9936
10.7310,-2.8811,-0.3975,-1.8870,-0.4456,0.9952
10.8308,-2.9148,-0.3515,-1.9172,-0.4044,0.9990
10.9325,-2.9457,-0.3259,-1.9511,-0.3801,0.9961
11.0329,-2.9731,-0.2700,-1.9733,-0.3290,1.0016
11.1342,-2.9925,-0.2406,-2.0008,-0.3028,0.9937
11.2339,-3.0105,-0.1771,-2.0186,-0.2462,0.9944
11.3356,-3.0221,-0.1470,-2.0321,-0.2169,0.9924
11.4346,-3.0295,-0.0806,-2.0480,-0.0760,0.9815
11.5357,-3.0323,-0.0494,-2.0461,-0.0504,0.9863
11.6354,-3.0294,0.0146,-2.0344,-0.0118,0.9953
11.7359,-3.0201,0.0473,-2.0364,0.0002,0.9849
11.8362,-3.0080,0.1117,-2.0266,0.0229,0.9854
11.9355,-2.9906,0.1442,-2.0052,0.0416,0.9908
12.0368,-2.9677,0.2068,-1.9782,0.0906,0.9963
12.1365,-2.9434,0.2337,-1.9498,0.1296,0.9990
12.2371,-2.9125,0.2907,-1.9254,0.2093,0.9904
12.3373,-2.8755,0.3358,-1.8986,0.2485,0.9809
12.4377,-2.8406,0.3836,-1.8574,0.3258,0.9849
12.5376,-2.7995,0.4033,-1.8167,0.3563,0.9839
12.6377,-2.7516,0.4404,-1.7673,0.4119,0.9847
12.7386,-2.7111,0.4541,-1.7173,0.4323,0.9940
12.8388,-2.6610,0.4782,-1.6663,0.4485,0.9952
12.9372,-2.6103,0.4854,-1.6133,0.4764,0.9970
13.0379,-2.5619,0.4976,-1.5672,0.4867,0.9947
13.1384,-2.5103,0.4983,-1.5086,0.5061,1.0017
13.2390,-2.4644,0.4951,-1.4568,0.5100,1.0077
13.3385,-2.4163,0.4899,-1.4013,0.4832,1.0151
13.4417,-2.3647,0.4740,-1.3579,0.4837,1.0068
13.5417,-2.3221,0.4615,-1.3159,0.4791,1.0063
13.6418,-2.2767,0.4338,-1.2692,0.4742,1.0083
13.7415,-2.2341,0.4167,-1.2236,0.4606,1.0114
13.8422,-2.1936,0.3752,-1.1942,0.4464,1.0020
13.9423,-2.1612,0.3534,-1.1599,0.4132,1.0030
14.0426,-2.1273,0.3037,-1.1238,0.3894,1.0071
14.1417,-2.1000,0.2763,-1.0891,0.3358,1.0126
14.2432,-2.0772,0.2182,-1.0628,0.3041,1.0180
14.3451,-2.0588,0.1679,-1.0429,0.2388,1.0183
14.4445,-2.0422,0.1352,-1.0337,0.2076,1.0111
14.5449,-2.0349,0.0711,-1.0320,0.0923,1.0031
14.6430,-2.0331,0.0386,-1.0226,0.0666,1.0109
14.7452,-2.0301,-0.0255,-1.0144,0.0168,1.0166
14.8444,-2.0382,-0.0584,-1.0258,-0.0010,1.0140
14.9447,-2.0469,-0.1246,-1.0337,-0.0391,1.0168
15.0462,-2.0625,-0.1563,-1.0531,-0.0632,1.0136
15.1467,-2.0843,-0.2206,-1.0715,-0.1198,1.0178
15.2469,-2.1093,-0.2498,-1.0900,-0.1559,1.0237
15.3493,-2.1386,-0.3088,-1.1236,-0.2308,1.0180
15.4504,-2.1699,-0.3361,-1.1639,-0.2687,1.0082
15.5502,-2.2055,-0.3845,-1.2043,-0.3400,1.0022
15.6497,-2.2470,-0.4055,-1.2333,-0.3704,1.0143
15.7520,-2.2910,-0.4457,-1.2699,-0.4205,1.0214
15.8522,-2.3326,-0.4607,-1.3224,-0.4373,1.0104
15.9517,-2.3804,-0.4889,-1.3815,-0.4652,0.9991
16.0514,-2.4282,-0.4983,-1.4305,-0.4751,0.9980
16.1517,-2.4777,-0.5142,-1.4713,-0.4930,1.0066
16.2518,-2.5244,-0.5160,-1.5146,-0.5005,1.0098
16.3534,-2.5833,-0.5183,-1.5720,-0.5129,1.0113
16.4548,-2.6343,-0.5144,-1.6295,-0.5212,1.0048
16.5545,-2.6802,-0.5034,-1.6853,-0.4817,0.9951
16.6542,-2.7262,-0.4925,-1.7309,-0.4834,0.9953
16.7533,-2.7721,-0.4682,-1.7744,-0.4865,0.9979
16.8542,-2.8144,-0.4524,-1.8151,-0.4949,1.0002
16.9538,-2.8564,-0.4157,-1.8597,-0.4845,0.9991
17.0549,-2.8916,-0.3935,-1.8946,-0.4475,0.9985
17.1570,-2.9245,-0.3463,-1.9285,-0.4184,0.9987
17.2565,-2.9541,-0.3192,-1.9593,-0.3619,0.9958
17.3560,-2.9793,-0.2627,-1.9865,-0.3287,0.9950
17.4574,-3.0001,-0.2327,-2.0086,-0.2766,0.9926
17.5572,-3.0142,-0.1700,-2.0317,-0.2464,0.9855
17.6568,-3.0246,-0.1379,-2.0403,-0.1957,0.9860
17.7574,-3.0313,-0.0736,-2.0427,-0.1657,0.9929
17.8572,-3.0320,-0.0405,-2.0433,-0.1101,0.9911
17.9587,-3.0280,0.0255,-2.0434,-0.0746,0.9897
18.0575,-3.0165,0.0581,-2.0341,-0.0075,0.9846
18.1584,-3.0095,0.0900,-2.0203,0.0313,0.9909
18.2583,-2.9863,0.1529,-1.9986,0.0945,0.9894
18.3607,-2.9652,0.2202,-1.9822,0.1235,0.9877
18.4586,-2.9372,0.2789,-1.9541,0.1577,0.9906
18.5594,-2.9043,0.3059,-1.9212,0.2334,0.9858
18.6603,-2.8711,0.3584,-1.8887,0.3021,0.9841
18.7596,-2.8336,0.3812,-1.8459,0.3679,0.9877
18.8598,-2.7906,0.4249,-1.8011,0.3927,0.9901
18.9590,-2.7475,0.4415,-1.7591,0.4309,0.9885
19.0626,-2.6985,0.4727,-1.7129,0.4432,0.9860
19.1598,-2.6509,0.4830,-1.6599,0.4595,0.9913
19.2609,-2.5992,0.5014,-1.6041,0.4667,0.9957
19.3598,-2.5534,0.5049,-1.5528,0.4800,1.0009
19.4648,-2.5065,0.4926,-1.4948,0.4882,1.0117
19.5626,-2.4580,0.4890,-1.4543,0.4989,1.0038
19.6637,-2.4113,0.4818,-1.4076,0.4775,1.0037
19.7646,-2.3614,0.4723,-1.3585,0.4737,1.0029
19.8633,-2.3154,0.4521,-1.3124,0.4728,1.0032
19.9631,-2.2717,0.4371,-1.2662,0.4644,1.0058
20.0626,-2.2299,0.4037,-1.2241,0.4527,1.0070
20.1664,-2.1930,0.3821,-1.1878,0.4261,1.0061
20.2641,-2.1563,0.3397,-1.1530,0.4055,1.0055
20.3640,-2.1296,0.3151,-1.1198,0.3611,1.0109
20.4637,-2.1049,0.2611,-1.0850,0.3318,1.0224
20.5650,-2.0761,0.2325,-1.0690,0.2802,1.0082
20.6654,-2.0607,0.1713,-1.0580,0.2513,1.0059
20.7650,-2.0493,0.1396,-1.0385,0.1954,1.0123
20.8659,-2.0395,0.0759,-1.0210,0.1547,1.0216
20.9656,-2.0375,0.0441,-1.0239,0.1000,1.0151
21.0661,-2.0370,-0.0217,-1.0272,0.0708,1.0140
21.1656,-2.0419,-0.0555,-1.0325,0.0159,1.0119
21.2660,-2.0576,-0.1181,-1.0402,-0.0154,1.0226
21.3664,-2.0753,-0.1508,-1.0539,-0.0781,1.0240
21.4678,-2.0857,-0.2621,-1.0841,-0.1149,1.0124
21.5664,-2.1109,-0.2940,-1.1125,-0.1906,1.0038
21.6703,-2.1445,-0.3491,-1.1225,-0.2296,1.0290
21.7676,-2.1743,-0.3761,-1.1466,-0.3084,1.0300
21.8702,-2.2128,-0.4247,-1.1853,-0.3640,1.0293
21.9678,-2.2568,-0.4618,-1.2394,-0.4230,1.0181
22.0703,-2.3009,-0.4785,-1.2827,-0.4470,1.0187
22.1695,-2.3481,-0.5072,-1.3298,-0.4864,1.0185
22.2705,-2.3964,-0.5175,-1.3885,-0.4996,1.0080
22.3701,-2.4440,-0.5315,-1.4446,-0.5190,0.9994
22.4718,-2.5014,-0.4946,-1.4869,-0.5257,1.0150
22.5721,-2.5497,-0.4960,-1.5411,-0.5281,1.0091
22.6717,-2.5998,-0.4923,-1.6001,-0.5168,1.0000
22.7724,-2.6474,-0.4798,-1.6536,-0.5045,0.9941
22.8740,-2.6954,-0.4706,-1.6923,-0.4792,1.0032
22.9716,-2.7397,-0.4448,-1.7348,-0.4682,1.0053
23.0725,-2.7845,-0.4292,-1.7854,-0.4480,0.9993
23.1725,-2.8267,-0.3916,-1.8348,-0.4388,0.9931
23.2729,-2.8627,-0.3706,-1.8694,-0.4164,0.9943
23.3733,-2.8989,-0.3222,-1.9033,-0.4010,0.9987
23.4727,-2.9273,-0.2953,-1.9292,-0.3618,1.0003
23.5734,-2.9541,-0.2394,-1.9610,-0.3349,0.9977
23.6741,-2.9778,-0.2093,-1.9834,-0.2753,0.9966
23.7784,-2.9944,-0.1782,-2.0102,-0.2003,0.9844
23.8768,-3.0047,-0.1129,-2.0213,-0.1384,0.9837
23.9765,-3.0139,-0.0497,-2.0251,-0.1191,0.9913
24.0761,-3.0159,-0.0154,-2.0211,-0.0846,0.9973
24.1780,-3.0148,0.0180,-2.0219,-0.0623,0.9962
24.2775,-3.0054,0.0835,-2.0173,-0.0100,0.9925
24.3789,-2.9954,0.1151,-2.0034,0.0243,0.9961
24.4804,-2.9748,0.2094,-1.9838,0.0979,0.9972
24.5796,-2.9526,0.2402,-1.9699,0.1371,0.9881
24.6793,-2.9272,0.2990,-1.9349,0.2168,0.9957
24.7789,-2.8969,0.3268,-1.9034,0.2538,0.9962
24.8800,-2.8629,0.3797,-1.8698,0.3250,0.9946
24.9794,-2.8263,0.4027,-1.8324,0.3548,0.9951
25.0805,-2.7845,0.4463,-1.7914,0.4067,0.9940
25.1800,-2.7423,0.4640,-1.7485,0.4264,0.9945
25.2806,-2.6948,0.4933,-1.7015,0.4606,0.9938
25.3816,-2.6485,0.5054,-1.6568,0.4750,0.9921
25.4823,-2.6004,0.4930,-1.5995,0.4995,1.0009
25.5829,-2.5531,0.4976,-1.5523,0.4883,1.0009
25.6818,-2.5032,0.5034,-1.5010,0.4907,1.0022
25.7822,-2.4540,0.5006,-1.4551,0.4929,0.9988
25.8828,-2.4041,0.4923,-1.4023,0.4961,1.0017
25.9822,-2.3556,0.4843,-1.3512,0.4927,1.0045
26.0830,-2.3082,0.4619,-1.3079,0.4857,1.0005
26.1837,-2.2657,0.4468,-1.2556,0.4756,1.0105
26.2839,-2.2215,0.4140,-1.2171,0.4524,1.0051
26.3840,-2.1833,0.3927,-1.1824,0.4370,1.0019
26.4852,-2.1490,0.3502,-1.1420,0.4013,1.0084
26.5862,-2.1167,0.3145,-1.1161,0.3755,1.0025
26.6855,-2.0898,0.2600,-1.0876,0.3506,1.0063
26.7869,-2.0664,0.2308,-1.0535,0.2942,1.0149
26.8870,-2.0491,0.1706,-1.0268,0.2615,1.0264
26.9865,-2.0329,0.1377,-1.0237,0.1964,1.0109
27.0871,-2.0268,0.0737,-1.0220,0.1637,1.0089
27.1900,-2.0199,0.0411,-1.0095,0.0991,1.0121
27.2883,-2.0203,-0.0247,-1.0061,0.0669,1.0183
27.3895,-2.0247,-0.0570,-1.0148,0.0029,1.0117
27.4888,-2.0392,-0.1210,-1.0182,-0.0290,1.0251
27.5899,-2.0518,-0.1514,-1.0333,-0.1429,1.0186
27.6897,-2.0739,-0.2147,-1.0505,-0.1684,1.0244
27.7888,-2.0978,-0.2453,-1.0848,-0.2175,1.0134
27.8893,-2.1277,-0.3017,-1.1158,-0.2372,1.0140
27.9927,-2.1571,-0.3276,-1.1467,-0.2771,1.0117
28.0909,-2.1942,-0.3768,-1.1842,-0.2954,1.0132
28.1910,-2.2331,-0.3980,-1.2198,-0.3367,1.0151
28.2908,-2.2758,-0.4170,-1.2625,-0.3606,1.0149
28.3906,-2.3229,-0.4510,-1.3184,-0.4126,1.0052
28.4906,-2.3694,-0.4640,-1.3628,-0.4337,1.0070
28.5924,-2.4063,-0.4959,-1.4168,-0.4706,0.9898
28.6921,-2.4567,-0.5024,-1.4624,-0.4839,0.9945
28.7930,-2.5058,-0.5128,-1.4981,-0.5086,1.0077
28.8933,-2.5560,-0.5127,-1.5481,-0.5136,1.0079
28.9934,-2.6037,-0.5073,-1.6095,-0.5211,0.9943
29.0934,-2.6565,-0.5011,-1.6662,-0.5180,0.9904
29.1947,-2.7043,-0.4837,-1.7021,-0.5096,1.0025
29.2948,-2.7491,-0.4709,-1.7430,-0.5003,1.0065
29.3935,-2.7887,-0.4406,-1.8014,-0.4777,0.9880
29.4945,-2.8351,-0.4220,-1.8480,-0.4619,0.9878
29.5968,-2.8666,-0.3811,-1.8802,-0.3774,0.9864
29.6949,-2.8997,-0.3566,-1.9095,-0.3635,0.9902
29.7950,-2.9306,-0.3044,-1.9391,-0.3417,0.9922
29.8956,-2.9579,-0.2758,-1.9680,-0.3328,0.9915
29.9950,-2.9748,-0.2163,-1.9873,-0.3077,0.9918
