time_s,leader_x_m,leader_y_m,follower_x_m,follower_y_m,distance_m
2.1070,-2.7209,-0.9805,1.1706,-0.5681,3.9133
2.2074,-2.7683,-0.9906,1.1180,-0.5905,3.9068
2.3095,-2.8173,-1.0103,1.0786,-0.6600,3.9116
2.4081,-2.8717,-1.0163,1.0258,-0.6805,3.9120
2.5087,-2.9187,-1.0233,0.9726,-0.7197,3.9032
2.6092,-2.9685,-1.0217,0.9203,-0.7379,3.8991
2.7084,-3.0178,-1.0143,0.8645,-0.7729,3.8898
2.8073,-3.0657,-1.0054,0.8082,-0.7882,3.8801
2.9085,-3.1077,-0.9845,0.7505,-0.8163,3.8618
3.0104,-3.1547,-0.9690,0.6875,-0.8274,3.8448
3.1093,-3.1944,-0.8957,0.6291,-0.8476,3.8238
3.2107,-3.2348,-0.8761,0.5627,-0.8536,3.7975
3.3102,-3.2687,-0.8321,0.4939,-0.8600,3.7627
3.4103,-3.3010,-0.8063,0.4226,-0.8598,3.7239
3.5103,-3.3279,-0.7536,0.3576,-0.8551,3.6870
3.6114,-3.3500,-0.7258,0.2939,-0.8504,3.6460
3.7109,-3.3714,-0.6667,0.2295,-0.8361,3.6048
3.8115,-3.3838,-0.6357,0.1679,-0.8266,3.5569
3.9134,-3.3928,-0.5723,0.1288,-0.7865,3.5281
4.0120,-3.3991,-0.5388,0.0582,-0.7623,3.4645
4.1139,-3.3945,-0.4736,0.0130,-0.7499,3.4186
4.2126,-3.3880,-0.4405,-0.0527,-0.7224,3.3472
4.3137,-3.3785,-0.3724,-0.1023,-0.7072,3.2932
4.4136,-3.3624,-0.3398,-0.1581,-0.6731,3.2216
4.5152,-3.3403,-0.2769,-0.2087,-0.6372,3.1523
4.6139,-3.3162,-0.2475,-0.2601,-0.6173,3.0784
4.7138,-3.2856,-0.1900,-0.2996,-0.5973,3.0137
4.8160,-3.2522,-0.1640,-0.3569,-0.5563,2.9218
4.9166,-3.2154,-0.1175,-0.4045,-0.5136,2.8387
5.0156,-3.1756,-0.0965,-0.4536,-0.4692,2.7475
5.1156,-3.1225,-0.0476,-0.5054,-0.4471,2.6474
5.2166,-3.0782,-0.0308,-0.5521,-0.4030,2.5534
5.3152,-3.0302,-0.0055,-0.6038,-0.3822,2.4554
5.4161,-2.9842,0.0036,-0.6515,-0.3416,2.3581
5.5172,-2.9314,0.0176,-0.7316,-0.3314,2.2273
5.6171,-2.8832,0.0200,-0.7844,-0.2914,2.1218
5.7167,-2.8322,0.0214,-0.8344,-0.2713,2.0191
5.8165,-2.7824,0.0177,-0.8873,-0.2349,1.9119
5.9168,-2.7351,0.0040,-0.9427,-0.2178,1.8061
6.0178,-2.6875,-0.0066,-0.9987,-0.2028,1.7002
6.1173,-2.6378,-0.0333,-1.0570,-0.1740,1.5870
6.2185,-2.6008,-0.0501,-1.1169,-0.1603,1.4880
6.3195,-2.5581,-0.0877,-1.1716,-0.1335,1.3873
6.4200,-2.5249,-0.1098,-1.2339,-0.1229,1.2911
6.5186,-2.4915,-0.1350,-1.2924,-0.1067,1.1994
6.6176,-2.4641,-0.1875,-1.3399,-0.1064,1.1271
6.7193,-2.4360,-0.2159,-1.3707,-0.1151,1.0701
6.8205,-2.4160,-0.2745,-1.3813,-0.1364,1.0438
6.9210,-2.3982,-0.3053,-1.3727,-0.1956,1.0314
7.0202,-2.3889,-0.3691,-1.3613,-0.2350,1.0363
7.1216,-2.3849,-0.4018,-1.3654,-0.3165,1.0231
7.2222,-2.3893,-0.5335,-1.3773,-0.3532,1.0280
7.3223,-2.3971,-0.5657,-1.3789,-0.4324,1.0269
7.4225,-2.4070,-0.6325,-1.3811,-0.4727,1.0382
7.5228,-2.4196,-0.6660,-1.3999,-0.5516,1.0261
7.6228,-2.4373,-0.7287,-1.4107,-0.6293,1.0313
7.7245,-2.4611,-0.7594,-1.4452,-0.7029,1.0174
7.8239,-2.4916,-0.8180,-1.4818,-0.7389,1.0128
7.9240,-2.5206,-0.8452,-1.5109,-0.8057,1.0105
8.0265,-2.5576,-0.8970,-1.5472,-0.8373,1.0121
8.1282,-2.5947,-0.9199,-1.5899,-0.8964,1.0051
8.2277,-2.6345,-0.9609,-1.6341,-0.9209,1.0012
8.3290,-2.6768,-0.9780,-1.6729,-0.9602,1.0041
8.4285,-2.7248,-1.0095,-1.7142,-0.9739,1.0113
8.5304,-2.7757,-1.0210,-1.7663,-0.9959,1.0097
8.6288,-2.8231,-1.0398,-1.8188,-1.0076,1.0048
8.7292,-2.8713,-1.0451,-1.8736,-1.0253,0.9979
8.8331,-2.9218,-1.0504,-1.9186,-1.0354,1.0033
8.9297,-2.9730,-1.0456,-1.9670,-1.0475,1.0060
9.0295,-3.0214,-1.0385,-2.0197,-1.0520,1.0019
9.1296,-3.0676,-1.0303,-2.0702,-1.0499,0.9976
9.2329,-3.1100,-0.9513,-2.1138,-1.0430,1.0004
9.3318,-3.1564,-0.9196,-2.1551,-1.0144,1.0058
9.4330,-3.1940,-0.9011,-2.1938,-0.9635,1.0022
9.5326,-3.2342,-0.8598,-2.2280,-0.9341,1.0090
9.6340,-3.2689,-0.8345,-2.2649,-0.8732,1.0048
9.7326,-3.2986,-0.7836,-2.3074,-0.8110,0.9916
9.8332,-3.3271,-0.7560,-2.3369,-0.7898,0.9908
9.9339,-3.3506,-0.6985,-2.3585,-0.7707,0.9948
10.0337,-3.3646,-0.6683,-2.3772,-0.7347,0.9897
10.1332,-3.3783,-0.6059,-2.3925,-0.7096,0.9912
10.2344,-3.3871,-0.5735,-2.3997,-0.6547,0.9907
10.3332,-3.3914,-0.5072,-2.4036,-0.6202,0.9943
10.4354,-3.3865,-0.4732,-2.4021,-0.5491,0.9873
10.5353,-3.3808,-0.4077,-2.3911,-0.5131,0.9952
10.6354,-3.3689,-0.3746,-2.3774,-0.4412,0.9937
10.7356,-3.3522,-0.3100,-2.3657,-0.4070,0.9913
10.8347,-3.3292,-0.2802,-2.3434,-0.3379,0.9876
10.9360,-3.3034,-0.2216,-2.3170,-0.3056,0.9900
11.0350,-3.2738,-0.1924,-2.2801,-0.2389,0.9948
11.1364,-3.2391,-0.1422,-2.2423,-0.2087,0.9990
11.2367,-3.2024,-0.1199,-2.2117,-0.1445,0.9910
11.3392,-3.1587,-0.0816,-2.1807,-0.0877,0.9781
11.4386,-3.1160,-0.0656,-2.1268,-0.0398,0.9896
11.5390,-3.0681,-0.0392,-2.0709,-0.0336,0.9972
11.6388,-3.0207,-0.0303,-2.0249,-0.0300,0.9958
11.7381,-2.9681,-0.0180,-1.9757,-0.0327,0.9926
11.8390,-2.9211,-0.0138,-1.9213,-0.0348,1.0000
11.9399,-2.8676,-0.0157,-1.8657,-0.0327,1.0020
12.0402,-2.8180,-0.0186,-1.8168,-0.0241,1.0013
12.1399,-2.7691,-0.0248,-1.7704,-0.0194,0.9986
12.2408,-2.7241,-0.0407,-1.7205,-0.0168,1.0039
12.3399,-2.6787,-0.0544,-1.6714,-0.0235,1.0078
12.4412,-2.6348,-0.0832,-1.6355,-0.0424,1.0001
12.5411,-2.5950,-0.1026,-1.5945,-0.0587,1.0015
12.6427,-2.5581,-0.1437,-1.5510,-0.0947,1.0083
12.7418,-2.5223,-0.1678,-1.5138,-0.1169,1.0098
12.8439,-2.4938,-0.2195,-1.4926,-0.1624,1.0028
12.9422,-2.4683,-0.2480,-1.4698,-0.1892,1.0002
13.0451,-2.4449,-0.3071,-1.4446,-0.2432,1.0023
13.1430,-2.4279,-0.3375,-1.4225,-0.2719,1.0076
13.2447,-2.4182,-0.4380,-1.4072,-0.3304,1.0167
13.3457,-2.4124,-0.4710,-1.3921,-0.4058,1.0223
13.4439,-2.4107,-0.5361,-1.3969,-0.4729,1.0158
13.5437,-2.4129,-0.5697,-1.4068,-0.5016,1.0084
13.6437,-2.4205,-0.6359,-1.4070,-0.5594,1.0163
13.7440,-2.4287,-0.6684,-1.4194,-0.5901,1.0123
13.8441,-2.4501,-0.7332,-1.4381,-0.6521,1.0152
13.9434,-2.4725,-0.7616,-1.4553,-0.6853,1.0201
14.0439,-2.4971,-0.8206,-1.4926,-0.7490,1.0070
14.1452,-2.5274,-0.8474,-1.5279,-0.7826,1.0016
14.2445,-2.5614,-0.8992,-1.5594,-0.8092,1.0060
14.3477,-2.5968,-0.9086,-1.5901,-0.8705,1.0073
14.4459,-2.6385,-0.9493,-1.6313,-0.8983,1.0085
14.5474,-2.6816,-0.9658,-1.6765,-0.9584,1.0052
14.6461,-2.7264,-0.9974,-1.7210,-0.9786,1.0055
14.7465,-2.7738,-1.0090,-1.7734,-1.0157,1.0005
14.8472,-2.8235,-1.0286,-1.8160,-1.0242,1.0075
14.9478,-2.8739,-1.0322,-1.8675,-1.0378,1.0064
15.0471,-2.9226,-1.0372,-1.9236,-1.0371,0.9990
15.1471,-2.9743,-1.0352,-1.9712,-1.0375,1.0031
15.2482,-3.0240,-1.0279,-2.0263,-1.0330,0.9977
15.3474,-3.0707,-1.0191,-2.0737,-1.0294,0.9970
15.4476,-3.1170,-0.9990,-2.1205,-1.0229,0.9969
15.5473,-3.1620,-0.9838,-2.1613,-1.0129,1.0011
15.6484,-3.2011,-0.9501,-2.2054,-1.0015,0.9970
15.7493,-3.2389,-0.9278,-2.2458,-0.9743,0.9942
15.8507,-3.2749,-0.8847,-2.2838,-0.9541,0.9935
15.9503,-3.3088,-0.8594,-2.3089,-0.9100,1.0012
16.0528,-3.3379,-0.8061,-2.3378,-0.8859,1.0033
16.1530,-3.3607,-0.7786,-2.3703,-0.8316,0.9918
16.2531,-3.3792,-0.7482,-2.3943,-0.8058,0.9866
16.3548,-3.3953,-0.6279,-2.4007,-0.7474,1.0017
16.4536,-3.4027,-0.5954,-2.4050,-0.7161,1.0049
16.5539,-3.4085,-0.5310,-2.4115,-0.6464,1.0037
16.6528,-3.4109,-0.4967,-2.4195,-0.6076,0.9976
16.7541,-3.4009,-0.4310,-2.4155,-0.5277,0.9901
16.8529,-3.3919,-0.3978,-2.4068,-0.4872,0.9891
16.9538,-3.3777,-0.3338,-2.3810,-0.4064,0.9993
17.0542,-3.3561,-0.3016,-2.3546,-0.3703,1.0039
17.1555,-3.3319,-0.2397,-2.3356,-0.3016,0.9982
17.2547,-3.3036,-0.2117,-2.3108,-0.2696,0.9945
17.3552,-3.2685,-0.1577,-2.2968,-0.2005,0.9726
17.4550,-3.2369,-0.1333,-2.2463,-0.1509,0.9908
17.5548,-3.1944,-0.0882,-2.2016,-0.1348,0.9939
17.6545,-3.1514,-0.0705,-2.1447,-0.1020,1.0072
17.7542,-3.1077,-0.0352,-2.1183,-0.0910,0.9909
17.8559,-3.0609,-0.0225,-2.0618,-0.0637,1.0000
17.9557,-3.0120,-0.0013,-2.0171,-0.0379,0.9957
18.0565,-2.9605,0.0058,-1.9666,-0.0221,0.9943
18.1557,-2.9132,0.0143,-1.9175,0.0034,0.9958
18.2572,-2.8570,0.0154,-1.8608,0.0118,0.9962
18.3580,-2.8219,-0.0280,-1.8120,0.0148,1.0109
18.4581,-2.7710,-0.0354,-1.7615,0.0123,1.0106
18.5576,-2.7238,-0.0527,-1.7181,0.0021,1.0072
18.6588,-2.6799,-0.0678,-1.6769,-0.0311,1.0037
18.7584,-2.6355,-0.0975,-1.6363,-0.0506,1.0003
18.8586,-2.5930,-0.1171,-1.5939,-0.0977,0.9992
18.9595,-2.5595,-0.1599,-1.5548,-0.1156,1.0057
19.0605,-2.5204,-0.1831,-1.5148,-0.1582,1.0059
19.1593,-2.4951,-0.2372,-1.4777,-0.2065,1.0179
19.2602,-2.4719,-0.2657,-1.4545,-0.2418,1.0177
19.3610,-2.4500,-0.3265,-1.4427,-0.2563,1.0097
19.4600,-2.4341,-0.3567,-1.4360,-0.2889,1.0004
19.5604,-2.4205,-0.4203,-1.4187,-0.3093,1.0079
19.6624,-2.4154,-0.4538,-1.4096,-0.3593,1.0102
19.7625,-2.4120,-0.5203,-1.4032,-0.3932,1.0167
19.8613,-2.4123,-0.5532,-1.4078,-0.4670,1.0082
19.9617,-2.4214,-0.6210,-1.4156,-0.5045,1.0125
20.0624,-2.4364,-0.6520,-1.4289,-0.6216,1.0080
20.1628,-2.4550,-0.7169,-1.4440,-0.6187,1.0157
20.2631,-2.4731,-0.7473,-1.4690,-0.6906,1.0057
20.3655,-2.5039,-0.7960,-1.4782,-0.7679,1.0261
20.4639,-2.5365,-0.8523,-1.5198,-0.7948,1.0183
20.5636,-2.5710,-0.9038,-1.5613,-0.8186,1.0133
20.6637,-2.6098,-0.9255,-1.5943,-0.8646,1.0173
20.7633,-2.6520,-0.9462,-1.6476,-0.8909,1.0058
20.8640,-2.6989,-0.9840,-1.6939,-0.9483,1.0056
20.9630,-2.7430,-0.9984,-1.7354,-0.9909,1.0076
21.0639,-2.7924,-1.0258,-1.7911,-1.0030,1.0016
21.1639,-2.8395,-1.0341,-1.8417,-1.0176,0.9980
21.2639,-2.8914,-1.0492,-1.8869,-1.0233,1.0048
21.3640,-2.9406,-1.0513,-1.9345,-1.0313,1.0063
21.4656,-2.9903,-1.0216,-1.9909,-1.0360,0.9995
21.5649,-3.0380,-1.0176,-2.0447,-1.0370,0.9935
21.6649,-3.0907,-1.0052,-2.0785,-1.0275,1.0125
21.7650,-3.1363,-0.9946,-2.1235,-1.0055,1.0129
21.8647,-3.1813,-0.9687,-2.1794,-0.9925,1.0022
21.9646,-3.2191,-0.9516,-2.2302,-0.9684,0.9890
22.0654,-3.2570,-0.9137,-2.2666,-0.9554,0.9913
22.1665,-3.2898,-0.8906,-2.2918,-0.9299,0.9987
22.2706,-3.3239,-0.8423,-2.3375,-0.9088,0.9886
22.3694,-3.3507,-0.8145,-2.3638,-0.8696,0.9884
22.4674,-3.3735,-0.7584,-2.3763,-0.8441,1.0008
22.5675,-3.3974,-0.7301,-2.3937,-0.7900,1.0054
22.6679,-3.4082,-0.6678,-2.4125,-0.7568,0.9996
22.7682,-3.4175,-0.6364,-2.4303,-0.6944,0.9888
22.8686,-3.4179,-0.5714,-2.4356,-0.6585,0.9861
22.9699,-3.4232,-0.5381,-2.4219,-0.5927,1.0027
23.0692,-3.4135,-0.4717,-2.4099,-0.5555,1.0071
23.1721,-3.4043,-0.4374,-2.4069,-0.4870,0.9986
23.2699,-3.3881,-0.3725,-2.3957,-0.4485,0.9953
23.3719,-3.3675,-0.3410,-2.3751,-0.3863,0.9934
23.4723,-3.3321,-0.2305,-2.3493,-0.3543,0.9906
23.5730,-3.3064,-0.2020,-2.3141,-0.2890,0.9961
23.6704,-3.2712,-0.1467,-2.2819,-0.2516,0.9948
23.7716,-3.2323,-0.1251,-2.2493,-0.1788,0.9845
23.8743,-3.1951,-0.0793,-2.2114,-0.1409,0.9856
23.9752,-3.1525,-0.0610,-2.1578,-0.0791,0.9949
24.0758,-3.1100,-0.0264,-2.1344,-0.0426,0.9757
24.1753,-3.0600,-0.0143,-2.0832,-0.0086,0.9768
24.2765,-3.0103,0.0071,-2.0226,-0.0045,0.9877
24.3747,-2.9638,0.0123,-1.9627,-0.0063,1.0013
24.4750,-2.9146,0.0209,-1.9154,-0.0030,0.9995
24.5759,-2.8610,0.0203,-1.8732,0.0009,0.9880
24.6751,-2.8122,0.0141,-1.8196,0.0073,0.9926
24.7755,-2.7636,0.0070,-1.7583,0.0109,1.0053
24.8751,-2.7226,-0.0027,-1.7089,0.0133,1.0138
24.9765,-2.6697,-0.0242,-1.6637,0.0093,1.0066
25.0763,-2.6336,-0.0399,-1.6306,-0.0071,1.0035
25.1762,-2.5892,-0.0755,-1.5916,-0.0208,0.9991
25.2768,-2.5537,-0.0975,-1.5516,-0.0559,1.0030
25.3773,-2.5194,-0.1437,-1.5189,-0.0797,1.0025
25.4797,-2.4812,-0.2391,-1.4888,-0.1289,0.9985
25.5778,-2.4590,-0.2943,-1.4591,-0.1618,1.0087
25.6807,-2.4396,-0.3242,-1.4361,-0.2345,1.0075
25.7782,-2.4226,-0.3851,-1.4207,-0.2752,1.0079
25.8793,-2.4114,-0.4177,-1.4138,-0.3557,0.9996
25.9789,-2.4045,-0.5152,-1.3935,-0.4021,1.0173
26.0810,-2.4010,-0.5153,-1.3934,-0.4715,1.0086
26.1799,-2.4057,-0.5816,-1.4011,-0.5048,1.0075
26.2824,-2.4158,-0.6485,-1.4114,-0.5708,1.0074
26.3815,-2.4282,-0.7131,-1.4231,-0.6032,1.0111
26.4851,-2.4540,-0.7218,-1.4466,-0.6698,1.0087
26.5812,-2.4806,-0.7799,-1.4631,-0.7049,1.0202
26.6806,-2.5051,-0.8082,-1.4918,-0.7699,1.0140
26.7824,-2.5369,-0.8619,-1.5260,-0.7992,1.0129
26.8813,-2.5740,-0.8858,-1.5676,-0.8561,1.0069
26.9818,-2.6103,-0.9069,-1.6081,-0.8807,1.0025
27.0816,-2.6551,-0.9473,-1.6542,-0.9227,1.0011
27.1826,-2.6985,-0.9643,-1.6920,-0.9340,1.0069
27.2828,-2.7437,-0.9922,-1.7435,-0.9524,1.0010
27.3835,-2.7919,-1.0037,-1.7883,-0.9636,1.0044
27.4844,-2.8410,-1.0205,-1.8329,-0.9869,1.0086
27.5846,-2.9007,-1.0254,-1.8881,-0.9995,1.0129
27.6845,-2.9516,-1.0289,-1.9471,-1.0207,1.0045
27.7845,-2.9994,-1.0260,-1.9844,-1.0283,1.0150
27.8839,-3.0514,-1.0175,-2.0380,-1.0304,1.0135
27.9851,-3.0970,-1.0089,-2.0961,-1.0240,1.0011
28.0848,-3.1425,-0.9865,-2.1501,-1.0080,0.9927
28.1861,-3.1823,-0.9713,-2.1862,-0.9971,0.9965
28.2861,-3.2261,-0.9346,-2.2193,-0.9717,1.0075
28.3886,-3.2589,-0.9112,-2.2624,-0.9543,0.9974
28.4873,-3.2922,-0.8646,-2.3031,-0.9162,0.9905
28.5877,-3.3235,-0.8360,-2.3242,-0.8936,1.0010
28.6891,-3.3446,-0.7825,-2.3460,-0.8687,1.0023
28.7888,-3.3658,-0.7534,-2.3698,-0.8160,0.9980
28.8888,-3.3818,-0.6913,-2.3923,-0.7872,0.9941
28.9885,-3.3919,-0.6594,-2.3940,-0.7222,0.9999
29.0902,-3.3979,-0.5943,-2.3973,-0.6901,1.0051
29.1891,-3.4013,-0.5608,-2.3982,-0.6225,1.0050
29.2892,-3.3962,-0.4936,-2.4006,-0.5915,1.0003
29.3927,-3.3855,-0.4593,-2.3970,-0.5234,0.9906
29.4925,-3.3737,-0.3947,-2.3830,-0.4921,0.9954
29.5937,-3.3420,-0.3234,-2.3523,-0.4235,0.9947
29.6947,-3.3200,-0.2629,-2.3320,-0.3875,0.9958
29.7947,-3.2902,-0.2349,-2.3169,-0.2775,0.9743
29.8948,-3.2573,-0.1825,-2.2835,-0.2451,0.9759
29.9952,-3.2256,-0.1574,-2.2270,-0.1862,0.9990
