time_s,leader_x_m,leader_y_m,follower_x_m,follower_y_m,distance_m
8.7244,-2.3157,-0.7050,-1.2626,-0.6140,1.0570
8.8246,-2.3460,-0.7326,-1.3016,-0.6472,1.0479
8.9253,-2.3787,-0.7864,-1.3494,-0.7087,1.0322
9.0258,-2.4114,-0.8070,-1.3941,-0.7405,1.0194
9.1257,-2.4646,-0.8436,-1.4343,-0.8812,1.0309
9.2257,-2.5077,-0.8581,-1.4843,-0.9037,1.0243
9.3250,-2.5523,-0.8855,-1.5433,-0.9321,1.0101
9.4258,-2.5970,-0.8995,-1.5990,-0.9267,0.9983
9.5257,-2.6429,-0.9190,-1.6374,-0.9071,1.0056
9.6285,-2.6940,-0.9186,-1.6832,-0.8979,1.0110
9.7264,-2.7446,-0.9137,-1.7386,-0.8850,1.0064
9.8281,-2.7957,-0.9114,-1.7953,-0.8875,1.0007
9.9278,-2.8426,-0.9071,-1.8357,-0.8915,1.0070
10.0277,-2.8890,-0.8970,-1.8867,-0.9071,1.0023
10.1301,-2.9273,-0.8688,-1.9490,-0.8906,0.9786
10.2301,-2.9702,-0.8506,-1.9916,-0.8982,0.9798
10.3300,-3.0106,-0.8140,-2.0188,-0.8917,0.9949
10.4289,-3.0528,-0.7960,-2.0518,-0.8705,1.0038
10.5299,-3.0859,-0.7537,-2.0974,-0.8498,0.9931
10.6291,-3.1049,-0.7265,-2.1387,-0.7962,0.9688
10.7316,-3.1399,-0.6190,-2.1652,-0.7613,0.9850
10.8296,-3.1634,-0.5902,-2.1681,-0.6909,1.0004
10.9310,-3.1883,-0.5306,-2.1722,-0.6510,1.0232
11.0300,-3.2034,-0.5008,-2.1956,-0.5732,1.0104
11.1310,-3.1967,-0.4358,-2.2296,-0.5350,0.9722
11.2305,-3.1959,-0.4021,-2.2398,-0.4562,0.9577
11.3338,-3.1981,-0.3697,-2.2312,-0.4203,0.9682
11.4326,-3.1962,-0.3028,-2.2023,-0.3499,0.9950
11.5319,-3.1868,-0.2723,-2.1905,-0.3218,0.9975
11.6329,-3.1568,-0.2090,-2.1938,-0.2743,0.9652
11.7345,-3.1324,-0.1783,-2.1832,-0.2509,0.9520
11.8327,-3.1102,-0.1198,-2.1473,-0.2081,0.9670
11.9333,-3.0868,-0.0905,-2.1065,-0.1818,0.9846
12.0330,-3.0546,-0.0368,-2.0655,-0.1239,0.9930
12.1336,-3.0134,-0.0130,-2.0360,-0.0929,0.9807
12.2352,-2.9653,0.0243,-1.9968,0.0311,0.9685
12.3349,-2.9254,0.0420,-1.9373,0.0481,0.9882
12.4345,-2.8792,0.0781,-1.8766,0.0755,1.0026
12.5341,-2.8328,0.0872,-1.8307,0.0787,1.0021
12.6355,-2.7805,0.1082,-1.7904,0.0822,0.9904
12.7351,-2.7370,0.1105,-1.7385,0.0803,0.9990
12.8360,-2.6855,0.0947,-1.6796,0.0752,1.0061
12.9349,-2.6310,0.0960,-1.6311,0.0798,1.0001
13.0358,-2.5860,0.0922,-1.5831,0.0899,1.0029
13.1357,-2.5447,0.0825,-1.5250,0.0922,1.0197
13.2366,-2.5000,0.0514,-1.4993,0.0673,1.0008
13.3372,-2.4516,0.0365,-1.4591,0.0653,0.9929
13.4364,-2.4102,0.0054,-1.4104,0.0614,1.0014
13.5372,-2.3681,-0.0173,-1.3566,0.0490,1.0137
13.6374,-2.3435,-0.0629,-1.3251,0.0159,1.0215
13.7380,-2.3174,-0.0909,-1.2959,-0.0128,1.0245
13.8383,-2.2843,-0.1457,-1.2846,-0.0778,1.0020
13.9382,-2.2559,-0.1729,-1.2698,-0.1090,0.9881
14.0379,-2.2378,-0.2308,-1.2334,-0.1755,1.0060
14.1388,-2.2253,-0.2352,-1.1954,-0.2375,1.0298
14.2403,-2.2254,-0.2965,-1.1717,-0.2324,1.0556
14.3415,-2.2206,-0.3638,-1.1820,-0.2875,1.0414
14.4399,-2.2134,-0.4296,-1.2014,-0.3330,1.0166
14.5403,-2.2149,-0.4619,-1.2052,-0.3671,1.0141
14.6415,-2.2402,-0.5256,-1.1964,-0.4352,1.0478
14.7400,-2.2589,-0.5564,-1.2128,-0.5054,1.0474
14.8440,-2.2733,-0.6481,-1.2484,-0.5340,1.0312
14.9415,-2.2980,-0.6791,-1.2912,-0.5937,1.0104
15.0416,-2.3207,-0.7371,-1.3164,-0.6320,1.0098
15.1425,-2.3636,-0.7598,-1.3297,-0.6690,1.0379
15.2417,-2.4032,-0.8059,-1.3629,-0.7888,1.0404
15.3433,-2.4374,-0.8274,-1.4187,-0.8419,1.0188
15.4418,-2.4783,-0.8716,-1.4786,-0.8508,0.9999
15.5431,-2.5198,-0.8860,-1.5116,-0.8560,1.0086
15.6440,-2.5648,-0.9004,-1.5395,-0.8662,1.0259
15.7446,-2.6202,-0.9156,-1.5909,-0.8764,1.0301
15.8449,-2.6668,-0.9225,-1.6503,-0.8869,1.0171
15.9438,-2.7175,-0.9363,-1.7062,-0.9118,1.0116
16.0441,-2.7602,-0.9336,-1.7583,-0.9263,1.0019
16.1437,-2.8129,-0.9335,-1.8084,-0.9471,1.0046
16.2451,-2.8595,-0.9242,-1.8544,-0.9468,1.0054
16.3454,-2.9100,-0.9033,-1.9029,-0.9408,1.0078
16.4455,-2.9547,-0.8954,-1.9584,-0.9265,0.9968
16.5466,-3.0015,-0.8703,-2.0096,-0.9140,0.9928
16.6472,-3.0288,-0.8511,-2.0488,-0.8855,0.9805
16.7456,-3.0675,-0.8032,-2.0750,-0.8686,0.9947
16.8506,-3.1018,-0.7192,-2.0884,-0.8318,1.0196
16.9470,-3.1370,-0.6717,-2.1201,-0.8061,1.0257
17.0472,-3.1652,-0.6428,-2.1589,-0.7424,1.0112
17.1484,-3.1725,-0.5888,-2.1904,-0.7026,0.9887
17.2490,-3.1827,-0.5577,-2.2045,-0.5439,0.9783
17.3481,-3.1991,-0.4923,-2.2015,-0.5077,0.9977
17.4470,-3.2110,-0.4621,-2.2030,-0.4530,1.0081
17.5489,-3.2136,-0.3974,-2.2196,-0.4408,0.9950
17.6517,-3.1970,-0.3642,-2.2451,-0.4265,0.9539
17.7504,-3.1833,-0.2988,-2.2470,-0.4137,0.9432
17.8500,-3.1749,-0.2668,-2.2250,-0.3785,0.9564
17.9496,-3.1604,-0.2023,-2.1911,-0.3464,0.9800
18.0515,-3.1372,-0.1399,-2.1625,-0.2744,0.9839
18.1516,-3.1030,-0.1152,-2.1443,-0.2347,0.9662
18.2514,-3.0698,-0.0633,-2.1114,-0.1559,0.9628
18.3528,-3.0354,-0.0387,-2.0677,-0.1235,0.9714
18.4534,-3.0049,0.0113,-2.0253,-0.0573,0.9821
18.5522,-2.9672,0.0300,-1.9841,-0.0250,0.9846
18.6528,-2.9130,0.0579,-1.9431,0.0343,0.9702
18.7530,-2.8664,0.0688,-1.8858,0.0510,0.9808
18.8552,-2.8173,0.0927,-1.8281,0.0806,0.9893
18.9555,-2.7711,0.0816,-1.7732,0.0908,0.9979
19.0562,-2.7201,0.0879,-1.7226,0.0967,0.9976
19.1571,-2.6716,0.0818,-1.6793,0.0503,0.9928
19.2553,-2.6254,0.0719,-1.6231,0.0451,1.0026
19.3565,-2.5735,0.0667,-1.5732,0.0536,1.0005
19.4562,-2.5287,0.0553,-1.5285,0.0698,1.0003
19.5580,-2.4847,0.0390,-1.4768,0.0715,1.0084
19.6573,-2.4489,-0.0003,-1.4349,0.0649,1.0161
19.7573,-2.4097,-0.0199,-1.4066,0.0460,1.0053
19.8585,-2.3705,-0.0613,-1.3794,-0.0016,0.9929
19.9592,-2.3310,-0.0843,-1.3365,-0.0267,0.9962
20.0606,-2.3079,-0.1371,-1.2945,-0.0829,1.0148
20.1611,-2.2891,-0.1679,-1.2708,-0.1127,1.0198
20.2614,-2.2689,-0.2300,-1.2571,-0.1436,1.0154
20.3595,-2.2448,-0.2620,-1.2508,-0.1975,0.9960
20.4607,-2.2296,-0.3222,-1.2270,-0.2269,1.0071
20.5618,-2.2265,-0.3563,-1.1947,-0.2931,1.0337
20.6619,-2.2349,-0.4211,-1.1816,-0.3244,1.0578
20.7618,-2.2398,-0.4543,-1.1982,-0.3888,1.0436
20.8627,-2.2426,-0.5207,-1.2175,-0.4186,1.0302
20.9635,-2.2490,-0.5636,-1.2488,-0.4822,1.0035
21.0628,-2.2728,-0.6251,-1.2608,-0.5135,1.0182
21.1627,-2.2980,-0.6556,-1.2692,-0.5799,1.0315
21.2637,-2.3225,-0.6838,-1.2845,-0.6445,1.0387
21.3642,-2.3499,-0.7403,-1.3403,-0.7119,1.0100
21.4632,-2.3754,-0.7961,-1.3801,-0.7349,0.9972
21.5641,-2.4175,-0.8132,-1.4096,-0.7740,1.0086
21.6645,-2.4670,-0.8304,-1.4246,-0.7937,1.0430
21.7647,-2.5109,-0.8614,-1.4678,-0.8338,1.0435
21.8643,-2.5549,-0.8770,-1.5218,-0.8469,1.0335
21.9651,-2.5982,-0.9068,-1.5846,-0.8702,1.0143
22.0665,-2.6484,-0.9139,-1.6382,-0.8805,1.0108
22.1649,-2.6958,-0.9173,-1.6899,-0.8981,1.0061
22.2651,-2.7451,-0.9185,-1.7398,-0.9048,1.0054
22.3654,-2.7954,-0.9175,-1.7900,-0.9193,1.0054
22.4674,-2.8452,-0.9135,-1.8422,-0.9237,1.0031
22.5673,-2.8878,-0.9000,-1.8983,-0.9284,0.9900
22.6659,-2.9300,-0.8841,-1.9461,-0.9195,0.9845
22.7656,-2.9775,-0.8525,-1.9779,-0.8961,1.0006
22.8668,-3.0176,-0.8350,-2.0060,-0.8814,1.0126
22.9677,-3.0650,-0.7806,-2.0574,-0.8483,1.0098
23.0685,-3.0940,-0.7571,-2.1039,-0.8228,0.9923
23.1701,-3.1186,-0.7041,-2.1538,-0.7156,0.9649
23.2690,-3.1446,-0.6768,-2.1707,-0.6922,0.9741
23.3689,-3.1706,-0.6208,-2.1661,-0.6544,1.0050
23.4694,-3.1962,-0.5909,-2.1830,-0.6413,1.0145
23.5704,-3.2001,-0.5313,-2.2215,-0.6092,0.9817
23.6713,-3.2039,-0.4971,-2.2381,-0.5846,0.9698
23.7711,-3.2067,-0.4311,-2.2386,-0.5234,0.9725
23.8721,-3.2070,-0.3984,-2.2242,-0.4875,0.9869
23.9736,-3.2101,-0.3306,-2.2133,-0.4537,1.0044
24.0733,-3.1958,-0.2991,-2.2098,-0.3764,0.9891
24.1734,-3.1676,-0.2383,-2.2011,-0.3414,0.9719
24.2744,-3.1494,-0.2072,-2.1750,-0.2661,0.9762
24.3754,-3.1237,-0.1462,-2.1322,-0.2235,0.9945
24.4746,-3.1038,-0.1170,-2.1066,-0.1533,0.9979
24.5738,-3.0605,-0.0653,-2.0801,-0.1223,0.9821
24.6745,-3.0224,-0.0460,-2.0415,-0.0632,0.9810
24.7738,-2.9796,-0.0065,-1.9926,-0.0420,0.9876
24.8750,-2.9396,0.0135,-1.9410,-0.0058,0.9987
24.9740,-2.8980,0.0522,-1.8999,0.0074,0.9991
25.0762,-2.8478,0.0593,-1.8605,0.0378,0.9875
25.1754,-2.7960,0.0701,-1.8087,0.0461,0.9877
25.2763,-2.7458,0.0752,-1.7481,0.0655,0.9977
25.3758,-2.6964,0.0841,-1.6891,0.0727,1.0074
25.4757,-2.6462,0.0838,-1.6503,0.0899,0.9960
25.5765,-2.6018,0.0805,-1.6067,0.0923,0.9951
25.6756,-2.5503,0.0629,-1.5565,0.0929,0.9943
25.7770,-2.5065,0.0496,-1.5116,0.0860,0.9956
25.8778,-2.4564,0.0247,-1.4564,0.0631,1.0008
25.9770,-2.4131,0.0107,-1.4083,0.0501,1.0056
26.0774,-2.3796,-0.0235,-1.3617,0.0183,1.0187
26.1774,-2.3486,-0.0475,-1.3311,-0.0005,1.0186
26.2804,-2.3176,-0.1003,-1.3385,-0.0969,0.9792
26.3773,-2.2869,-0.1269,-1.3058,-0.1102,0.9812
26.4786,-2.2525,-0.1803,-1.2543,-0.1374,0.9991
26.5804,-2.2409,-0.2095,-1.2175,-0.1496,1.0251
26.6799,-2.2383,-0.2726,-1.2087,-0.1844,1.0334
26.7832,-2.2250,-0.3038,-1.2098,-0.2115,1.0194
26.8822,-2.2154,-0.3712,-1.2241,-0.2668,0.9968
26.9829,-2.2109,-0.4048,-1.2154,-0.3044,1.0005
27.0833,-2.2210,-0.5122,-1.1925,-0.3787,1.0371
27.1844,-2.2388,-0.5438,-1.1874,-0.4189,1.0589
27.2837,-2.2565,-0.6077,-1.2108,-0.4965,1.0516
27.3836,-2.2701,-0.6383,-1.2455,-0.5354,1.0298
27.4846,-2.2830,-0.7014,-1.2862,-0.6105,1.0009
27.5844,-2.3181,-0.7274,-1.3120,-0.6482,1.0093
27.6845,-2.3590,-0.7776,-1.3261,-0.7209,1.0344
27.7849,-2.3920,-0.8005,-1.3564,-0.7524,1.0367
27.8872,-2.4300,-0.8489,-1.4159,-0.8082,1.0150
27.9869,-2.4721,-0.8690,-1.4688,-0.8281,1.0041
28.0888,-2.5051,-0.8886,-1.5034,-0.8669,1.0019
28.1881,-2.5665,-0.9140,-1.5452,-0.8757,1.0220
28.2896,-2.6150,-0.9329,-1.5635,-0.8803,1.0528
28.3898,-2.6602,-0.9424,-1.6204,-0.8925,1.0410
28.4879,-2.7114,-0.9590,-1.6747,-0.9048,1.0381
28.5878,-2.7609,-0.9408,-1.7408,-0.9297,1.0202
28.6888,-2.8079,-0.9459,-1.7901,-0.9394,1.0179
28.7877,-2.8571,-0.9394,-1.8587,-0.9521,0.9985
28.8884,-2.9058,-0.9249,-1.9049,-0.9512,1.0013
28.9874,-2.9495,-0.9129,-1.9616,-0.9465,0.9885
29.0919,-2.9925,-0.8412,-2.0046,-0.9295,0.9918
29.1900,-3.0313,-0.8193,-2.0385,-0.9054,0.9965
29.2894,-3.0644,-0.7746,-2.0579,-0.8814,1.0122
29.3892,-3.1026,-0.7529,-2.0932,-0.7824,1.0098
29.4890,-3.1378,-0.7060,-2.1305,-0.7827,1.0103
29.5895,-3.1553,-0.6787,-2.1722,-0.7101,0.9836
29.6908,-3.1659,-0.6492,-2.1937,-0.6431,0.9722
29.7910,-3.1859,-0.5852,-2.1946,-0.5876,0.9913
29.8913,-3.2007,-0.5544,-2.1940,-0.5983,1.0076
29.9916,-3.2135,-0.4917,-2.2103,-0.5587,1.0055
