time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m,nearest_formation_error_m
41.5983,-1.7324,0.7846,0.3109,-0.0391,0.3133,-1.7505,-1.2196,-0.0585,0.0461,0.0745,2.0043,nan
41.6986,-1.7025,0.7801,0.3005,-0.0478,0.3043,-1.7542,-1.2144,-0.0391,0.0517,0.0648,1.9952,nan
41.7986,-1.6697,0.7760,0.3124,-0.0487,0.3161,-1.7619,-1.2096,-0.0513,0.0583,0.0776,1.9877,nan
41.8983,-1.6387,0.7697,0.3098,-0.0623,0.3160,-1.7630,-1.2080,-0.0155,0.0224,0.0272,1.9816,nan
41.9988,-1.6065,0.7667,0.3332,-0.0461,0.3363,-1.7683,-1.2035,-0.0278,0.0366,0.0459,1.9769,nan
42.0990,-1.5775,0.7610,0.2924,-0.0784,0.3027,-1.7694,-1.2003,-0.0106,0.0329,0.0346,1.9707,nan
42.1995,-1.5475,0.7530,0.3092,-0.0839,0.3204,-1.7713,-1.1987,-0.0187,0.0156,0.0243,1.9644,nan
42.3003,-1.5172,0.7436,0.3034,-0.0950,0.3179,-1.7699,-1.1964,0.0114,0.0201,0.0231,1.9563,nan
42.4009,-1.4905,0.7352,0.2786,-0.0885,0.2923,-1.7703,-1.1966,0.0069,0.0052,0.0086,1.9519,nan
42.5017,-1.4584,0.7279,0.2990,-0.0902,0.3123,-1.7658,-1.1964,0.0399,-0.0017,0.0400,1.9488,nan
42.6010,-1.4309,0.7181,0.2731,-0.1194,0.2980,-1.7655,-1.1943,0.0189,0.0102,0.0214,1.9415,nan
42.7016,-1.4033,0.7053,0.2736,-0.1267,0.3016,-1.7598,-1.1965,0.0528,-0.0031,0.0529,1.9350,nan
42.8011,-1.3745,0.6922,0.2821,-0.1316,0.3113,-1.7578,-1.1991,0.0330,-0.0221,0.0397,1.9297,nan
42.9021,-1.3512,0.6813,0.2410,-0.1222,0.2702,-1.7526,-1.2022,0.0612,-0.0419,0.0741,1.9258,nan
43.0018,-1.3197,0.6685,0.2904,-0.1289,0.3178,-1.7514,-1.2033,0.0300,-0.0253,0.0392,1.9209,nan
43.1021,-1.2949,0.6567,0.2530,-0.1432,0.2907,-1.7424,-1.2099,0.0568,-0.0542,0.0786,1.9195,nan
43.2024,-1.3005,0.6299,0.2457,-0.1633,0.2950,-1.7377,-1.2131,0.0519,-0.0430,0.0674,1.8941,nan
43.3023,-1.2785,0.6134,0.2246,-0.1640,0.2781,-1.7280,-1.2210,0.0744,-0.0688,0.1013,1.8886,nan
43.4025,-1.2507,0.5993,0.2614,-0.1486,0.3007,-1.7187,-1.2252,0.0889,-0.0529,0.1034,1.8836,nan
43.5034,-1.2278,0.5838,0.2375,-0.1404,0.2759,-1.7123,-1.2325,0.0561,-0.0699,0.0896,1.8798,nan
43.6029,-1.2032,0.5659,0.2278,-0.1878,0.2952,-1.6986,-1.2393,0.1136,-0.0710,0.1340,1.8719,nan
43.7034,-1.1837,0.5457,0.2051,-0.1981,0.2851,-1.6882,-1.2502,0.0983,-0.0933,0.1355,1.8654,nan
43.8051,-1.1599,0.5245,0.2256,-0.2093,0.3077,-1.6734,-1.2608,0.1378,-0.1059,0.1738,1.8576,nan
43.9034,-1.1419,0.5068,0.1862,-0.1952,0.2698,-1.6590,-1.2713,0.1559,-0.1008,0.1856,1.8518,nan
44.0032,-1.1173,0.4906,0.2264,-0.1740,0.2855,-1.6454,-1.2839,0.1464,-0.1221,0.1906,1.8514,nan
44.1036,-1.1003,0.4682,0.1712,-0.2129,0.2732,-1.6284,-1.2940,0.1831,-0.1060,0.2116,1.8396,nan
44.2033,-1.0832,0.4438,0.1692,-0.2362,0.2906,-1.6145,-1.3096,0.1598,-0.1452,0.2159,1.8322,nan
44.3038,-1.0622,0.4218,0.1889,-0.2288,0.2967,-1.6010,-1.3245,0.1458,-0.1536,0.2118,1.8275,nan
44.4038,-1.0476,0.3983,0.1562,-0.2330,0.2805,-1.5887,-1.3409,0.1383,-0.1636,0.2142,1.8214,nan
44.5047,-1.0273,0.3770,0.1765,-0.2188,0.2812,-1.5675,-1.3566,0.1860,-0.1742,0.2548,1.8158,nan
44.6036,-1.0115,0.3519,0.1425,-0.2554,0.2925,-1.5478,-1.3711,0.2030,-0.1544,0.2550,1.8045,nan
44.7042,-0.9976,0.3275,0.1284,-0.2474,0.2787,-1.5241,-1.3879,0.2003,-0.1727,0.2644,1.7944,nan
44.8048,-0.9819,0.3024,0.1469,-0.2508,0.2906,-1.5014,-1.4049,0.2251,-0.1754,0.2854,1.7846,nan
44.9047,-0.9698,0.2740,0.1332,-0.2745,0.3051,-1.5174,-1.4514,0.2287,-0.1798,0.2909,1.8102,nan
45.0048,-0.9557,0.2502,0.1370,-0.2485,0.2838,-1.4914,-1.4707,0.2548,-0.1965,0.3217,1.8024,nan
