control_dt,reference_dt,min_h_20hz,min_h_1khz,min_distance_20hz,min_distance_1khz,min_h_difference
0.05,0.001,0.006602635494278308,0.008399768517452055,0.8041160584730779,0.8052327418314857,-0.001797133023173747
