scenario_count,ideal_safe_count,physical_violation_count,qp_infeasible_count,both_count,unverified_count,reference_checked_count,min_distance_20hz,min_distance_1khz_checked
4,3,1,0,0,0,4,0.7529543621646865,0.6850196105507679
