clearance,radial_speed,lateral_speed,nominal_speed,bearing_rad,min_h_20hz,min_distance_20hz,min_psi2_20hz,infeasible_steps_20hz,braking_steps_20hz,reference_checked,min_h_1khz,min_distance_1khz,classification,ideal_safe
0.1,0.0,0.0,0.8,0.0,0.0006088503727961214,0.80038044102339,-6.661338147750939e-16,0,0,True,0.0007595824951563968,0.8004745982822669,ideal_safe,True
0.1,0.5,0.0,0.8,0.0,-0.07305972849717024,0.7529543621646865,-6.661338147750939e-16,0,0,True,-0.17074813316087445,0.6850196105507679,physical_violation,False
0.4,0.0,0.0,0.8,0.0,0.0028614550082911583,0.8017864148314633,-5.273559366969494e-16,0,0,True,0.0036390808774316996,0.802271201575522,ideal_safe,True
0.4,0.5,0.0,0.8,0.0,0.0010772180076127347,0.8006729781924783,-6.661338147750939e-16,0,0,True,0.0013766002013095857,0.8008599129693718,ideal_safe,True
