time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0000,-1.5391,-0.2552,-0.2707,0.1168,0.2948,3.0062,-0.0042,-0.0003,-0.0337,0.0337,4.5522
0.0980,-1.5609,-0.2445,-0.2449,0.1192,0.2724,3.0059,0.0022,-0.0156,0.0104,0.0187,4.5734
0.1963,-1.5898,-0.2319,-0.2585,0.1246,0.2870,3.0049,-0.0045,-0.0115,-0.0371,0.0388,4.6003
0.2976,-1.6152,-0.2209,-0.2739,0.1060,0.2937,3.0072,0.0039,0.0065,0.0373,0.0378,4.6278
0.4068,-1.6379,-0.2053,-0.2361,0.1391,0.2741,3.0056,0.0012,-0.0073,-0.0031,0.0079,4.6481
0.5036,-1.6667,-0.1921,-0.2727,0.1481,0.3103,3.0071,0.0017,0.0057,-0.0084,0.0102,4.6778
0.6016,-1.6920,-0.1802,-0.2688,0.1238,0.2959,3.0072,0.0059,0.0027,0.0240,0.0241,4.7029
0.6999,-1.7171,-0.1677,-0.2591,0.1285,0.2893,3.0110,0.0074,0.0249,0.0272,0.0369,4.7313
0.8003,-1.7389,-0.1554,-0.2362,0.1324,0.2708,3.0097,0.0020,-0.0280,-0.0252,0.0377,4.7512
0.8988,-1.7672,-0.1399,-0.2685,0.1460,0.3056,2.9974,0.0065,-0.1240,0.0188,0.1254,4.7669
1.0020,-1.7902,-0.1254,-0.2483,0.1482,0.2892,2.9849,0.0054,-0.1572,0.0010,0.1572,4.7769
1.1007,-1.8166,-0.1135,-0.2651,0.1311,0.2957,2.9649,0.0052,-0.2100,0.0002,0.2100,4.7829
1.2006,-1.8348,-0.0989,-0.2180,0.1425,0.2604,2.9453,0.0038,-0.2240,-0.0084,0.2241,4.7812
1.2991,-1.8637,-0.0850,-0.2120,0.1386,0.2533,2.9155,0.0068,-0.2739,0.0160,0.2744,4.7801
1.4005,-1.8899,-0.0714,-0.2566,0.1463,0.2954,2.8808,0.0047,-0.3398,-0.0045,0.3398,4.7713
1.5017,-1.9141,-0.0551,-0.2395,0.1573,0.2865,2.8472,0.0100,-0.3497,0.0286,0.3509,4.7617
1.6049,-1.9450,-0.0396,-0.2774,0.1580,0.3192,2.8067,0.0139,-0.3956,0.0376,0.3974,4.7520
1.7054,-1.9687,-0.0267,-0.2784,0.1400,0.3117,2.7709,0.0155,-0.3904,0.0227,0.3911,4.7398
1.8033,-1.9884,-0.0107,-0.2121,0.1552,0.2628,2.7321,0.0200,-0.3951,0.0413,0.3973,4.7206
1.9111,-2.0102,-0.0024,-0.2435,0.1332,0.2776,2.6904,0.0280,-0.4070,0.0539,0.4106,4.7007
2.0166,-2.0399,0.0162,-0.2509,0.1481,0.2914,2.6476,0.0305,-0.4233,0.0385,0.4251,4.6875
2.1101,-2.0657,0.0310,-0.2543,0.1492,0.2948,2.6116,0.0391,-0.4269,0.0752,0.4335,4.6773
2.2096,-2.0881,0.0474,-0.2334,0.1636,0.2850,2.5625,0.0445,-0.4264,0.0545,0.4299,4.6506
2.3120,-2.1114,0.0633,-0.2319,0.1629,0.2834,2.5237,0.0585,-0.4404,0.1126,0.4546,4.6351
2.4107,-2.1384,0.0775,-0.2688,0.1450,0.3054,2.4749,0.0641,-0.4417,0.0779,0.4485,4.6133
2.5093,-2.1635,0.0918,-0.2511,0.1465,0.2908,2.4365,0.0735,-0.4433,0.0977,0.4539,4.6000
2.6198,-2.1861,0.1050,-0.2341,0.1427,0.2742,2.3895,0.0810,-0.4282,0.0745,0.4346,4.5756
2.7123,-2.2045,0.1730,-0.2353,0.1388,0.2732,2.3424,0.0971,-0.4512,0.1240,0.4679,4.5475
2.8113,-2.2343,0.1889,-0.2859,0.1521,0.3238,2.2980,0.1092,-0.4459,0.1247,0.4630,4.5330
2.9129,-2.2594,0.2011,-0.2546,0.1215,0.2821,2.2560,0.1180,-0.4453,0.0960,0.4555,4.5162
3.0130,-2.2846,0.2127,-0.2461,0.1111,0.2700,2.2115,0.1333,-0.4500,0.1251,0.4670,4.4967
3.1137,-2.3081,0.2234,-0.2385,0.1147,0.2646,2.1673,0.1479,-0.4424,0.1487,0.4667,4.4760
3.2116,-2.3345,0.2383,-0.2656,0.1390,0.2998,2.1233,0.1627,-0.4458,0.1544,0.4718,4.4585
3.3123,-2.3588,0.2508,-0.2450,0.1293,0.2770,2.0797,0.1743,-0.4367,0.1225,0.4535,4.4392
3.4126,-2.3893,0.2620,-0.2767,0.1247,0.3035,2.0143,0.2004,-0.4623,0.1599,0.4891,4.4041
3.5123,-2.4158,0.2739,-0.2665,0.1236,0.2937,1.9718,0.2129,-0.4275,0.1307,0.4470,4.3880
