time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0012,-2.2667,0.5699,0.2204,-0.0728,0.2321,2.8208,0.0921,-0.3542,0.1648,0.3906,5.1099
0.1010,-2.2381,0.5644,0.2460,-0.0717,0.2563,2.7826,0.1114,-0.3713,0.1789,0.4122,5.0410
0.2006,-2.2122,0.5563,0.2536,-0.0825,0.2667,2.7424,0.1307,-0.3977,0.1958,0.4433,4.9729
0.3005,-2.1894,0.5483,0.2501,-0.0772,0.2617,2.7036,0.1468,-0.3820,0.1682,0.4174,4.9095
0.4001,-2.1669,0.5383,0.2315,-0.0977,0.2513,2.6591,0.1674,-0.4301,0.1992,0.4740,4.8402
0.5006,-2.1408,0.5273,0.2424,-0.1153,0.2685,2.6194,0.1858,-0.3964,0.1946,0.4416,4.7724
0.6014,-2.1211,0.5191,0.2083,-0.0958,0.2293,2.5728,0.2086,-0.4469,0.2211,0.4986,4.7041
0.7003,-2.0999,0.5047,0.1936,-0.1314,0.2340,2.5310,0.2251,-0.4392,0.1989,0.4821,4.6394
0.8009,-2.0763,0.4944,0.2214,-0.1143,0.2492,2.4854,0.2416,-0.4521,0.1751,0.4848,4.5687
0.9010,-2.0571,0.4807,0.2158,-0.1267,0.2503,2.4445,0.2640,-0.4292,0.2145,0.4798,4.5068
1.0016,-2.0426,0.4646,0.1626,-0.1549,0.2246,2.4042,0.2805,-0.4099,0.1787,0.4471,4.4506
1.1014,-2.0229,0.4495,0.1714,-0.1543,0.2306,2.3559,0.2966,-0.4548,0.1763,0.4878,4.3814
1.2030,-2.0035,0.4362,0.1849,-0.1410,0.2325,2.3155,0.3127,-0.4187,0.1630,0.4493,4.3207
1.3037,-1.9889,0.4171,0.1569,-0.1685,0.2302,2.2679,0.3270,-0.4626,0.1523,0.4871,4.2577
1.4039,-1.9735,0.4006,0.1521,-0.1687,0.2271,2.2243,0.3418,-0.4365,0.1442,0.4597,4.1982
1.5048,-1.9571,0.3793,0.1652,-0.1995,0.2590,2.1800,0.3564,-0.4481,0.1429,0.4703,4.1372
1.6042,-1.9415,0.3612,0.1559,-0.1877,0.2440,2.1361,0.3658,-0.4184,0.1111,0.4329,4.0776
1.7073,-1.9281,0.3424,0.1341,-0.1885,0.2313,2.0885,0.3840,-0.4546,0.0891,0.4633,4.0168
1.8053,-1.9176,0.3207,0.1099,-0.2115,0.2384,2.0457,0.3926,-0.4273,0.0750,0.4338,3.9639
1.9049,-1.9059,0.2988,0.1068,-0.2177,0.2425,2.0029,0.4002,-0.4263,0.0678,0.4316,3.9101
