time_s,leader_x_m,leader_y_m,leader_vx_map_ms,leader_vy_map_ms,leader_v_ms,leader_yaw_rad,leader_omega_rads,follower_x_m,follower_y_m,follower_vx_map_ms,follower_vy_map_ms,follower_v_ms,follower_yaw_rad,follower_omega_rads,distance_m
0.0000,-0.0160,1.6635,-0.2607,-0.1548,0.3032,-0.0137,-0.0013,-1.8174,1.8385,0.3862,-0.0788,0.3942,-0.0051,0.0145,1.8099
0.0194,-0.0160,1.6635,-0.2607,-0.1548,0.3032,-0.0137,-0.0013,-1.8143,1.8380,0.3852,-0.0782,0.3930,-0.0030,0.0058,1.8067
0.0197,-0.0160,1.6635,-0.2607,-0.1548,0.3032,-0.0137,-0.0013,-1.8114,1.8374,0.3852,-0.0782,0.3930,-0.0010,0.0058,1.8038
0.0293,-0.0195,1.6613,-0.2580,-0.1543,0.3006,-0.0146,0.0018,-1.8084,1.8369,0.3832,-0.0776,0.3910,0.0004,0.0071,1.7975
0.0295,-0.0216,1.6599,-0.2580,-0.1543,0.3006,-0.0153,0.0018,-1.8052,1.8362,0.3832,-0.0776,0.3910,0.0044,0.0071,1.7924
0.0496,-0.0236,1.6584,-0.2565,-0.1544,0.2994,-0.0159,0.0069,-1.8018,1.8354,0.3826,-0.0777,0.3904,0.0067,0.0070,1.7870
0.0499,-0.0253,1.6573,-0.2565,-0.1544,0.2994,-0.0161,0.0069,-1.7992,1.8348,0.3824,-0.0776,0.3902,0.0097,0.0027,1.7828
0.0699,-0.0273,1.6558,-0.2543,-0.1542,0.2974,-0.0163,0.0073,-1.7960,1.8341,0.3814,-0.0774,0.3892,0.0125,0.0029,1.7778
0.0703,-0.0293,1.6542,-0.2533,-0.1542,0.2965,-0.0162,0.0069,-1.7928,1.8334,0.3809,-0.0774,0.3887,0.0147,0.0019,1.7726
0.0796,-0.0310,1.6529,-0.2524,-0.1544,0.2959,-0.0161,0.0064,-1.7902,1.8328,0.3807,-0.0776,0.3885,0.0167,0.0018,1.7683
0.0800,-0.0330,1.6514,-0.2524,-0.1544,0.2959,-0.0161,0.0064,-1.7870,1.8322,0.3807,-0.0776,0.3885,0.0180,0.0018,1.7633
0.0997,-0.0349,1.6501,-0.2500,-0.1540,0.2937,-0.0160,0.0099,-1.7841,1.8316,0.3798,-0.0773,0.3876,0.0196,-0.0035,1.7586
0.1001,-0.0364,1.6490,-0.2500,-0.1540,0.2937,-0.0159,0.0099,-1.7816,1.8312,0.3801,-0.0777,0.3879,0.0208,-0.0037,1.7546
0.1196,-0.0384,1.6476,-0.2480,-0.1533,0.2916,-0.0158,0.0083,-1.7785,1.8305,0.3781,-0.0772,0.3859,0.0222,-0.0019,1.7496
0.1200,-0.0404,1.6462,-0.2480,-0.1533,0.2916,-0.0158,0.0083,-1.7756,1.8298,0.3781,-0.0772,0.3859,0.0248,-0.0019,1.7450
0.1295,-0.0423,1.6447,-0.2462,-0.1534,0.2901,-0.0157,0.0060,-1.7726,1.8290,0.3759,-0.0772,0.3838,0.0264,-0.0052,1.7402
0.1297,-0.0439,1.6435,-0.2462,-0.1534,0.2901,-0.0156,0.0060,-1.7700,1.8284,0.3759,-0.0772,0.3838,0.0278,-0.0052,1.7360
0.1493,-0.0458,1.6420,-0.2438,-0.1534,0.2881,-0.0154,0.0035,-1.7669,1.8274,0.3740,-0.0775,0.3820,0.0300,-0.0054,1.7311
0.1495,-0.0458,1.6420,-0.2438,-0.1534,0.2881,-0.0154,0.0035,-1.7647,1.8269,0.3740,-0.0775,0.3820,0.0307,-0.0054,1.7288
0.1597,-0.0489,1.6396,-0.2413,-0.1529,0.2856,-0.0155,0.0028,-1.7614,1.8260,0.3719,-0.0782,0.3800,0.0330,0.0053,1.7226
0.1601,-0.0505,1.6383,-0.2413,-0.1529,0.2856,-0.0155,0.0028,-1.7587,1.8253,0.3719,-0.0782,0.3800,0.0342,0.0053,1.7184
0.1797,-0.0525,1.6367,-0.2395,-0.1533,0.2844,-0.0155,0.0016,-1.7555,1.8244,0.3710,-0.0790,0.3793,0.0364,0.0058,1.7133
0.1801,-0.0541,1.6354,-0.2395,-0.1533,0.2844,-0.0155,0.0016,-1.7532,1.8236,0.3710,-0.0790,0.3793,0.0380,0.0058,1.7095
0.1893,-0.0561,1.6339,-0.2381,-0.1539,0.2835,-0.0156,0.0012,-1.7500,1.8226,0.3700,-0.0801,0.3786,0.0400,0.0034,1.7044
0.1896,-0.0579,1.6324,-0.2375,-0.1544,0.2832,-0.0159,0.0014,-1.7472,1.8217,0.3703,-0.0809,0.3790,0.0418,0.0036,1.6998
0.2094,-0.0596,1.6311,-0.2366,-0.1546,0.2826,-0.0161,0.0022,-1.7446,1.8208,0.3694,-0.0816,0.3783,0.0433,0.0035,1.6956
0.2200,-0.0614,1.6297,-0.2356,-0.1545,0.2817,-0.0163,0.0028,-1.7416,1.8199,0.3680,-0.0821,0.3770,0.0450,0.0037,1.6910
0.2204,-0.0628,1.6286,-0.2356,-0.1545,0.2817,-0.0165,0.0028,-1.7393,1.8192,0.3680,-0.0821,0.3770,0.0463,0.0037,1.6873
0.2394,-0.0647,1.6271,-0.2336,-0.1544,0.2800,-0.0167,0.0020,-1.7361,1.8182,0.3653,-0.0829,0.3746,0.0493,0.0064,1.6823
0.2398,-0.0661,1.6260,-0.2336,-0.1544,0.2800,-0.0166,0.0020,-1.7336,1.8175,0.3653,-0.0829,0.3746,0.0505,0.0064,1.6785
