time_s,leader_x_m,leader_y_m,leader_vx_map_ms,leader_vy_map_ms,leader_v_ms,leader_yaw_rad,leader_omega_rads,follower_x_m,follower_y_m,follower_vx_map_ms,follower_vy_map_ms,follower_v_ms,follower_yaw_rad,follower_omega_rads,distance_m
0.4200,0.0443,1.7128,-0.2682,-0.1507,0.3076,0.0103,0.0021,-1.8547,1.8295,0.3963,-0.1325,0.4179,0.0068,-0.0222,1.9026
0.4203,0.0422,1.7116,-0.2682,-0.1507,0.3076,0.0097,0.0021,-1.8516,1.8281,0.3963,-0.1325,0.4179,0.0068,-0.0222,1.8973
0.4299,0.0405,1.7106,-0.2674,-0.1502,0.3067,0.0091,-0.0063,-1.8487,1.8270,0.3962,-0.1354,0.4187,0.0067,-0.0141,1.8927
0.4500,0.0379,1.7091,-0.2657,-0.1492,0.3048,0.0079,-0.0114,-1.8447,1.8253,0.3948,-0.1358,0.4175,0.0068,-0.0123,1.8862
0.4503,0.0361,1.7081,-0.2657,-0.1492,0.3048,0.0075,-0.0114,-1.8418,1.8243,0.3948,-0.1358,0.4175,0.0072,-0.0123,1.8815
0.4598,0.0338,1.7066,-0.2651,-0.1495,0.3043,0.0066,-0.0169,-1.8378,1.8226,0.3956,-0.1372,0.4187,0.0087,-0.0096,1.8751
0.4601,0.0321,1.7057,-0.2651,-0.1495,0.3043,0.0060,-0.0169,-1.8350,1.8215,0.3956,-0.1372,0.4187,0.0091,-0.0096,1.8707
0.4802,0.0302,1.7045,-0.2637,-0.1498,0.3033,0.0054,-0.0098,-1.8315,1.8203,0.3964,-0.1393,0.4201,0.0094,-0.0040,1.8652
0.4805,0.0282,1.7032,-0.2623,-0.1494,0.3019,0.0049,-0.0018,-1.8281,1.8188,0.3962,-0.1397,0.4201,0.0098,-0.0029,1.8599
0.5000,0.0260,1.7017,-0.2616,-0.1493,0.3012,0.0044,0.0009,-1.8244,1.8172,0.3962,-0.1404,0.4204,0.0107,-0.0018,1.8540
0.5002,0.0241,1.7005,-0.2616,-0.1493,0.3012,0.0040,0.0009,-1.8214,1.8158,0.3962,-0.1404,0.4204,0.0113,-0.0018,1.8492
0.5099,0.0221,1.6993,-0.2615,-0.1497,0.3013,0.0037,-0.0002,-1.8181,1.8144,0.3974,-0.1433,0.4225,0.0116,0.0003,1.8439
0.5201,0.0199,1.6980,-0.2604,-0.1487,0.2999,0.0036,-0.0030,-1.8146,1.8127,0.3961,-0.1438,0.4214,0.0121,0.0036,1.8381
0.5204,0.0182,1.6968,-0.2604,-0.1487,0.2999,0.0033,-0.0030,-1.8115,1.8114,0.3961,-0.1438,0.4214,0.0124,0.0036,1.8333
0.5399,0.0160,1.6953,-0.2588,-0.1481,0.2982,0.0029,-0.0119,-1.8078,1.8098,0.3960,-0.1453,0.4218,0.0130,0.0046,1.8273
0.5403,0.0142,1.6942,-0.2588,-0.1481,0.2982,0.0028,-0.0119,-1.8046,1.8086,0.3965,-0.1460,0.4225,0.0134,0.0054,1.8224
0.5599,0.0119,1.6927,-0.2576,-0.1488,0.2975,0.0025,-0.0049,-1.8006,1.8068,0.3970,-0.1466,0.4232,0.0147,0.0054,1.8161
0.5602,0.0101,1.6916,-0.2576,-0.1488,0.2975,0.0024,-0.0049,-1.7974,1.8056,0.3970,-0.1466,0.4232,0.0154,0.0054,1.8111
0.5699,0.0083,1.6905,-0.2564,-0.1492,0.2966,0.0022,0.0048,-1.7942,1.8043,0.3979,-0.1483,0.4247,0.0161,0.0058,1.8061
0.5702,0.0062,1.6893,-0.2564,-0.1492,0.2966,0.0018,0.0048,-1.7904,1.8027,0.3976,-0.1488,0.4246,0.0170,0.0043,1.8002
0.5898,0.0042,1.6881,-0.2550,-0.1490,0.2953,0.0016,0.0055,-1.7872,1.8012,0.3977,-0.1497,0.4249,0.0174,0.0025,1.7950
0.5903,0.0042,1.6881,-0.2550,-0.1490,0.2953,0.0016,0.0055,-1.7836,1.7996,0.3977,-0.1497,0.4249,0.0177,0.0025,1.7913
0.5999,0.0004,1.6857,-0.2537,-0.1488,0.2941,0.0004,0.0030,-1.7804,1.7981,0.3975,-0.1521,0.4256,0.0180,0.0010,1.7843
0.6003,-0.0019,1.6841,-0.2525,-0.1481,0.2927,-0.0003,0.0017,-1.7764,1.7962,0.3975,-0.1521,0.4256,0.0183,0.0010,1.7781
0.6199,-0.0037,1.6830,-0.2524,-0.1483,0.2927,-0.0012,-0.0026,-1.7734,1.7948,0.3982,-0.1543,0.4271,0.0183,0.0012,1.7732
0.6299,-0.0061,1.6814,-0.2518,-0.1483,0.2922,-0.0021,-0.0045,-1.7694,1.7932,0.3985,-0.1552,0.4276,0.0185,0.0028,1.7668
0.6304,-0.0077,1.6804,-0.2518,-0.1483,0.2922,-0.0027,-0.0045,-1.7665,1.7918,0.3985,-0.1552,0.4276,0.0184,0.0028,1.7623
0.6501,-0.0099,1.6789,-0.2516,-0.1494,0.2926,-0.0037,-0.0036,-1.7625,1.7900,0.4015,-0.1576,0.4313,0.0186,0.0035,1.7560
0.6504,-0.0117,1.6778,-0.2516,-0.1494,0.2926,-0.0041,-0.0036,-1.7596,1.7886,0.4015,-0.1576,0.4313,0.0186,0.0035,1.7515
0.6599,-0.0136,1.6764,-0.2499,-0.1494,0.2911,-0.0048,-0.0004,-1.7558,1.7868,0.4021,-0.1592,0.4324,0.0192,0.0012,1.7457
0.6605,-0.0154,1.6751,-0.2499,-0.1494,0.2911,-0.0054,-0.0004,-1.7524,1.7851,0.4035,-0.1608,0.4344,0.0192,0.0015,1.7405
0.6799,-0.0173,1.6737,-0.2481,-0.1494,0.2896,-0.0057,-0.0009,-1.7487,1.7835,0.4030,-0.1618,0.4343,0.0194,-0.0005,1.7349
0.6802,-0.0192,1.6722,-0.2481,-0.1494,0.2896,-0.0062,-0.0009,-1.7451,1.7818,0.4030,-0.1618,0.4343,0.0194,-0.0005,1.7294
0.6898,-0.0209,1.6709,-0.2466,-0.1495,0.2884,-0.0064,-0.0013,-1.7416,1.7803,0.4043,-0.1636,0.4362,0.0195,-0.0019,1.7242
0.6999,-0.0229,1.6694,-0.2462,-0.1500,0.2883,-0.0070,-0.0010,-1.7379,1.7785,0.4055,-0.1645,0.4376,0.0196,-0.0015,1.7185
0.7004,-0.0246,1.6682,-0.2462,-0.1500,0.2883,-0.0073,-0.0010,-1.7346,1.7771,0.4049,-0.1656,0.4374,0.0197,-0.0018,1.7134
0.7199,-0.0267,1.6667,-0.2442,-0.1503,0.2867,-0.0081,-0.0008,-1.7309,1.7753,0.4058,-0.1664,0.4386,0.0196,-0.0032,1.7076
0.7201,-0.0283,1.6655,-0.2442,-0.1503,0.2867,-0.0087,-0.0008,-1.7276,1.7739,0.4058,-0.1664,0.4386,0.0196,-0.0032,1.7028
0.7403,-0.0301,1.6641,-0.2427,-0.1510,0.2859,-0.0093,0.0013,-1.7242,1.7723,0.4067,-0.1683,0.4402,0.0195,-0.0053,1.6975
0.7407,-0.0322,1.6626,-0.2415,-0.1511,0.2848,-0.0100,0.0019,-1.7204,1.7704,0.4067,-0.1693,0.4405,0.0196,-0.0061,1.6916
0.7500,-0.0341,1.6611,-0.2408,-0.1514,0.2845,-0.0105,0.0016,-1.7169,1.7688,0.4077,-0.1704,0.4419,0.0195,-0.0082,1.6862
0.7503,-0.0358,1.6597,-0.2408,-0.1514,0.2845,-0.0107,0.0016,-1.7132,1.7672,0.4077,-0.1704,0.4419,0.0195,-0.0082,1.6809
0.7701,-0.0375,1.6583,-0.2397,-0.1525,0.2841,-0.0110,0.0025,-1.7098,1.7657,0.4088,-0.1723,0.4436,0.0194,-0.0133,1.6758
0.7706,-0.0392,1.6569,-0.2388,-0.1530,0.2835,-0.0113,0.0025,-1.7060,1.7640,0.4088,-0.1729,0.4439,0.0193,-0.0146,1.6703
0.7796,-0.0408,1.6557,-0.2380,-0.1533,0.2831,-0.0116,0.0023,-1.7029,1.7626,0.4095,-0.1737,0.4448,0.0190,-0.0182,1.6655
0.7904,-0.0427,1.6542,-0.2372,-0.1536,0.2826,-0.0121,0.0020,-1.6992,1.7608,0.4094,-0.1746,0.4451,0.0184,-0.0206,1.6599
0.7908,-0.0439,1.6532,-0.2364,-0.1539,0.2821,-0.0124,0.0015,-1.6966,1.7594,0.4096,-0.1753,0.4455,0.0177,-0.0217,1.6562
0.8101,-0.0457,1.6517,-0.2349,-0.1536,0.2807,-0.0134,0.0015,-1.6929,1.7576,0.4086,-0.1757,0.4448,0.0171,-0.0232,1.6506
0.8107,-0.0472,1.6504,-0.2349,-0.1536,0.2807,-0.0142,0.0015,-1.6899,1.7559,0.4086,-0.1765,0.4451,0.0163,-0.0248,1.6460
0.8300,-0.0490,1.6490,-0.2324,-0.1541,0.2789,-0.0148,0.0007,-1.6863,1.7541,0.4090,-0.1778,0.4459,0.0164,-0.0248,1.6407
0.8303,-0.0506,1.6476,-0.2324,-0.1541,0.2789,-0.0152,0.0007,-1.6830,1.7523,0.4100,-0.1792,0.4474,0.0164,-0.0199,1.6357
0.8398,-0.0524,1.6461,-0.2303,-0.1547,0.2775,-0.0158,0.0005,-1.6790,1.7505,0.4099,-0.1798,0.4476,0.0166,-0.0203,1.6300
0.8498,-0.0540,1.6446,-0.2293,-0.1554,0.2770,-0.0170,0.0002,-1.6755,1.7487,0.4107,-0.1809,0.4488,0.0167,-0.0210,1.6249
0.8501,-0.0554,1.6435,-0.2293,-0.1554,0.2770,-0.0176,0.0002,-1.6721,1.7472,0.4108,-0.1816,0.4491,0.0167,-0.0232,1.6200
0.8699,-0.0571,1.6420,-0.2280,-0.1561,0.2763,-0.0185,-0.0004,-1.6684,1.7454,0.4115,-0.1829,0.4503,0.0167,-0.0264,1.6146
0.8701,-0.0586,1.6408,-0.2265,-0.1559,0.2750,-0.0192,-0.0014,-1.6651,1.7438,0.4115,-0.1829,0.4503,0.0165,-0.0264,1.6098
0.8799,-0.0604,1.6392,-0.2263,-0.1564,0.2751,-0.0198,-0.0017,-1.6615,1.7419,0.4113,-0.1847,0.4509,0.0161,-0.0156,1.6044
0.8803,-0.0618,1.6379,-0.2263,-0.1564,0.2751,-0.0203,-0.0017,-1.6585,1.7402,0.4116,-0.1860,0.4517,0.0155,-0.0134,1.5999
0.8998,-0.0636,1.6363,-0.2245,-0.1570,0.2739,-0.0206,-0.0013,-1.6551,1.7382,0.4114,-0.1866,0.4517,0.0151,-0.0128,1.5947
0.9001,-0.0649,1.6351,-0.2245,-0.1570,0.2739,-0.0208,-0.0013,-1.6521,1.7368,0.4114,-0.1866,0.4517,0.0151,-0.0128,1.5905
0.9099,-0.0663,1.6337,-0.2227,-0.1580,0.2730,-0.0211,-0.0006,-1.6487,1.7350,0.4119,-0.1883,0.4529,0.0153,-0.0116,1.5856
0.9197,-0.0681,1.6320,-0.2213,-0.1582,0.2720,-0.0213,0.0001,-1.6449,1.7330,0.4121,-0.1890,0.4534,0.0154,-0.0151,1.5801
0.9200,-0.0695,1.6305,-0.2213,-0.1582,0.2720,-0.0217,0.0001,-1.6413,1.7313,0.4134,-0.1901,0.4550,0.0153,-0.0189,1.5750
0.9498,-0.0712,1.6288,-0.2200,-0.1601,0.2721,-0.0217,0.0011,-1.6376,1.7295,0.4146,-0.1914,0.4567,0.0154,-0.0202,1.5696
0.9500,-0.0724,1.6275,-0.2183,-0.1605,0.2709,-0.0216,0.0047,-1.6345,1.7281,0.4143,-0.1916,0.4564,0.0153,-0.0216,1.5654
0.9600,-0.0740,1.6256,-0.2170,-0.1611,0.2703,-0.0215,0.0060,-1.6306,1.7261,0.4145,-0.1924,0.4570,0.0151,-0.0215,1.5598
0.9603,-0.0753,1.6242,-0.2170,-0.1611,0.2703,-0.0214,0.0060,-1.6276,1.7246,0.4145,-0.1924,0.4570,0.0150,-0.0215,1.5555
0.9797,-0.0770,1.6224,-0.2148,-0.1630,0.2696,-0.0214,0.0054,-1.6236,1.7225,0.4149,-0.1939,0.4580,0.0148,-0.0238,1.5499
0.9801,-0.0784,1.6210,-0.2148,-0.1630,0.2696,-0.0214,0.0054,-1.6204,1.7208,0.4149,-0.1939,0.4580,0.0147,-0.0238,1.5453
0.9901,-0.0800,1.6192,-0.2131,-0.1645,0.2692,-0.0214,0.0053,-1.6168,1.7188,0.4154,-0.1960,0.4593,0.0147,-0.0235,1.5400
0.9904,-0.0810,1.6182,-0.2131,-0.1645,0.2692,-0.0214,0.0053,-1.6144,1.7175,0.4152,-0.1969,0.4595,0.0148,-0.0232,1.5366
1.0097,-0.0826,1.6165,-0.2103,-0.1647,0.2671,-0.0216,0.0045,-1.6110,1.7154,0.4140,-0.1965,0.4583,0.0148,-0.0233,1.5316
1.0100,-0.0842,1.6149,-0.2103,-0.1647,0.2671,-0.0218,0.0045,-1.6077,1.7135,0.4143,-0.1979,0.4591,0.0148,-0.0228,1.5267
1.0200,-0.0856,1.6133,-0.2082,-0.1662,0.2664,-0.0218,-0.0029,-1.6047,1.7119,0.4139,-0.1984,0.4590,0.0148,-0.0252,1.5223
1.0203,-0.0873,1.6115,-0.2082,-0.1662,0.2664,-0.0218,-0.0029,-1.6012,1.7098,0.4139,-0.1984,0.4590,0.0146,-0.0252,1.5171
1.0398,-0.0886,1.6101,-0.2065,-0.1675,0.2659,-0.0218,-0.0050,-1.5982,1.7081,0.4131,-0.2001,0.4590,0.0144,-0.0240,1.5128
1.0402,-0.0902,1.6082,-0.2065,-0.1675,0.2659,-0.0218,-0.0050,-1.5945,1.7060,0.4131,-0.2001,0.4590,0.0141,-0.0240,1.5075
1.0596,-0.0915,1.6068,-0.2043,-0.1689,0.2651,-0.0217,-0.0100,-1.5915,1.7043,0.4121,-0.2016,0.4587,0.0134,-0.0202,1.5033
1.0598,-0.0928,1.6052,-0.2043,-0.1689,0.2651,-0.0215,-0.0100,-1.5883,1.7025,0.4121,-0.2016,0.4587,0.0130,-0.0202,1.4986
1.0799,-0.0941,1.6036,-0.2023,-0.1707,0.2647,-0.0211,-0.0106,-1.5851,1.7007,0.4119,-0.2036,0.4595,0.0125,-0.0180,1.4942
1.0802,-0.0953,1.6020,-0.2023,-0.1707,0.2647,-0.0203,-0.0106,-1.5819,1.6989,0.4107,-0.2041,0.4586,0.0122,-0.0153,1.4898
1.0896,-0.0966,1.6002,-0.1989,-0.1723,0.2632,-0.0196,-0.0092,-1.5786,1.6970,0.4107,-0.2045,0.4588,0.0112,-0.0135,1.4851
1.0899,-0.0978,1.5986,-0.1989,-0.1723,0.2632,-0.0186,-0.0092,-1.5755,1.6954,0.4107,-0.2045,0.4588,0.0105,-0.0135,1.4809
1.1099,-0.0992,1.5966,-0.1963,-0.1743,0.2625,-0.0176,-0.0064,-1.5720,1.6934,0.4098,-0.2054,0.4583,0.0098,-0.0125,1.4760
1.1103,-0.1004,1.5949,-0.1963,-0.1743,0.2625,-0.0168,-0.0064,-1.5689,1.6916,0.4098,-0.2054,0.4583,0.0092,-0.0125,1.4717
1.1198,-0.1017,1.5931,-0.1934,-0.1763,0.2617,-0.0160,-0.0022,-1.5657,1.6896,0.4089,-0.2064,0.4581,0.0088,-0.0131,1.4672
1.1201,-0.1029,1.5914,-0.1934,-0.1763,0.2617,-0.0154,-0.0022,-1.5625,1.6878,0.4089,-0.2064,0.4581,0.0087,-0.0131,1.4628
1.1399,-0.1040,1.5898,-0.1904,-0.1780,0.2606,-0.0147,-0.0022,-1.5596,1.6862,0.4079,-0.2079,0.4578,0.0088,-0.0137,1.4588
1.1404,-0.1051,1.5882,-0.1904,-0.1780,0.2606,-0.0139,-0.0022,-1.5566,1.6844,0.4079,-0.2079,0.4578,0.0090,-0.0137,1.4547
1.1600,-0.1064,1.5864,-0.1869,-0.1791,0.2589,-0.0135,-0.0027,-1.5534,1.6826,0.4061,-0.2083,0.4564,0.0088,-0.0139,1.4502
1.1604,-0.1074,1.5849,-0.1856,-0.1801,0.2586,-0.0131,-0.0058,-1.5506,1.6810,0.4048,-0.2084,0.4553,0.0089,-0.0142,1.4464
1.1696,-0.1087,1.5830,-0.1840,-0.1804,0.2577,-0.0130,-0.0070,-1.5473,1.6791,0.4036,-0.2083,0.4542,0.0088,-0.0145,1.4418
1.1700,-0.1100,1.5811,-0.1840,-0.1804,0.2577,-0.0128,-0.0070,-1.5440,1.6771,0.4028,-0.2089,0.4538,0.0087,-0.0152,1.4372
1.1900,-0.1111,1.5795,-0.1816,-0.1823,0.2573,-0.0128,-0.0075,-1.5412,1.6755,0.4021,-0.2095,0.4534,0.0086,-0.0157,1.4334
1.1999,-0.1126,1.5772,-0.1804,-0.1828,0.2568,-0.0126,-0.0075,-1.5378,1.6733,0.4009,-0.2096,0.4524,0.0084,-0.0161,1.4284
1.2003,-0.1136,1.5757,-0.1804,-0.1828,0.2568,-0.0125,-0.0075,-1.5351,1.6717,0.4009,-0.2096,0.4524,0.0084,-0.0161,1.4247
1.2096,-0.1150,1.5738,-0.1780,-0.1849,0.2566,-0.0123,-0.0057,-1.5317,1.6698,0.3991,-0.2108,0.4513,0.0081,-0.0149,1.4200
1.2098,-0.1158,1.5724,-0.1780,-0.1849,0.2566,-0.0121,-0.0057,-1.5291,1.6683,0.3991,-0.2108,0.4513,0.0082,-0.0149,1.4165
1.2302,-0.1171,1.5704,-0.1751,-0.1863,0.2556,-0.0118,-0.0028,-1.5259,1.6662,0.3970,-0.2112,0.4497,0.0082,-0.0129,1.4121
1.2306,-0.1180,1.5687,-0.1739,-0.1875,0.2558,-0.0116,-0.0027,-1.5230,1.6646,0.3966,-0.2121,0.4498,0.0081,-0.0166,1.4083
1.2501,-0.1199,1.5655,-0.1698,-0.1881,0.2534,-0.0112,-0.0041,-1.5201,1.6628,0.3947,-0.2117,0.4479,0.0079,-0.0159,1.4035
1.2503,-0.1199,1.5655,-0.1698,-0.1881,0.2534,-0.0112,-0.0041,-1.5172,1.6612,0.3947,-0.2117,0.4479,0.0077,-0.0159,1.4005
1.2599,-0.1210,1.5636,-0.1683,-0.1885,0.2527,-0.0110,-0.0056,-1.5139,1.6592,0.3921,-0.2120,0.4458,0.0073,-0.0126,1.3962
1.2699,-0.1224,1.5614,-0.1670,-0.1895,0.2526,-0.0107,-0.0056,-1.5107,1.6570,0.3918,-0.2131,0.4460,0.0070,-0.0128,1.3916
1.2702,-0.1231,1.5601,-0.1670,-0.1895,0.2526,-0.0106,-0.0056,-1.5083,1.6556,0.3908,-0.2140,0.4455,0.0070,-0.0086,1.3885
1.2901,-0.1241,1.5585,-0.1646,-0.1912,0.2523,-0.0104,-0.0047,-1.5055,1.6539,0.3893,-0.2139,0.4441,0.0068,-0.0063,1.3848
1.2906,-0.1252,1.5567,-0.1646,-0.1912,0.2523,-0.0099,-0.0047,-1.5025,1.6519,0.3873,-0.2138,0.4424,0.0070,-0.0044,1.3805
