case,max_distance,tail_mean_distance,tail_std_distance,final_distance
circle_original_delay_clean_20hz_full_discrete,1.601634,0.602789,0.014411,0.605325
circle_artstein_prediction_clean_20hz_full_discrete,1.586662,0.068332,0.000000,0.068332
