time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0000,-2.8161,0.3806,0.1707,0.2029,0.2652,3.0057,-0.0025,-0.0103,-0.0508,0.0519,5.8344
0.1012,-2.7997,0.3955,0.1720,0.1637,0.2374,3.0093,0.0036,0.0188,0.0207,0.0280,5.8222
0.2084,-2.7835,0.4129,0.1755,0.1514,0.2318,3.0076,-0.0012,-0.0078,-0.0237,0.0249,5.8059
0.3048,-2.7644,0.4300,0.1916,0.1589,0.2489,2.9974,0.0013,-0.1010,0.0227,0.1035,5.7777
0.4041,-2.7470,0.4467,0.1835,0.1632,0.2456,2.9840,0.0061,-0.1404,0.0463,0.1478,5.7480
0.5027,-2.7251,0.4613,0.2117,0.1463,0.2573,2.9669,0.0123,-0.1896,0.0724,0.2030,5.7098
0.6036,-2.7073,0.4762,0.2071,0.1516,0.2566,2.9409,0.0222,-0.2550,0.1010,0.2743,5.6664
0.7039,-2.6862,0.4863,0.2141,0.1120,0.2417,2.9172,0.0309,-0.2616,0.1049,0.2818,5.6219
0.8030,-2.6677,0.5001,0.2066,0.1170,0.2374,2.8821,0.0493,-0.3078,0.1586,0.3463,5.5680
0.9037,-2.6407,0.5112,0.2522,0.1051,0.2732,2.8448,0.0663,-0.3605,0.1780,0.4021,5.5035
1.0034,-2.6225,0.5218,0.2330,0.1029,0.2546,2.8103,0.0844,-0.3541,0.1994,0.4064,5.4504
1.1030,-2.5974,0.5305,0.2482,0.0836,0.2619,2.7701,0.1043,-0.3917,0.2079,0.4434,5.3844
1.2026,-2.5748,0.5391,0.2404,0.0726,0.2511,2.7297,0.1247,-0.4035,0.2167,0.4580,5.3207
1.3039,-2.5481,0.5477,0.2611,0.0731,0.2711,2.6890,0.1483,-0.4085,0.2379,0.4727,5.2523
1.4033,-2.5244,0.5535,0.2499,0.0527,0.2554,2.6476,0.1676,-0.4048,0.2254,0.4634,5.1864
1.5038,-2.5005,0.5604,0.2444,0.0552,0.2505,2.6059,0.1939,-0.4140,0.2561,0.4868,5.1195
1.6123,-2.4781,0.5646,0.2267,0.0360,0.2296,2.5622,0.2150,-0.4339,0.2520,0.5017,5.0524
1.7089,-2.4488,0.5676,0.2727,0.0230,0.2736,2.5204,0.2388,-0.4224,0.2466,0.4891,4.9800
1.8088,-2.4263,0.5693,0.2463,0.0023,0.2463,2.4741,0.2613,-0.4315,0.2460,0.4967,4.9101
1.9084,-2.3967,0.5749,0.2807,0.0294,0.2823,2.4292,0.2839,-0.4411,0.2374,0.5009,4.8347
2.0082,-2.3736,0.5745,0.2511,-0.0032,0.2511,2.3858,0.3082,-0.4348,0.2510,0.5021,4.7668
2.1108,-2.3464,0.5738,0.2651,-0.0148,0.2655,2.3400,0.3324,-0.4480,0.2480,0.5121,4.6925
2.2095,-2.3196,0.5753,0.2675,-0.0172,0.2681,2.2959,0.3532,-0.4494,0.2379,0.5085,4.6209
2.3114,-2.3404,0.5735,0.2489,-0.0284,0.2506,2.2511,0.3728,-0.4462,0.2135,0.4946,4.5959
2.4100,-2.3161,0.5703,0.2442,-0.0503,0.2493,2.2094,0.3912,-0.4130,0.1969,0.4576,4.5290
2.5098,-2.2866,0.5699,0.2785,-0.0283,0.2800,2.1557,0.4134,-0.4968,0.2178,0.5425,4.4451
2.6125,-2.2654,0.5645,0.2468,-0.0515,0.2521,2.1175,0.4488,-0.4385,0.1933,0.4792,4.3845
2.7122,-2.2343,0.5590,0.2902,-0.0633,0.2971,2.0664,0.4635,-0.4866,0.1640,0.5135,4.3017
2.8107,-2.2100,0.5535,0.2539,-0.0703,0.2635,2.0293,0.4785,-0.4168,0.1559,0.4450,4.2399
2.9129,-2.1848,0.5466,0.2500,-0.0776,0.2618,1.9833,0.4912,-0.4449,0.1389,0.4661,4.1685
3.0128,-2.1647,0.5413,0.2326,-0.0755,0.2445,1.9395,0.5034,-0.4603,0.1350,0.4796,4.1044
3.1141,-2.1377,0.5295,0.2369,-0.1001,0.2571,1.8909,0.5166,-0.4636,0.1329,0.4823,4.0287
3.2135,-2.1184,0.5197,0.2201,-0.1117,0.2468,1.8571,0.5238,-0.4090,0.0996,0.4210,3.9755
3.3133,-2.0938,0.5099,0.2145,-0.1045,0.2386,1.8058,0.5329,-0.4307,0.0896,0.4399,3.8997
3.4150,-2.0739,0.4951,0.2100,-0.1421,0.2536,1.7651,0.5388,-0.4314,0.0720,0.4374,3.8392
3.5148,-2.0545,0.4841,0.1640,-0.1358,0.2129,1.7159,0.5455,-0.4499,0.0725,0.4557,3.7710
3.6209,-2.0275,0.4736,0.2306,-0.1298,0.2646,1.6754,0.5465,-0.4388,0.0346,0.4402,3.7035
3.7228,-2.0126,0.4560,0.1788,-0.1601,0.2400,1.6292,0.5499,-0.4303,0.0394,0.4321,3.6430
3.8231,-1.9939,0.4438,0.1840,-0.1479,0.2361,1.5810,0.5470,-0.4683,-0.0037,0.4683,3.5764
3.9212,-1.9751,0.4275,0.1782,-0.1584,0.2384,1.5388,0.5466,-0.4393,-0.0100,0.4394,3.5159
4.0201,-1.9572,0.4100,0.1728,-0.1807,0.2500,1.4970,0.5478,-0.4283,0.0021,0.4283,3.4569
4.1212,-1.9409,0.3926,0.1595,-0.1805,0.2409,1.4503,0.5409,-0.4399,-0.0206,0.4404,3.3945
4.2190,-1.9240,0.3751,0.1622,-0.1867,0.2473,1.4040,0.5378,-0.4595,-0.0275,0.4603,3.3320
4.3215,-1.9102,0.3571,0.1576,-0.1737,0.2345,1.3620,0.5242,-0.4241,-0.0762,0.4309,3.2764
4.4205,-1.8972,0.3343,0.1417,-0.2109,0.2540,1.3144,0.5148,-0.4591,-0.0872,0.4673,3.2167
4.5201,-1.8830,0.3160,0.1356,-0.1947,0.2373,1.2714,0.5017,-0.4559,-0.1183,0.4710,3.1598
4.6216,-1.8719,0.2941,0.1033,-0.2040,0.2287,1.2138,0.5214,-0.4500,-0.1065,0.4624,3.0941
4.7208,-1.8619,0.2695,0.0933,-0.2392,0.2568,1.1709,0.5071,-0.4374,-0.1320,0.4569,3.0421
4.8215,-1.8521,0.2479,0.0771,-0.2347,0.2470,1.1241,0.4956,-0.4579,-0.1215,0.4737,2.9865
4.9269,-1.8425,0.2227,0.0837,-0.2505,0.2642,1.0794,0.4776,-0.4589,-0.1474,0.4820,2.9331
5.0235,-1.8341,0.2001,0.0806,-0.2408,0.2540,1.0350,0.4604,-0.4878,-0.1705,0.5168,2.8810
5.1225,-1.8282,0.1767,0.0578,-0.2373,0.2442,0.9920,0.4397,-0.4474,-0.1970,0.4889,2.8325
