t,x,y,h,correction_norm,distance_obs1,physical_margin_obs1,filter_margin_obs1,distance_obs2,physical_margin_obs2,filter_margin_obs2
8.149999999999980815e+00,1.603302921678687598e+00,2.521700748703187500e+00,4.491222935658125692e+00,2.334429570150252375e-03,2.388407976513701847e+00,1.938407976513701891e+00,1.788407976513701758e+00,4.520943300564557177e+00,3.920943300564557088e+00,3.770943300564557177e+00
8.199999999999981526e+00,1.587510122303890991e+00,2.531677812469889322e+00,4.419991968836179730e+00,2.334406407248812605e-03,2.372431203243709597e+00,1.922431203243709641e+00,1.772431203243709508e+00,4.507345862503151501e+00,3.907345862503151412e+00,3.757345862503151501e+00
8.249999999999982236e+00,1.571655761840760723e+00,2.541555570675507969e+00,4.349207834469753564e+00,2.334388026198452870e-03,2.356433884638794662e+00,1.906433884638794707e+00,1.756433884638794574e+00,4.493705180386439402e+00,3.893705180386439313e+00,3.743705180386439402e+00
8.299999999999982947e+00,1.555740404733273685e+00,2.551333649225113298e+00,4.278873225784978196e+00,2.334373975053657003e-03,2.340416160722012862e+00,1.890416160722012906e+00,1.740416160722012773e+00,4.480021335182375886e+00,3.880021335182375797e+00,3.730021335182375886e+00
8.349999999999983658e+00,1.539764621430221858e+00,2.561011679553718334e+00,4.208990830374152559e+00,2.334363821019090277e-03,2.324378176686327624e+00,1.874378176686327668e+00,1.724378176686327535e+00,4.466294412440982242e+00,3.866294412440982153e+00,3.716294412440982242e+00
8.399999999999984368e+00,1.523728988332752499e+00,2.570589298337622175e+00,4.139563329030716332e+00,2.334357151882573370e-03,2.308320082953926988e+00,1.858320082953927033e+00,1.708320082953926899e+00,4.452524502221240077e+00,3.852524502221239988e+00,3.702524502221240077e+00
8.449999999999985079e+00,1.507634087715488125e+00,2.580066147232457308e+00,4.070593394625206862e+00,2.334353577079637063e-03,2.292242035203388539e+00,1.842242035203388584e+00,1.692242035203388451e+00,4.438711698992316990e+00,3.838711698992316901e+00,3.688711698992316990e+00
8.499999999999985789e+00,1.491480507625023932e+00,2.589441872636744080e+00,4.002083691026264489e+00,2.334352728426533977e-03,2.276144194369276175e+00,1.826144194369276219e+00,1.676144194369276086e+00,4.424856101513245044e+00,3.824856101513244955e+00,3.674856101513245044e+00
8.549999999999986500e+00,1.475268841759304950e+00,2.598716125479737737e+00,3.934036872070038715e+00,2.334354260559637090e-03,2.260026726618469262e+00,1.810026726618469306e+00,1.660026726618469173e+00,4.410957812694814351e+00,3.810957812694814262e+00,3.660957812694814351e+00
8.599999999999987210e+00,1.458999689331096139e+00,2.607888561032279284e+00,3.866455580580264506e+00,2.334357851112447459e-03,2.243889803307196118e+00,1.793889803307196162e+00,1.643889803307196029e+00,4.397016939447162542e+00,3.797016939447162454e+00,3.647016939447162542e+00
8.649999999999987921e+00,1.442673654918486648e+00,2.616958838739388504e+00,3.799342447440630988e+00,2.334363200663925036e-03,2.227733600922456869e+00,1.777733600922456914e+00,1.627733600922456780e+00,4.383033592516181187e+00,3.783033592516181098e+00,3.633033592516181187e+00
8.699999999999988631e+00,1.426291348305103845e+00,2.625926622073287753e+00,3.732700090720244557e+00,2.334370032486379146e-03,2.211558301011232963e+00,1.761558301011233008e+00,1.611558301011232874e+00,4.369007886311577771e+00,3.769007886311577682e+00,3.619007886311577771e+00
8.749999999999989342e+00,1.409853384312455216e+00,2.634791578405579315e+00,3.666531114852458639e+00,2.334378092123476182e-03,2.195364090100605292e+00,1.745364090100605337e+00,1.595364090100605203e+00,4.354939938729138760e+00,3.754939938729138671e+00,3.604939938729138760e+00
8.799999999999990052e+00,1.393360382626581462e+00,2.643553378897292916e+00,3.600838109866778769e+00,2.334387146821458470e-03,2.179151159611621313e+00,1.729151159611621358e+00,1.579151159611621225e+00,4.340829870969484361e+00,3.740829870969484272e+00,3.590829870969484361e+00
8.849999999999990763e+00,1.376812967620965944e+00,2.652211698405539497e+00,3.535623650673116014e+00,2.334396984836512555e-03,2.162919705769517531e+00,1.712919705769517575e+00,1.562919705769517442e+00,4.326677807355308936e+00,3.726677807355308847e+00,3.576677807355308936e+00
8.899999999999991473e+00,1.360211768177433722e+00,2.660766215405552249e+00,3.470890296397213248e+00,2.334407414646282302e-03,2.146669929512645236e+00,1.696669929512645281e+00,1.546669929512645147e+00,4.312483875148902079e+00,3.712483875148901991e+00,3.562483875148902079e+00
8.949999999999992184e+00,1.343557417506573204e+00,2.669216611926898963e+00,3.406640589765838723e+00,2.334418264076765660e-03,2.130402036402226695e+00,1.680402036402226740e+00,1.530402036402226607e+00,4.298248204371469150e+00,3.698248204371469061e+00,3.548248204371469150e+00
8.999999999999992895e+00,1.326850552969012442e+00,2.677562573502720866e+00,3.342877056539971470e+00,2.334429379368386809e-03,2.114116236534859361e+00,1.664116236534859405e+00,1.514116236534859272e+00,4.283970927625632363e+00,3.683970927625632275e+00,3.533970927625632363e+00
9.049999999999993605e+00,1.310091815898719148e+00,2.685803789130861485e+00,3.279602204994050307e+00,2.334440624197552279e-03,2.097812744459475187e+00,1.647812744459475232e+00,1.497812744459475098e+00,4.269652179922191593e+00,3.669652179922191504e+00,3.519652179922191593e+00
9.099999999999994316e+00,1.293281851429314733e+00,2.693939951245826414e+00,3.216818525439214760e+00,2.334451878664671812e-03,2.081491779100290707e+00,1.631491779100290751e+00,1.481491779100290618e+00,4.255292098512160059e+00,3.655292098512159971e+00,3.505292098512160059e+00
9.149999999999995026e+00,1.276421308324249937e+00,2.701970755700529470e+00,3.154528489788237078e+00,2.334463038266745838e-03,2.065153563687107674e+00,1.615153563687107718e+00,1.465153563687107585e+00,4.240890822724813880e+00,3.640890822724813791e+00,3.490890822724813880e+00
9.199999999999995737e+00,1.259510838811546796e+00,2.709895901756861125e+00,3.092734551159852074e+00,2.334474012860009075e-03,2.048798325694161981e+00,1.598798325694162026e+00,1.448798325694161893e+00,4.226448493812451801e+00,3.626448493812451712e+00,3.476448493812451801e+00
9.249999999999996447e+00,1.242551098423681832e+00,2.717715092084145301e+00,3.031439143520124890e+00,2.334484725629359502e-03,2.032426296788591102e+00,1.582426296788591147e+00,1.432426296788591014e+00,4.211965254802298553e+00,3.611965254802298464e+00,3.461965254802298553e+00
9.299999999999997158e+00,1.225542745843074988e+00,2.725428032764606989e+00,2.970644681358423966e+00,2.334495112067223790e-03,2.016037712789454872e+00,1.566037712789454917e+00,1.416037712789454783e+00,4.197441250355993247e+00,3.597441250355993159e+00,3.447441250355993247e+00
9.349999999999997868e+00,1.208486442753533341e+00,2.733034433305030930e+00,2.910353559395614909e+00,2.334505118975545301e-03,1.999632813638134943e+00,1.549632813638134987e+00,1.399632813638135076e+00,4.182876626636880424e+00,3.582876626636880335e+00,3.432876626636880424e+00
9.399999999999998579e+00,1.191382853697915412e+00,2.740534006653837729e+00,2.850568152322098037e+00,2.334514703490277090e-03,1.983211843380830564e+00,1.533211843380830608e+00,1.383211843380830697e+00,4.168271531185292034e+00,3.568271531185291945e+00,3.418271531185292034e+00
9.449999999999999289e+00,1.174232645942185682e+00,2.747926469222854884e+00,2.791290814563370137e+00,2.334523832142324472e-03,1.966775050163794836e+00,1.516775050163794880e+00,1.366775050163794969e+00,4.153626112801877213e+00,3.553626112801877124e+00,3.403626112801877213e+00
9.500000000000000000e+00,1.157036489345961483e+00,2.755211540913117041e+00,2.732523880070817590e+00,2.334532479948768502e-03,1.950322686241874326e+00,1.500322686241874370e+00,1.350322686241874237e+00,4.138940521438987830e+00,3.538940521438987741e+00,3.388940521438987830e+00
9.550000000000000711e+00,1.139795056239581328e+00,2.762388945144068408e+00,2.674269662135567049e+00,2.334540629549280728e-03,1.933855008000847198e+00,1.483855008000847242e+00,1.333855008000847331e+00,4.124214908100054089e+00,3.524214908100054000e+00,3.374214908100054089e+00
9.600000000000001421e+00,1.122509021307669164e+00,2.769458408885598910e+00,2.616530453223277153e+00,2.334548270380939518e-03,1.917372275994016828e+00,1.467372275994016873e+00,1.317372275994016739e+00,4.109449424746789425e+00,3.509449424746789337e+00,3.359449424746789425e+00
9.650000000000002132e+00,1.105179061479116598e+00,2.776419662692391821e+00,2.559308524827822673e+00,2.334555397900684934e-03,1.900874754993478799e+00,1.450874754993478843e+00,1.300874754993478710e+00,4.094644224214075479e+00,3.494644224214075390e+00,3.344644224214075479e+00
9.700000000000002842e+00,1.087805855823358536e+00,2.783272440740093501e+00,2.502606127342027253e+00,2.334562012849032264e-03,1.884362714056429411e+00,1.434362714056429455e+00,1.284362714056429322e+00,4.079799460132284672e+00,3.479799460132284583e+00,3.329799460132284672e+00
9.750000000000003553e+00,1.070390085452785467e+00,2.790016480862871795e+00,2.446425489943540477e+00,2.334568120565647716e-03,1.867836426606905631e+00,1.417836426606905675e+00,1.267836426606905764e+00,4.064915286856787269e+00,3.464915286856787180e+00,3.314915286856787269e+00
9.800000000000004263e+00,1.052932433431099435e+00,2.796651524591970972e+00,2.390768820494209912e+00,2.334573730345827162e-03,1.851296170533296870e+00,1.401296170533296914e+00,1.251296170533296781e+00,4.049991859404344474e+00,3.449991859404344385e+00,3.299991859404344474e+00
9.850000000000004974e+00,1.035433584687398767e+00,2.803177317194899487e+00,2.335638305451360974e+00,2.334578854849143209e-03,1.834742228302010947e+00,1.384742228302010991e+00,1.234742228302010858e+00,4.035029333396098927e+00,3.435029333396098838e+00,3.285029333396098927e+00
9.900000000000005684e+00,1.017894225935753516e+00,2.809593607714933494e+00,2.281036109789453814e+00,2.334583509548872598e-03,1.818174887087653735e+00,1.368174887087653779e+00,1.218174887087653868e+00,4.020027865006811751e+00,3.420027865006811663e+00,3.270027865006811751e+00
9.950000000000006395e+00,1.000315045600015829e+00,2.815900149010651887e+00,2.226964376930782752e+00,2.334587712230012328e-03,1.801594438920132157e+00,1.351594438920132202e+00,1.201594438920132291e+00,4.004987610920020202e+00,3.404987610920020114e+00,3.254987610920020202e+00
1.000000000000000711e+01,9.826967337436055550e-01,2.822096697795251519e+00,2.173425228683925514e+00,2.334591482528818127e-03,1.785001180849101754e+00,1.335001180849101798e+00,1.185001180849101665e+00,3.989908728288771744e+00,3.389908728288771655e+00,3.239908728288771744e+00
1.005000000000000782e+01,9.650399820039925469e-01,2.828183014675418327e+00,2.120420765188808954e+00,2.334594841515755682e-03,1.768395415126232884e+00,1.318395415126232928e+00,1.168395415126232795e+00,3.974791374701574398e+00,3.374791374701574309e+00,3.224791374701574398e+00
1.010000000000000853e+01,9.473454835315995304e-01,2.834158864189568749e+00,2.067953064867287249e+00,2.334597811317426757e-03,1.751777449405804266e+00,1.301777449405804310e+00,1.151777449405804177e+00,3.959635708153220968e+00,3.359635708153220879e+00,3.209635708153220968e+00
1.015000000000000924e+01,9.296139329328457768e-01,2.840024014845291767e+00,2.016024184378326645e+00,2.334600414781063272e-03,1.735147596964204730e+00,1.285147596964204775e+00,1.135147596964204642e+00,3.944441887020145643e+00,3.344441887020145554e+00,3.194441887020145643e+00
1.020000000000000995e+01,9.118460262170500208e-01,2.845778239155849931e+00,1.964636158576877900e+00,2.334602675171413861e-03,1.718506176938978225e+00,1.268506176938978269e+00,1.118506176938978136e+00,3.929210070039953706e+00,3.329210070039953617e+00,3.179210070039953706e+00
1.025000000000001066e+01,8.940424607469186213e-01,2.851421313675629232e+00,1.913791000475704607e+00,2.334604615903938200e-03,1.701853514588125948e+00,1.251853514588125993e+00,1.101853514588126082e+00,3.913940416294814373e+00,3.313940416294814284e+00,3.163940416294814373e+00
1.030000000000001137e+01,8.762039351923445185e-01,2.856953019034433439e+00,1.863490701209447487e+00,2.334606260313589182e-03,1.685189941570468974e+00,1.235189941570469019e+00,1.085189941570468886e+00,3.898633085198374371e+00,3.298633085198374282e+00,3.148633085198374371e+00
1.035000000000001208e+01,8.583311494872540859e-01,2.862373139970552316e+00,1.813737230000325606e+00,2.334607631450643338e-03,1.668515796247956651e+00,1.218515796247956695e+00,1.068515796247956562e+00,3.883288236485893830e+00,3.283288236485893741e+00,3.133288236485893830e+00
1.040000000000001279e+01,8.404248047892427520e-01,2.867681465362537541e+00,1.764532534124945151e+00,2.334608751905698030e-03,1.651831424010918647e+00,1.201831424010918692e+00,1.051831424010918781e+00,3.867906030207295842e+00,3.267906030207295753e+00,3.117906030207295842e+00
1.045000000000001350e+01,8.224856034417513673e-01,2.872877788259652565e+00,1.715878538881745019e+00,2.334609643664446472e-03,1.635137177627369987e+00,1.185137177627370031e+00,1.035137177627369898e+00,3.852486626722851248e+00,3.252486626722851160e+00,3.102486626722851248e+00
1.050000000000001421e+01,8.045142489385458395e-01,2.877961905910954687e+00,1.667777147558683559e+00,2.334610327982497048e-03,1.618433417617599845e+00,1.168433417617599890e+00,1.018433417617599979e+00,3.837030186701222867e+00,3.237030186701222778e+00,3.087030186701222867e+00
1.055000000000001492e+01,7.865114458902713324e-01,2.882933619793000890e+00,1.620230241400830273e+00,2.334610825285211681e-03,1.601720512655409712e+00,1.151720512655409756e+00,1.001720512655409845e+00,3.821536871119612933e+00,3.221536871119612844e+00,3.071536871119612933e+00
1.060000000000001563e+01,7.684778999928646437e-01,2.887792735636171670e+00,1.573239679577572936e+00,2.334611155088990586e-03,1.584998839997523223e+00,1.134998839997523268e+00,9.849988399975232456e-01,3.806006841265780150e+00,3.206006841265780061e+00,3.056006841265780150e+00
1.065000000000001634e+01,7.504143179976213718e-01,2.892539063449608872e+00,1.526807299149230523e+00,2.334611335937257504e-03,1.568268785942837029e+00,1.118268785942837074e+00,9.682687859428370514e-01,3.790440258741689217e+00,3.190440258741689128e+00,3.040440258741689217e+00
1.070000000000001705e+01,7.323214076827223584e-01,2.897172417544796375e+00,1.480934915032849020e+00,2.334611385357405599e-03,1.551530746323371623e+00,1.101530746323371668e+00,9.515307463233716456e-01,3.774837285468595205e+00,3.174837285468595116e+00,3.024837285468595205e+00
1.075000000000001776e+01,7.141998778260405523e-01,2.901692616557784543e+00,1.435624319967082840e+00,2.334611319829630119e-03,1.534785127028962526e+00,1.084785127028962570e+00,9.347851270289625480e-01,3.759198083693358061e+00,3.159198083693357972e+00,3.009198083693358061e+00
1.080000000000001847e+01,6.960504381790596495e-01,2.906099483470104161e+00,1.390877284476015330e+00,2.334611154771838032e-03,1.518032344567945557e+00,1.068032344567945602e+00,9.180323445679455796e-01,3.743522815995817155e+00,3.143522815995817066e+00,2.993522815995817155e+00
1.085000000000001918e+01,6.778737994417444179e-01,2.910392845628390290e+00,1.346695556831872143e+00,2.334610904534442557e-03,1.501272826666317561e+00,1.051272826666317606e+00,9.012728266663175836e-01,3.727811645297054000e+00,3.127811645297053911e+00,2.977811645297054000e+00
1.090000000000001990e+01,6.596706732382212612e-01,2.914572534762757794e+00,1.303080863016572000e+00,2.334610582405718688e-03,1.484507012908096169e+00,1.034507012908096213e+00,8.845070129080961907e-01,3.712064734868399274e+00,3.112064734868399185e+00,2.962064734868399274e+00
1.095000000000002061e+01,6.414417720931316902e-01,2.918638387003971157e+00,1.260034906682103273e+00,2.334610200626642453e-03,1.467735355419880650e+00,1.017735355419880694e+00,8.677353554198806718e-01,3.696282248341041132e+00,3.096282248341041043e+00,2.946282248341041132e+00
1.100000000000002132e+01,6.231878094085383513e-01,2.922590242899448132e+00,1.217559369109734835e+00,2.334609770412618759e-03,1.450958319602907887e+00,1.000958319602907931e+00,8.509583196029079089e-01,3.680464349716123795e+00,3.080464349716123706e+00,2.930464349716123795e+00
1.105000000000002203e+01,6.049094994412691495e-01,2.926427947428147824e+00,1.175655909168078050e+00,2.334609301984061532e-03,1.434176384916222791e+00,9.841763849162228350e-01,8.341763849162228128e-01,3.664611203375212956e+00,3.064611203375212867e+00,2.914611203375212956e+00
1.110000000000002274e+01,5.866075572805997673e-01,2.930151350014385869e+00,1.134326163270042986e+00,2.334608804598907201e-03,1.417390045714933100e+00,9.673900457149331444e-01,8.173900457149331222e-01,3.648722974091040516e+00,3.048722974091040427e+00,2.898722974091040516e+00
1.115000000000002345e+01,5.682826988261812096e-01,2.933760304540634856e+00,1.093571745328766998e+00,2.334608286591237890e-03,1.400599812147919954e+00,9.505998121479199980e-01,8.005998121479199758e-01,3.632799827038439400e+00,3.032799827038439311e+00,2.882799827038439400e+00
1.120000000000002416e+01,5.499356407661301072e-01,2.937254669359346426e+00,1.053394246712546334e+00,2.334607755415251448e-03,1.383806211119790852e+00,9.338062111197908965e-01,7.838062111197908743e-01,3.616841927805392487e+00,3.016841927805392398e+00,2.866841927805392487e+00
1.125000000000002487e+01,5.315671005552085049e-01,2.940634307303858108e+00,1.013795236198876459e+00,2.334607217686642845e-03,1.367009787322342351e+00,9.170097873223423957e-01,7.670097873223423735e-01,3.600849442404135736e+00,3.000849442404135647e+00,2.850849442404135736e+00
1.130000000000002558e+01,5.131777963930272968e-01,2.943899085698423512e+00,9.747762599276822426e-01,2.334606679232951055e-03,1.350211104341313195e+00,9.002111043413132396e-01,7.502111043413132174e-01,3.584822537282251975e+00,2.984822537282251886e+00,2.834822537282251975e+00
1.135000000000002629e+01,4.947684472022166324e-01,2.947048876367419190e+00,9.363388413538139554e-01,2.334606145138885206e-03,1.333410745844787249e+00,8.834107458447872929e-01,7.334107458447872707e-01,3.568761379333717620e+00,2.968761379333717532e+00,2.818761379333717620e+00
1.140000000000002700e+01,4.763397726065116689e-01,2.950083555643777444e+00,8.984844811989157742e-01,2.334605619795968035e-03,1.316609316860234191e+00,8.666093168602342356e-01,7.166093168602342134e-01,3.552666135909858358e+00,2.952666135909858269e+00,2.802666135909858358e+00
1.145000000000002771e+01,4.578924929087128670e-01,2.953003004376689500e+00,8.612146574027629287e-01,2.334605106951042654e-03,1.299807445147877383e+00,8.498074451478774272e-01,6.998074451478774050e-01,3.536536974830190250e+00,2.936536974830190161e+00,2.786536974830190250e+00
1.150000000000002842e+01,4.394273290684822530e-01,2.955807107938622558e+00,8.245308250741584244e-01,2.334604609753872934e-03,1.283005782678854345e+00,8.330057826788543895e-01,6.830057826788543673e-01,3.520374064393111624e+00,2.920374064393111535e+00,2.770374064393111624e+00
1.155000000000002913e+01,4.209450026799453348e-01,2.958495756231698248e+00,7.884344164414939238e-01,2.334604130805959486e-03,1.266205007227495072e+00,8.162050072274951162e-01,6.662050072274950940e-01,3.504177573386445310e+00,2.904177573386445221e+00,2.754177573386445310e+00
1.160000000000002984e+01,4.024462359490728058e-01,2.961068843693468011e+00,7.529268408030685977e-01,2.334603672205924369e-03,1.249405824087991501e+00,7.994058240879915456e-01,6.494058240879915234e-01,3.487947671097800573e+00,2.887947671097800484e+00,2.737947671097800573e+00
1.165000000000003055e+01,3.839317516708226075e-01,2.963526269302137806e+00,7.180094844772585416e-01,2.334603235595186788e-03,1.232608967926808408e+00,7.826089679268084520e-01,6.326089679268084298e-01,3.471684527324768954e+00,2.871684527324768865e+00,2.721684527324768954e+00
1.170000000000003126e+01,3.654022732060245304e-01,2.965867936581261688e+00,6.836837107526417823e-01,2.334602822202186834e-03,1.215815204783339265e+00,7.658152047833393095e-01,6.158152047833392873e-01,3.455388312384938931e+00,2.855388312384938843e+00,2.705388312384938931e+00
1.175000000000003197e+01,3.468585244579971971e-01,2.968093753603958440e+00,6.499508598381483759e-01,2.334602432882099815e-03,1.199025334232654894e+00,7.490253342326549379e-01,5.990253342326549157e-01,3.439059197125733824e+00,2.839059197125733736e+00,2.689059197125733824e+00
1.180000000000003268e+01,3.283012298488873215e-01,2.970203632996675225e+00,6.168122488133466197e-01,2.334602068159055514e-03,1.182240191725635992e+00,7.322401917256360360e-01,5.822401917256360138e-01,3.422697352934093828e+00,2.822697352934093740e+00,2.672697352934093828e+00
1.185000000000003340e+01,3.097311142957277497e-01,2.972197491942529801e+00,5.842691715789288809e-01,2.334601728261786763e-03,1.165460651123427782e+00,7.154606511234278265e-01,5.654606511234278043e-01,3.406302951745990182e+00,2.806302951745990093e+00,2.656302951745990182e+00
1.190000000000003411e+01,2.911489031862115051e-01,2.974075252184267271e+00,5.523228988074776469e-01,2.334601413161382227e-03,1.148687627444982873e+00,6.986876274449829172e-01,5.486876274449828950e-01,3.389876166055808326e+00,2.789876166055808238e+00,2.639876166055808326e+00
1.195000000000003482e+01,2.725553223541816728e-01,2.975836840026856223e+00,5.209746778946082735e-01,2.334601122602173156e-03,1.131922079848505458e+00,6.819220798485055024e-01,5.319220798485054802e-01,3.373417168925598286e+00,2.773417168925598197e+00,2.623417168925598286e+00
1.200000000000003553e+01,2.539510980548413954e-01,2.977482186339746928e+00,4.902257329105204064e-01,1.872411847022543638e-02,1.115165014869899496e+00,6.651650148698995402e-01,5.151650148698995180e-01,3.356926133994219352e+00,2.756926133994219263e+00,2.606926133994219352e+00
1.205000000000003624e+01,2.353369569396870087e-01,2.979011226558820447e+00,4.660555531099079829e-01,2.736408733115104630e-02,1.098417489943896541e+00,6.484174899438965856e-01,4.984174899438965634e-01,3.340403235486401279e+00,2.740403235486401190e+00,2.590403235486401279e+00
1.210000000000003695e+01,2.167136260311718077e-01,2.980423900688049965e+00,4.405122458444327149e-01,4.032543574897354960e-02,1.081680617236428832e+00,6.316806172364288763e-01,4.816806172364288541e-01,3.323848648221735314e+00,2.723848648221735225e+00,2.573848648221735314e+00
1.215000000000003766e+01,1.980818326971078569e-01,2.981720153300893461e+00,4.171885084597947158e-01,5.122658534371415245e-02,1.064955567820037530e+00,6.149555678200375741e-01,4.649555678200375519e-01,3.307262547623629700e+00,2.707262547623629612e+00,2.557262547623629700e+00
1.220000000000003837e+01,1.794631012083916510e-01,2.982911611124969831e+00,3.943018264994337940e-01,6.329222736875127209e-02,1.048267287950245708e+00,5.982672879502457519e-01,4.482672879502457297e-01,3.290668842566410568e+00,2.690668842566410479e+00,2.540668842566410568e+00
1.225000000000003908e+01,1.609270383954697348e-01,2.984036161272385357e+00,3.727308944083950193e-01,7.494914409597450144e-02,1.031695443059867046e+00,5.816954430598670900e-01,4.316954430598670678e-01,3.274146052221734937e+00,2.674146052221734848e+00,2.524146052221734937e+00
1.230000000000003979e+01,1.425152865678852854e-01,2.985113867286584455e+00,3.520052777661818455e-01,8.704212033803472581e-02,1.015287188558931852e+00,5.652871885589318968e-01,4.152871885589318746e-01,3.257739975618204387e+00,2.657739975618204298e+00,2.507739975618204387e+00
1.235000000000004050e+01,1.242714870549556372e-01,2.986169048863701825e+00,3.323122026159918141e-01,9.915927451781962609e-02,9.990933601121260166e-01,5.490933601121260610e-01,3.990933601121260388e-01,3.241499984306193127e+00,2.641499984306193038e+00,2.491499984306193127e+00
1.240000000000004121e+01,1.062273804439373137e-01,2.987220098007144387e+00,3.135045352414076447e-01,1.115269198819228008e-01,9.831516723485220766e-01,5.331516723485221210e-01,3.831516723485220988e-01,3.225462205728217402e+00,2.625462205728217313e+00,2.475462205728217402e+00
1.245000000000004192e+01,8.841084754845324190e-02,2.988285028314285441e+00,2.956035627798421217e-01,1.240319066284389093e-01,9.674963249666076459e-01,5.174963249666076903e-01,3.674963249666076681e-01,3.209659127053290817e+00,2.609659127053290728e+00,2.459659127053290817e+00
1.250000000000004263e+01,7.084291794233135708e-02,2.989378906405256942e+00,2.785429901508127415e-01,1.367341083098086441e-01,9.521542233787635423e-01,5.021542233787635867e-01,3.521542233787635645e-01,3.194115821623859208e+00,2.594115821623859119e+00,2.444115821623859208e+00
1.255000000000004334e+01,5.354026868089148405e-02,2.990515476046091248e+00,2.623018601716912146e-01,1.495952797553908309e-01,9.371479361189445356e-01,4.871479361189445800e-01,3.371479361189445578e-01,3.178852897371137853e+00,2.578852897371137765e+00,2.428852897371137853e+00
1.260000000000004405e+01,3.651481530881976745e-02,2.991706629154396779e+00,2.468353690093062491e-01,1.626250943382528125e-01,9.224951080940936299e-01,4.724951080940936743e-01,3.224951080940936521e-01,3.163885910054910156e+00,2.563885910054910067e+00,2.413885910054910156e+00
1.265000000000004476e+01,1.977468127825955657e-02,2.992962970637636388e+00,2.321118901564412917e-01,1.758021555747052989e-01,9.082095916906162136e-01,4.582095916906162580e-01,3.082095916906162358e-01,3.149226483364923723e+00,2.549226483364923634e+00,2.399226483364923723e+00
1.270000000000004547e+01,3.324361591426216664e-03,2.994293777025346603e+00,2.180933504642589282e-01,1.891178029522355697e-01,8.943015899507970046e-01,4.443015899507970490e-01,2.943015899507970268e-01,3.134882444367117493e+00,2.534882444367117404e+00,2.384882444367117493e+00
1.275000000000004619e+01,-1.283477509881000497e-02,2.995707251088308265e+00,2.047461192125998863e-01,2.025519536029551093e-01,8.807782375571390210e-01,4.307782375571390654e-01,2.807782375571390432e-01,3.120858390120893500e+00,2.520858390120893411e+00,2.370858390120893500e+00
1.280000000000004690e+01,-2.870423771646786124e-02,2.997210589804308878e+00,1.920351629849802455e-01,2.160869337337149865e-01,8.676438738690940289e-01,4.176438738690940733e-01,2.676438738690940511e-01,3.107155946124083190e+00,2.507155946124083101e+00,2.357155946124083190e+00
1.285000000000004761e+01,-4.428809413824971036e-02,2.998810128986471035e+00,1.799274233001396661e-01,2.296997113926629031e-01,8.549004162755650116e-01,4.049004162755650560e-01,2.549004162755650338e-01,3.093774120567099661e+00,2.493774120567099573e+00,2.343774120567099661e+00
1.290000000000004832e+01,-5.959274922080999570e-02,3.000511420999771861e+00,1.683899828459569648e-01,2.433664662482101781e-01,8.425476196138693696e-01,3.925476196138694140e-01,2.425476196138693918e-01,3.080709542806776557e+00,2.480709542806776469e+00,2.330709542806776557e+00
1.295000000000004903e+01,-7.462672229490562026e-02,3.002319326700468416e+00,1.573911583309934858e-01,2.434240744696673509e-01,8.305833459294414967e-01,3.805833459294415411e-01,2.305833459294415189e-01,3.067956708531735188e+00,2.467956708531735099e+00,2.317956708531735188e+00
1.300000000000004974e+01,-8.940047201980844127e-02,3.004238076904254484e+00,1.468987023983912010e-01,2.430928082046212579e-01,8.190037810995026701e-01,3.690037810995027145e-01,2.190037810995026923e-01,3.055508169205564339e+00,2.455508169205564251e+00,2.305508169205564339e+00
1.305000000000005045e+01,-1.039262368780124735e-01,3.006271329827444383e+00,1.369060532631357630e-01,2.425037568077561823e-01,8.078036391033338592e-01,3.578036391033339036e-01,2.078036391033338814e-01,3.043354705787320480e+00,2.443354705787320391e+00,2.293354705787320480e+00
1.310000000000005116e+01,-1.182179048195478727e-01,3.008422209975043060e+00,1.273610300781782279e-01,2.417821218508477421e-01,7.969763350581217098e-01,3.469763350581217543e-01,1.969763350581217320e-01,3.031485468245767034e+00,2.431485468245766945e+00,2.281485468245767034e+00
1.315000000000005187e+01,-1.322906319128244745e-01,3.010693040790130226e+00,1.182501706009599918e-01,2.408797892209859903e-01,7.865141986760015858e-01,3.365141986760016302e-01,1.865141986760016080e-01,3.019888203377361968e+00,2.419888203377361879e+00,2.269888203377361968e+00
1.320000000000005258e+01,-1.461600734140233726e-01,3.013084819146847337e+00,1.095394228533386749e-01,2.398501833584671672e-01,7.764088332788495750e-01,3.264088332788496194e-01,1.764088332788495972e-01,3.008549707113897131e+00,2.408549707113897043e+00,2.258549707113897131e+00
1.325000000000005329e+01,-1.598426797065753691e-01,3.015597997464098068e+00,1.012094813234676316e-01,2.386776737003335480e-01,7.666513025426983097e-01,3.166513025426983541e-01,1.666513025426983319e-01,2.997455902135076844e+00,2.397455902135076755e+00,2.247455902135076844e+00
1.330000000000005400e+01,-1.733559252311303867e-01,3.018232354447442756e+00,9.323309429409176730e-02,2.373883243505701957e-01,7.572318975958517440e-01,3.072318975958517884e-01,1.572318975958517662e-01,2.986591576230799294e+00,2.386591576230799205e+00,2.236591576230799294e+00
1.335000000000005471e+01,-1.867181129654391925e-01,3.020987113338037933e+00,8.558933506926785784e-02,2.359772559218703269e-01,7.481403989234557406e-01,2.981403989234557850e-01,1.481403989234557628e-01,2.975940611342400732e+00,2.375940611342400643e+00,2.225940611342400732e+00
