t,x,y,h,correction_norm,distance_obs1,physical_margin_obs1,filter_margin_obs1,distance_obs2,physical_margin_obs2,filter_margin_obs2
1.050000000000000266e+00,3.830309472117232605e+00,-1.560890622065760902e-01,2.284761082347942462e+01,6.475483280739509524e-03,5.360568368536564599e+00,4.910568368536564421e+00,4.760568368536564954e+00,6.910240393611823961e+00,6.310240393611824317e+00,6.160240393611823961e+00
1.100000000000000311e+00,3.795315286008372535e+00,-1.288406554937401027e-01,2.241270467328220661e+01,6.668573843959373429e-03,5.316581566898269884e+00,4.866581566898269706e+00,4.716581566898270239e+00,6.869323955217708111e+00,6.269323955217708466e+00,6.119323955217708111e+00
1.150000000000000355e+00,3.760072256717535755e+00,-1.007155675970318881e-01,2.198507705719212169e+01,6.832706758565026788e-03,5.271941999361913211e+00,4.821941999361913034e+00,4.671941999361913567e+00,6.827983298872884355e+00,6.227983298872884710e+00,6.077983298872884355e+00
1.200000000000000400e+00,3.724701404543884653e+00,-7.179618918136297656e-02,2.156601835265620792e+01,6.968307023450828058e-03,5.226798196876682567e+00,4.776798196876682390e+00,4.626798196876682923e+00,6.786363523141585752e+00,6.186363523141586107e+00,6.036363523141585752e+00
1.250000000000000444e+00,3.689290238592056070e+00,-4.215208224398710180e-02,2.115622414498593074e+01,7.078103229210224237e-03,5.181263545805077086e+00,4.731263545805076909e+00,4.581263545805077442e+00,6.744573954633550805e+00,6.144573954633551160e+00,5.994573954633550805e+00
1.300000000000000488e+00,3.653910617720825371e+00,-1.184673174938108420e-02,2.075618258087911272e+01,7.163097026206330722e-03,5.135435073306090281e+00,4.685435073306090104e+00,4.535435073306090636e+00,6.702707127249118990e+00,6.102707127249119345e+00,5.952707127249118990e+00
1.350000000000000533e+00,3.618626888094013339e+00,1.905842244676533154e-02,2.036629814567886143e+01,7.223546597044485859e-03,5.089402477523573332e+00,4.639402477523573154e+00,4.489402477523573687e+00,6.660847638767976697e+00,6.060847638767977053e+00,5.910847638767976697e+00
1.400000000000000577e+00,3.583499015807513732e+00,5.050213124113622776e-02,1.998691872413312609e+01,7.259517408331958577e-03,5.043251735302157535e+00,4.593251735302157357e+00,4.443251735302157890e+00,6.619075589934677595e+00,6.019075589934677950e+00,5.869075589934677595e+00
1.450000000000000622e+00,3.548583811464460780e+00,8.242264191564255271e-02,1.961835052877442109e+01,7.271109575240357510e-03,4.997066472148459226e+00,4.547066472148459049e+00,4.397066472148459582e+00,6.577467871751723649e+00,5.977467871751724005e+00,5.827467871751723649e+00
1.500000000000000666e+00,3.513935467340940644e+00,1.147575718671793865e-01,1.926086590785792652e+01,7.258550929568036159e-03,4.950928448387708514e+00,4.500928448387708336e+00,4.350928448387708869e+00,6.536098640697614925e+00,5.936098640697615281e+00,5.786098640697614925e+00
1.550000000000000711e+00,3.479605839188510075e+00,1.474440545969447625e-01,1.891470828331025444e+01,7.222240413276888836e-03,4.904917685701651209e+00,4.454917685701651031e+00,4.304917685701651564e+00,6.495039480221971750e+00,5.895039480221972106e+00,5.745039480221971750e+00
1.600000000000000755e+00,3.445644633392073164e+00,1.804190147555706225e-01,1.858009516900013125e+01,7.162777031152693652e-03,4.859112446770398996e+00,4.409112446770398819e+00,4.259112446770399352e+00,6.454359443636681348e+00,5.854359443636681704e+00,5.704359443636681348e+00
1.650000000000000799e+00,3.412099569974601732e+00,2.136195054182895847e-01,1.825721850085581011e+01,7.080968278964712426e-03,4.813589164216994121e+00,4.363589164216993943e+00,4.213589164216994476e+00,6.414125065919440871e+00,5.814125065919441226e+00,5.664125065919440871e+00
1.700000000000000844e+00,3.379016548386819974e+00,2.469830769896379508e-01,1.794624629418999717e+01,6.977841505298981728e-03,4.768422359133498212e+00,4.318422359133498034e+00,4.168422359133498567e+00,6.374400380167334568e+00,5.774400380167334923e+00,5.624400380167334568e+00
1.750000000000000888e+00,3.346439823792673796e+00,2.804481630113587753e-01,1.764732138440838938e+01,6.854657115394273241e-03,4.723684564806132968e+00,4.273684564806132791e+00,4.123684564806133324e+00,6.335246951513845204e+00,5.735246951513845559e+00,5.585246951513845204e+00
1.800000000000000933e+00,3.314412191003877961e+00,3.139544753349610140e-01,1.736055765415659380e+01,6.712908539494783985e-03,4.679446258407849335e+00,4.229446258407849157e+00,4.079446258407849690e+00,6.296723929013150922e+00,5.696723929013151277e+00,5.546723929013150922e+00
1.850000000000000977e+00,3.282975167369706515e+00,3.474434037560912847e-01,1.708603661470814927e+01,6.554324364442779167e-03,4.635775796860679421e+00,4.185775796860679243e+00,4.035775796860679776e+00,6.258888109352111151e+00,5.658888109352111506e+00,5.508888109352111151e+00
1.900000000000001021e+00,3.252169166894020691e+00,3.808584133019164986e-01,1.682380056512214850e+01,6.380865115548708943e-03,4.592739354589701506e+00,4.142739354589701328e+00,3.992739354589701417e+00,6.221794007215940780e+00,5.621794007215941136e+00,5.471794007215940780e+00
1.950000000000001066e+00,3.222033649528545318e+00,4.141454330662504013e-01,1.657384324053126790e+01,6.191995135424769106e-03,4.550400852909380234e+00,4.100400852909380056e+00,3.950400852909380145e+00,6.185493918381649081e+00,5.585493918381649436e+00,5.435493918381649081e+00
2.000000000000000888e+00,3.192607225859663167e+00,4.472532289682363826e-01,1.633661370577224758e+01,5.935756305342077509e-03,4.508821867752230261e+00,4.058821867752230084e+00,3.908821867752230172e+00,6.150037957742319428e+00,5.550037957742319783e+00,5.400037957742319428e+00
2.050000000000000711e+00,3.163927697995477573e+00,4.801337485295879559e-01,1.612194850099649912e+01,5.680721056922312037e-03,4.468061504388908034e+00,4.018061504388907856e+00,3.868061504388907945e+00,6.115474055276864718e+00,5.515474055276865073e+00,5.365474055276864718e+00
2.100000000000000533e+00,3.136032010473455589e+00,5.127424249255236877e-01,1.591809255241049215e+01,5.433595363551650854e-03,4.428176221266653556e+00,3.978176221266653378e+00,3.828176221266653467e+00,6.081847885548771870e+00,5.481847885548772226e+00,5.331847885548771870e+00
2.150000000000000355e+00,3.108956458690518954e+00,5.450381431643004371e-01,1.572406110698642578e+01,5.195424850830411036e-03,4.389220046980015333e+00,3.939220046980015155e+00,3.789220046980015244e+00,6.049203125401063197e+00,5.449203125401063552e+00,5.299203125401063197e+00
2.200000000000000178e+00,3.082744490550632044e+00,5.769766374034656087e-01,1.553935459347960446e+01,4.966389499022238335e-03,4.351254561682017297e+00,3.901254561682017119e+00,3.751254561682017208e+00,6.017590372088088557e+00,5.417590372088088913e+00,5.267590372088088557e+00
2.250000000000000000e+00,3.057455782557964241e+00,6.085005526019734434e-01,1.536353090445009784e+01,4.746187701350917248e-03,4.314361481565001988e+00,3.864361481565001810e+00,3.714361481565001899e+00,5.987077773296664240e+00,5.387077773296664596e+00,5.237077773296664240e+00
2.299999999999999822e+00,3.033135564500406556e+00,6.395595950303867294e-01,1.519606330243211190e+01,4.535913166807349975e-03,4.278606077455886947e+00,3.828606077455886769e+00,3.678606077455886858e+00,5.957717104624577154e+00,5.357717104624577509e+00,5.207717104624577154e+00
2.349999999999999645e+00,3.009814068429516709e+00,6.701134703407489734e-01,1.503639712706046261e+01,4.336381741141022081e-03,4.244035326963565780e+00,3.794035326963565602e+00,3.644035326963565691e+00,5.929542819001070164e+00,5.329542819001070519e+00,5.179542819001070164e+00
2.399999999999999467e+00,2.987508242249337087e+00,7.001310593155334328e-01,1.488399375547229830e+01,4.148041228413513679e-03,4.210679828568372862e+00,3.760679828568372685e+00,3.610679828568372773e+00,5.902574028196381661e+00,5.302574028196382017e+00,5.152574028196381661e+00
2.449999999999999289e+00,2.966223253304482554e+00,7.295893441100553822e-01,1.473832790685515803e+01,3.971055615823131449e-03,4.178555644896428944e+00,3.728555644896428767e+00,3.578555644896428856e+00,5.876816310025004597e+00,5.276816310025004952e+00,5.126816310025004597e+00
2.499999999999999112e+00,2.945953831573400628e+00,7.584724035663653607e-01,1.459888845592497653e+01,3.805377242498621856e-03,4.147665971080582104e+00,3.697665971080581926e+00,3.547665971080582015e+00,5.852263330241799899e+00,5.252263330241800254e+00,5.102263330241799899e+00
2.549999999999998934e+00,2.926685591144030596e+00,7.867704792846403894e-01,1.446518053394945724e+01,3.650802083022493261e-03,4.118002751419436613e+00,3.668002751419436436e+00,3.518002751419436525e+00,5.828898415625216600e+00,5.228898415625216956e+00,5.078898415625216600e+00
2.599999999999998757e+00,2.908396308589821455e+00,8.144791367695449757e-01,1.433672746594604419e+01,3.507015488037620778e-03,4.089548215357521777e+00,3.639548215357521599e+00,3.489548215357521688e+00,5.806696054238090099e+00,5.206696054238090454e+00,5.056696054238090099e+00
2.649999999999998579e+00,2.891057113927054889e+00,8.415985111377329853e-01,1.421307235955943682e+01,3.373629364755136636e-03,4.062276298354264625e+00,3.612276298354264448e+00,3.462276298354264537e+00,5.785623282061911787e+00,5.185623282061912143e+00,5.035623282061911787e+00
2.699999999999998401e+00,2.874633588769830439e+00,8.681326344775782689e-01,1.409377931708126042e+01,3.250210723319802830e-03,4.036153944395316273e+00,3.586153944395316095e+00,3.436153944395316184e+00,5.765640952347588666e+00,5.165640952347589021e+00,5.015640952347588666e+00
2.749999999999998224e+00,2.859086774195809255e+00,8.940888389250490897e-01,1.397843431588542451e+01,3.136302746511206684e-03,4.011142295215869957e+00,3.561142295215869780e+00,3.411142295215869868e+00,5.746704892323444724e+00,5.146704892323445080e+00,4.996704892323444724e+00
2.799999999999998046e+00,2.844374091264663118e+00,9.194772285583513449e-01,1.386664580267665769e+01,3.031439767732756196e-03,3.987197771991516149e+00,3.537197771991515971e+00,3.387197771991516060e+00,5.728766952424276582e+00,5.128766952424276937e+00,4.978766952424276582e+00
2.849999999999997868e+00,2.830450177154588687e+00,9.443102130954884599e-01,1.375804503399937317e+01,2.935157442729163530e-03,3.964273055195200346e+00,3.514273055195200612e+00,3.364273055195200257e+00,5.711775953159892616e+00,5.111775953159892971e+00,4.961775953159892616e+00
2.899999999999997691e+00,2.817267640126449368e+00,9.686020967622579469e-01,1.365228619297827706e+01,2.846999248409833299e-03,3.942317968256006111e+00,3.492317968256005933e+00,3.342317968256006022e+00,5.695678534828912731e+00,5.095678534828913087e+00,4.945678534828912731e+00
2.949999999999997513e+00,2.804777736820201373e+00,9.923687162507657256e-01,1.354904630978563063e+01,2.766520279095296096e-03,3.921280270590232764e+00,3.471280270590233030e+00,3.321280270590232675e+00,5.680419915398998931e+00,5.080419915398999287e+00,4.930419915398998931e+00
2.999999999999997335e+00,2.792930975630232293e+00,1.015627122241126612e+00,1.344802501097845848e+01,2.693289143404120362e-03,3.901106365487820860e+00,3.451106365487820682e+00,3.301106365487820771e+00,5.665944561943741853e+00,5.065944561943742208e+00,4.915944561943741853e+00
3.049999999999997158e+00,2.781677650089871001e+00,1.038395299509446090e+00,1.334894412065831837e+01,2.626888603875627420e-03,3.881741928223164440e+00,3.431741928223164706e+00,3.281741928223164351e+00,5.652196781045524254e+00,5.052196781045524610e+00,4.902196781045524254e+00
3.099999999999996980e+00,2.770968306328571273e+00,1.060691921181012631e+00,1.325154713443952481e+01,2.566915454308255854e-03,3.863132459629372573e+00,3.413132459629372839e+00,3.263132459629372484e+00,5.639121233553141543e+00,5.039121233553141899e+00,4.889121233553141543e+00
3.149999999999996803e+00,2.760754148750715675e+00,1.082536133195285188e+00,1.315559858547627847e+01,2.512980001039944334e-03,3.845223770234484473e+00,3.395223770234484739e+00,3.245223770234484384e+00,5.626663379027081469e+00,5.026663379027081824e+00,4.876663379027081469e+00
3.199999999999996625e+00,2.750987388125138988e+00,1.103947365519780233e+00,1.306088332023760223e+01,2.464705405634615067e-03,3.827962399909711433e+00,3.377962399909711699e+00,3.227962399909711344e+00,5.614769855117228481e+00,5.014769855117228836e+00,4.864769855117228481e+00
3.249999999999996447e+00,2.741621536272684789e+00,1.124945167078561514e+00,1.296720570029203756e+01,2.421727057657100269e-03,3.811295977824799230e+00,3.361295977824799053e+00,3.211295977824799142e+00,5.603388797000466326e+00,5.003388797000466681e+00,4.853388797000466326e+00
3.299999999999996270e+00,2.732611651499528005e+00,1.145549061745851693e+00,1.287438874504011466e+01,2.383692076244658779e-03,3.795173527345005571e+00,3.345173527345005837e+00,3.195173527345005482e+00,5.592470101862663689e+00,4.992470101862664045e+00,4.842470101862663689e+00
3.349999999999996092e+00,2.723914538851022638e+00,1.165778423096300642e+00,1.278227322908777808e+01,2.350258986250804150e-03,3.779545720338409520e+00,3.329545720338409787e+00,3.179545720338409431e+00,5.581965643244199526e+00,4.981965643244199882e+00,4.831965643244199526e+00
3.399999999999995914e+00,2.715488909158895847e+00,1.185652365902156502e+00,1.269071674677146255e+01,2.321097576681712630e-03,3.764365085191600624e+00,3.314365085191600890e+00,3.164365085191600535e+00,5.571829439884035118e+00,4.971829439884035473e+00,4.821829439884035118e+00
3.449999999999995737e+00,2.707295500728078341e+00,1.205189652626463825e+00,1.259959275521168287e+01,2.295888923692343368e-03,3.749586172656411698e+00,3.299586172656411520e+00,3.149586172656411609e+00,5.562017783497546830e+00,4.962017783497547185e+00,4.812017783497546830e+00
3.499999999999995559e+00,2.699297167362532779e+00,1.224408613383643596e+00,1.250878960618051217e+01,2.274325545254752591e-03,3.735165683470525355e+00,3.285165683470525622e+00,3.135165683470525266e+00,5.552489329711171706e+00,4.952489329711172061e+00,4.802489329711171706e+00
3.549999999999995381e+00,2.691458936266041935e+00,1.243327078027967714e+00,1.241820957601473019e+01,2.256111647528223196e-03,3.721062561510821265e+00,3.271062561510821531e+00,3.121062561510821176e+00,5.543205156155324609e+00,4.943205156155324964e+00,4.793205156155324609e+00
3.599999999999995204e+00,2.683748039177709099e+00,1.261962319190240045e+00,1.232776790179018889e+01,2.240963421895014046e-03,3.707238056050702557e+00,3.257238056050702824e+00,3.107238056050702468e+00,5.534128791488884147e+00,4.934128791488884502e+00,4.784128791488884147e+00
3.649999999999995026e+00,2.676133919916308113e+00,1.280331005217226537e+00,1.223739183099504757e+01,2.228609354686447632e-03,3.693655756502113530e+00,3.243655756502113796e+00,3.093655756502113441e+00,5.525226218896475139e+00,4.925226218896475494e+00,4.775226218896475139e+00
3.699999999999994849e+00,2.668588221315562503e+00,1.298449162080575148e+00,1.214701969100275392e+01,2.218790517276481630e-03,3.680281602830184795e+00,3.230281602830184617e+00,3.080281602830184706e+00,5.516465857366069869e+00,4.916465857366070225e+00,4.766465857366069869e+00
3.749999999999994671e+00,2.661084754336748404e+00,1.316332143415583467e+00,1.205659998375254105e+01,2.211260811090695524e-03,3.667083874634519347e+00,3.217083874634519169e+00,3.067083874634519258e+00,5.507818523821442547e+00,4.907818523821442902e+00,4.757818523821442547e+00
3.799999999999994493e+00,2.653599451948094323e+00,1.333994607928266296e+00,1.196609051019994041e+01,2.205787149257064459e-03,3.654033161696977672e+00,3.204033161696977494e+00,3.054033161696977583e+00,5.499257378953590347e+00,4.899257378953590703e+00,4.749257378953590347e+00
3.849999999999994316e+00,2.646110310164374813e+00,1.351450503474542764e+00,1.187545752830488155e+01,2.202149563341260826e-03,3.641102318602573717e+00,3.191102318602573540e+00,3.041102318602573629e+00,5.490757859369040261e+00,4.890757859369040617e+00,4.740757859369040261e+00
3.899999999999994138e+00,2.638597318446811890e+00,1.368713057170449110e+00,1.178467494758318423e+01,2.200141229486230008e-03,3.628266405848895371e+00,3.178266405848895637e+00,3.028266405848895282e+00,5.482297598452647414e+00,4.882297598452647769e+00,4.732297598452647414e+00
3.949999999999993960e+00,2.631042381474355540e+00,1.385794770939215992e+00,1.169372356256116774e+01,2.199568413053555604e-03,3.615502619671330464e+00,3.165502619671330287e+00,3.015502619671330375e+00,5.473856338129126975e+00,4.873856338129127330e+00,4.723856338129126975e+00
