time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0421,-2.4991,0.5735,0.3131,0.1476,0.3461,2.5639,0.1478,-0.5307,0.1370,0.5481,5.0808
0.1376,-2.4651,0.5873,0.3366,0.1344,0.3625,2.5085,0.1597,-0.5533,0.1237,0.5670,4.9919
0.2404,-2.4313,0.6003,0.3411,0.1238,0.3628,2.4548,0.1770,-0.5486,0.1560,0.5703,4.9044
0.3390,-2.4015,0.6109,0.3252,0.0958,0.3390,2.3873,0.1900,-0.5536,0.1380,0.5705,4.8073
0.4395,-2.3686,0.6193,0.3306,0.0807,0.3403,2.3250,0.2057,-0.6000,0.1520,0.6189,4.7118
0.5396,-2.3358,0.6325,0.3254,0.1006,0.3406,2.2675,0.2179,-0.6166,0.1315,0.6305,4.6219
0.6410,-2.2997,0.6397,0.3361,0.0757,0.3446,2.2121,0.2345,-0.5666,0.1364,0.5828,4.5299
0.7400,-2.2605,0.6570,0.3412,0.0673,0.3478,2.1548,0.2491,-0.5721,0.1454,0.5903,4.4341
0.8400,-2.2242,0.6632,0.3482,0.0557,0.3526,2.0941,0.2651,-0.5818,0.1445,0.5994,4.3366
0.9407,-2.1884,0.6702,0.3565,0.0602,0.3616,2.0386,0.2781,-0.5603,0.1346,0.5762,4.2452
1.0405,-2.1525,0.6709,0.3652,0.0128,0.3654,1.9730,0.2966,-0.6113,0.1646,0.6330,4.1424
1.1433,-2.1184,0.6751,0.3463,0.0307,0.3476,1.9148,0.3117,-0.5869,0.1563,0.6074,4.0495
1.2457,-2.0819,0.6744,0.3596,-0.0069,0.3597,1.8542,0.3276,-0.6104,0.1673,0.6329,3.9513
1.3452,-2.0475,0.6748,0.3462,-0.0047,0.3462,1.7920,0.3439,-0.6196,0.1671,0.6418,3.8537
1.4453,-2.0096,0.6721,0.3703,-0.0204,0.3709,1.7332,0.3598,-0.6127,0.1672,0.6351,3.7558
1.5449,-1.9711,0.6691,0.3823,-0.0340,0.3838,1.6752,0.3748,-0.5840,0.1549,0.6041,3.6581
1.6448,-1.9401,0.6642,0.3284,-0.0549,0.3330,1.6137,0.3914,-0.6110,0.1663,0.6332,3.5642
1.7445,-1.9026,0.6597,0.3664,-0.0519,0.3700,1.5544,0.4082,-0.5950,0.1702,0.6188,3.4662
1.8447,-1.8687,0.6529,0.3544,-0.0682,0.3609,1.4953,0.4250,-0.5781,0.1729,0.6034,3.3717
1.9460,-1.8335,0.6467,0.3512,-0.0683,0.3577,1.4322,0.4397,-0.6234,0.1552,0.6424,3.2722
2.0452,-1.7991,0.6373,0.3487,-0.0926,0.3608,1.3743,0.4533,-0.5952,0.1502,0.6138,3.1788
2.1467,-1.7659,0.6280,0.3332,-0.0969,0.3470,1.3124,0.4707,-0.6122,0.1723,0.6360,3.0823
2.2459,-1.7325,0.6163,0.3279,-0.1074,0.3450,1.2557,0.4808,-0.5697,0.1285,0.5840,2.9913
2.3485,-1.6972,0.6048,0.3488,-0.1178,0.3681,1.1970,0.4955,-0.5776,0.1459,0.5957,2.8963
2.4480,-1.6658,0.5917,0.3502,-0.1236,0.3714,1.1447,0.5052,-0.5298,0.1107,0.5413,2.8119
2.5479,-1.6334,0.5786,0.3258,-0.1339,0.3522,1.0881,0.5152,-0.5431,0.1079,0.5538,2.7223
