time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0000,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.9808,0.0127,-0.0720,0.0372,0.0811,5.0041
0.0997,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.9736,0.0228,-0.0956,0.0896,0.1310,4.9952
0.1998,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.9535,0.0295,-0.1568,0.0796,0.1758,4.9742
0.2995,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.9331,0.0399,-0.2096,0.1036,0.2338,4.9523
0.4001,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.9089,0.0545,-0.2418,0.1424,0.2807,4.9259
0.4999,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.8757,0.0718,-0.3253,0.1675,0.3659,4.8903
0.6000,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.8406,0.0871,-0.3514,0.1540,0.3836,4.8530
0.7000,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.8014,0.1028,-0.3973,0.1598,0.4282,4.8118
0.8053,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.7575,0.1246,-0.4295,0.1855,0.4678,4.7648
0.9059,-1.9420,0.9109,0.3020,-0.0433,0.3051,2.7122,0.1439,-0.4574,0.1911,0.4957,4.7170
1.0038,-1.9097,0.9081,0.3082,-0.0440,0.3113,2.6615,0.1616,-0.4883,0.1788,0.5200,4.6318
1.1038,-1.8758,0.9015,0.3307,-0.0637,0.3368,2.6140,0.1838,-0.4869,0.2076,0.5293,4.5468
1.2054,-1.8491,0.8974,0.3055,-0.0598,0.3113,2.5590,0.2004,-0.5180,0.1842,0.5498,4.4628
1.3059,-1.8189,0.8882,0.3017,-0.0851,0.3135,2.5093,0.2217,-0.5132,0.2026,0.5518,4.3792
1.4048,-1.7914,0.8814,0.2832,-0.0819,0.2948,2.4535,0.2399,-0.5379,0.2000,0.5738,4.2931
1.5054,-1.7592,0.8767,0.3053,-0.0672,0.3126,2.4012,0.2574,-0.5368,0.1864,0.5682,4.2062
1.6045,-1.7290,0.8656,0.3030,-0.0981,0.3185,2.3439,0.2769,-0.5576,0.1865,0.5880,4.1152
1.7058,-1.7029,0.8546,0.2761,-0.1106,0.2974,2.2921,0.3000,-0.5367,0.2118,0.5770,4.0333
1.8066,-1.6732,0.8463,0.2932,-0.1107,0.3134,2.2342,0.3160,-0.5619,0.1809,0.5903,3.9432
1.9070,-1.6396,0.8350,0.3173,-0.1172,0.3383,2.1823,0.3379,-0.5374,0.2027,0.5744,3.8540
2.0088,-1.6473,0.8243,0.2714,-0.1130,0.2940,2.1197,0.3574,-0.5789,0.2109,0.6161,3.7958
2.1081,-1.6164,0.8115,0.2915,-0.1260,0.3175,2.0624,0.3760,-0.5755,0.1949,0.6076,3.7045
2.2080,-1.5950,0.7971,0.2533,-0.1433,0.2910,2.0074,0.3924,-0.5505,0.1813,0.5796,3.6251
2.3091,-1.5659,0.7834,0.2743,-0.1450,0.3102,1.9458,0.4107,-0.5902,0.1822,0.6176,3.5314
2.4089,-1.5444,0.7671,0.2409,-0.1664,0.2928,1.8919,0.4286,-0.5579,0.1707,0.5834,3.4529
2.5080,-1.5207,0.7506,0.2360,-0.1690,0.2903,1.8273,0.4512,-0.6134,0.2052,0.6468,3.3614
2.6085,-1.4961,0.7365,0.2561,-0.1486,0.2961,1.7724,0.4653,-0.5828,0.1899,0.6130,3.2797
2.7111,-1.4754,0.7158,0.2223,-0.1899,0.2924,1.7063,0.4833,-0.6323,0.1830,0.6583,3.1902
2.8100,-1.4533,0.6976,0.2198,-0.1905,0.2909,1.6507,0.4955,-0.5937,0.1416,0.6103,3.1105
2.9105,-1.4328,0.6818,0.2058,-0.1732,0.2690,1.5920,0.5144,-0.5908,0.1698,0.6147,3.0295
