time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0010,-2.8324,0.4181,0.1634,0.1701,0.2359,3.0018,0.0014,0.0187,0.0038,0.0191,5.8491
0.0990,-2.8152,0.4334,0.1733,0.1552,0.2326,2.9986,0.0002,-0.0137,-0.0062,0.0150,5.8299
0.1987,-2.7956,0.4495,0.1833,0.1498,0.2368,2.9983,0.0002,-0.0104,0.0038,0.0111,5.8113
0.3003,-2.7813,0.4637,0.1615,0.1388,0.2129,2.9982,0.0080,-0.0049,0.0513,0.0515,5.7974
0.3986,-2.7559,0.4764,0.2075,0.1305,0.2452,3.0028,0.0037,0.0341,-0.0023,0.0342,5.7781
0.4982,-2.7331,0.4899,0.2246,0.1283,0.2587,2.9965,0.0044,-0.0289,0.0034,0.0291,5.7501
0.5988,-2.7133,0.5013,0.2349,0.1168,0.2623,3.0011,0.0039,0.0073,-0.0012,0.0074,5.7360
0.7004,-2.6934,0.5143,0.2140,0.1191,0.2449,2.9978,0.0038,-0.0193,-0.0017,0.0194,5.7141
0.7996,-2.6685,0.5221,0.2443,0.0900,0.2603,2.9987,0.0042,-0.0001,-0.0044,0.0044,5.6908
0.9006,-2.6417,0.5323,0.2619,0.0903,0.2770,2.9998,0.0053,0.0027,0.0097,0.0101,5.6661
1.0010,-2.6218,0.5408,0.2283,0.0830,0.2429,2.9965,0.0110,-0.0351,0.0849,0.0919,5.6432
1.1010,-2.5941,0.5485,0.2627,0.0713,0.2722,2.9822,0.0150,-0.1375,0.0785,0.1583,5.6018
1.2036,-2.5722,0.5565,0.2412,0.0771,0.2533,2.9673,0.0286,-0.1656,0.1262,0.2082,5.5646
1.3013,-2.5440,0.5594,0.2703,0.0380,0.2729,2.9431,0.0419,-0.2449,0.1432,0.2837,5.5114
1.4031,-2.5189,0.5658,0.2692,0.0352,0.2714,2.9202,0.0618,-0.2613,0.1836,0.3193,5.4624
1.5017,-2.4908,0.5704,0.2772,0.0346,0.2793,2.8917,0.0834,-0.2945,0.2124,0.3631,5.4045
1.6029,-2.4652,0.5743,0.2675,0.0326,0.2695,2.8584,0.1116,-0.3401,0.2663,0.4320,5.3437
1.7021,-2.4430,0.5718,0.2385,-0.0133,0.2389,2.8252,0.1331,-0.3466,0.2360,0.4193,5.2864
1.8034,-2.4116,0.5742,0.2792,-0.0099,0.2793,2.7880,0.1617,-0.3728,0.2682,0.4593,5.2159
1.9035,-2.3863,0.5737,0.2614,-0.0133,0.2618,2.7491,0.1866,-0.3911,0.2562,0.4675,5.1500
2.0048,-2.3596,0.5833,0.2703,-0.0253,0.2714,2.7094,0.2143,-0.4055,0.2718,0.4882,5.0824
2.1037,-2.3362,0.5797,0.2452,-0.0394,0.2484,2.6703,0.2401,-0.4021,0.2592,0.4784,5.0180
2.2054,-2.3100,0.5782,0.2403,-0.0350,0.2429,2.6287,0.2680,-0.4250,0.2578,0.4971,4.9484
2.3037,-2.2809,0.5748,0.2735,-0.0414,0.2766,2.5899,0.2938,-0.4043,0.2517,0.4762,4.8789
2.4047,-2.2578,0.5690,0.2461,-0.0569,0.2526,2.5450,0.3187,-0.4308,0.2407,0.4935,4.8094
2.5061,-2.2312,0.5655,0.2579,-0.0493,0.2626,2.5044,0.3423,-0.4163,0.2306,0.4759,4.7408
2.6050,-2.2067,0.5570,0.2505,-0.0741,0.2612,2.4593,0.3665,-0.4474,0.2249,0.5007,4.6699
2.7062,-2.1865,0.5502,0.2148,-0.0766,0.2281,2.4184,0.3894,-0.4232,0.2194,0.4767,4.6077
