time_s,leader_x_m,leader_y_m,leader_vx_map_ms,leader_vy_map_ms,leader_v_ms,leader_yaw_rad,leader_omega_rads,follower_x_m,follower_y_m,follower_vx_map_ms,follower_vy_map_ms,follower_v_ms,follower_yaw_rad,follower_omega_rads,distance_m
0.5692,0.1085,1.7398,-0.2857,-0.1661,0.3304,0.0499,0.0091,-1.8997,1.8913,0.3893,-0.0372,0.3911,-0.0323,0.0082,2.0139
0.5698,0.1061,1.7384,-0.2859,-0.1661,0.3306,0.0478,0.0054,-1.8963,1.8908,0.3893,-0.0372,0.3911,-0.0297,0.0082,2.0082
0.5890,0.1038,1.7371,-0.2866,-0.1665,0.3314,0.0456,0.0036,-1.8931,1.8903,0.3896,-0.0380,0.3915,-0.0277,0.0086,2.0028
0.5896,0.1013,1.7358,-0.2866,-0.1665,0.3314,0.0438,0.0036,-1.8897,1.8898,0.3896,-0.0380,0.3915,-0.0247,0.0086,1.9970
0.6092,0.0992,1.7347,-0.2868,-0.1664,0.3316,0.0425,0.0021,-1.8865,1.8893,0.3893,-0.0390,0.3913,-0.0218,0.0083,1.9917
0.6096,0.0968,1.7334,-0.2868,-0.1664,0.3316,0.0410,0.0021,-1.8829,1.8887,0.3893,-0.0390,0.3913,-0.0187,0.0083,1.9858
0.6187,0.0947,1.7323,-0.2876,-0.1664,0.3323,0.0402,-0.0002,-1.8799,1.8882,0.3906,-0.0403,0.3927,-0.0169,0.0083,1.9807
0.6189,0.0922,1.7309,-0.2876,-0.1664,0.3323,0.0391,-0.0002,-1.8762,1.8875,0.3906,-0.0403,0.3927,-0.0139,0.0083,1.9746
0.6392,0.0901,1.7297,-0.2871,-0.1649,0.3310,0.0382,-0.0083,-1.8732,1.8869,0.3899,-0.0418,0.3921,-0.0119,0.0119,1.9695
0.6394,0.0879,1.7285,-0.2873,-0.1647,0.3311,0.0371,-0.0109,-1.8699,1.8865,0.3900,-0.0426,0.3923,-0.0088,0.0140,1.9641
0.6590,0.0853,1.7269,-0.2869,-0.1640,0.3305,0.0361,-0.0143,-1.8665,1.8859,0.3898,-0.0433,0.3922,-0.0059,0.0127,1.9583
0.6594,0.0830,1.7254,-0.2869,-0.1640,0.3305,0.0347,-0.0143,-1.8631,1.8854,0.3903,-0.0444,0.3928,-0.0027,0.0132,1.9527
0.6691,0.0806,1.7240,-0.2873,-0.1644,0.3310,0.0326,-0.0137,-1.8598,1.8847,0.3900,-0.0455,0.3926,0.0004,0.0172,1.9471
0.6696,0.0785,1.7227,-0.2873,-0.1644,0.3310,0.0314,-0.0137,-1.8566,1.8842,0.3900,-0.0464,0.3927,0.0029,0.0176,1.9418
0.6891,0.0762,1.7214,-0.2873,-0.1643,0.3309,0.0295,-0.0091,-1.8532,1.8836,0.3906,-0.0472,0.3934,0.0071,0.0157,1.9361
0.6895,0.0739,1.7202,-0.2873,-0.1643,0.3309,0.0277,-0.0091,-1.8499,1.8831,0.3906,-0.0472,0.3934,0.0101,0.0157,1.9307
0.7094,0.0716,1.7188,-0.2869,-0.1634,0.3301,0.0263,-0.0084,-1.8463,1.8826,0.3907,-0.0486,0.3937,0.0123,0.0136,1.9249
0.7099,0.0694,1.7176,-0.2869,-0.1631,0.3300,0.0253,-0.0090,-1.8432,1.8820,0.3916,-0.0494,0.3947,0.0161,0.0132,1.9196
0.7193,0.0669,1.7163,-0.2864,-0.1625,0.3293,0.0239,-0.0103,-1.8396,1.8814,0.3911,-0.0502,0.3943,0.0185,0.0121,1.9137
0.7197,0.0648,1.7151,-0.2866,-0.1621,0.3292,0.0228,-0.0123,-1.8366,1.8808,0.3917,-0.0508,0.3949,0.0211,0.0053,1.9086
0.7391,0.0626,1.7139,-0.2860,-0.1614,0.3284,0.0218,-0.0139,-1.8333,1.8803,0.3913,-0.0513,0.3947,0.0231,0.0044,1.9032
0.7394,0.0604,1.7126,-0.2860,-0.1614,0.3284,0.0207,-0.0139,-1.8301,1.8797,0.3913,-0.0513,0.3947,0.0245,0.0044,1.8978
0.7489,0.0582,1.7114,-0.2851,-0.1603,0.3270,0.0197,-0.0171,-1.8267,1.8792,0.3915,-0.0526,0.3950,0.0265,0.0038,1.8924
0.7591,0.0539,1.7088,-0.2861,-0.1610,0.3283,0.0166,-0.0168,-1.8231,1.8786,0.3914,-0.0532,0.3950,0.0284,0.0043,1.8846
0.7593,0.0539,1.7088,-0.2861,-0.1610,0.3283,0.0166,-0.0168,-1.8199,1.8780,0.3949,-0.0543,0.3986,0.0311,0.0049,1.8814
0.7792,0.0517,1.7074,-0.2834,-0.1596,0.3253,0.0150,-0.0156,-1.8166,1.8774,0.3924,-0.0544,0.3962,0.0337,0.0044,1.8760
0.7795,0.0495,1.7061,-0.2834,-0.1596,0.3253,0.0135,-0.0156,-1.8132,1.8768,0.3924,-0.0544,0.3962,0.0361,0.0044,1.8705
0.7992,0.0472,1.7048,-0.2827,-0.1599,0.3248,0.0122,-0.0104,-1.8099,1.8762,0.3929,-0.0554,0.3968,0.0370,0.0058,1.8650
0.7995,0.0450,1.7035,-0.2827,-0.1599,0.3248,0.0109,-0.0104,-1.8068,1.8756,0.3929,-0.0554,0.3968,0.0385,0.0058,1.8599
0.8088,0.0427,1.7022,-0.2818,-0.1601,0.3242,0.0099,0.0008,-1.8035,1.8749,0.3930,-0.0565,0.3970,0.0405,0.0065,1.8543
0.8090,0.0404,1.7008,-0.2814,-0.1598,0.3236,0.0092,0.0009,-1.8002,1.8743,0.3932,-0.0571,0.3973,0.0431,-0.0016,1.8488
0.8292,0.0384,1.6996,-0.2814,-0.1596,0.3235,0.0087,0.0001,-1.7969,1.8737,0.3935,-0.0578,0.3977,0.0450,-0.0007,1.8435
0.8294,0.0362,1.6984,-0.2814,-0.1596,0.3235,0.0083,0.0001,-1.7935,1.8730,0.3935,-0.0578,0.3977,0.0466,-0.0007,1.8380
0.8387,0.0342,1.6972,-0.2799,-0.1584,0.3216,0.0079,-0.0031,-1.7902,1.8724,0.3945,-0.0591,0.3989,0.0483,-0.0019,1.8328
0.8390,0.0320,1.6958,-0.2799,-0.1584,0.3216,0.0069,-0.0031,-1.7866,1.8715,0.3945,-0.0591,0.3989,0.0501,-0.0019,1.8271
0.8592,0.0301,1.6948,-0.2782,-0.1578,0.3199,0.0065,-0.0047,-1.7836,1.8710,0.3957,-0.0605,0.4003,0.0514,-0.0085,1.8222
0.8688,0.0277,1.6933,-0.2774,-0.1576,0.3190,0.0056,-0.0045,-1.7800,1.8701,0.3960,-0.0611,0.4007,0.0523,-0.0098,1.8163
0.8692,0.0258,1.6921,-0.2774,-0.1576,0.3190,0.0048,-0.0045,-1.7771,1.8695,0.3960,-0.0611,0.4007,0.0532,-0.0098,1.8116
0.8892,0.0237,1.6907,-0.2761,-0.1577,0.3179,0.0042,-0.0028,-1.7740,1.8688,0.3962,-0.0627,0.4011,0.0536,-0.0106,1.8065
0.8895,0.0216,1.6894,-0.2761,-0.1577,0.3179,0.0032,-0.0028,-1.7709,1.8680,0.3962,-0.0627,0.4011,0.0551,-0.0106,1.8014
0.9092,0.0172,1.6868,-0.2743,-0.1572,0.3162,0.0013,-0.0012,-1.7675,1.8671,0.3949,-0.0642,0.4001,0.0562,-0.0074,1.7938
0.9095,0.0172,1.6868,-0.2743,-0.1572,0.3162,0.0013,-0.0012,-1.7643,1.8663,0.3949,-0.0642,0.4001,0.0576,-0.0074,1.7905
0.9191,0.0150,1.6855,-0.2735,-0.1567,0.3152,0.0001,-0.0002,-1.7608,1.8655,0.3954,-0.0662,0.4009,0.0588,-0.0077,1.7849
0.9291,0.0127,1.6842,-0.2731,-0.1563,0.3146,-0.0006,-0.0019,-1.7574,1.8646,0.3958,-0.0671,0.4015,0.0601,-0.0013,1.7793
0.9294,0.0109,1.6832,-0.2731,-0.1563,0.3146,-0.0010,-0.0019,-1.7544,1.8639,0.3958,-0.0671,0.4015,0.0615,-0.0013,1.7746
0.9492,0.0087,1.6818,-0.2717,-0.1557,0.3131,-0.0019,-0.0041,-1.7510,1.8630,0.3956,-0.0689,0.4016,0.0625,-0.0018,1.7690
0.9495,0.0068,1.6806,-0.2717,-0.1557,0.3131,-0.0022,-0.0041,-1.7479,1.8621,0.3956,-0.0689,0.4016,0.0640,-0.0018,1.7640
0.9592,0.0029,1.6779,-0.2696,-0.1558,0.3114,-0.0031,0.0044,-1.7445,1.8611,0.3960,-0.0711,0.4023,0.0648,-0.0030,1.7570
0.9595,0.0029,1.6779,-0.2696,-0.1558,0.3114,-0.0031,0.0044,-1.7412,1.8602,0.3960,-0.0711,0.4023,0.0674,-0.0030,1.7536
0.9792,-0.0010,1.6755,-0.2678,-0.1553,0.3096,-0.0042,0.0058,-1.7378,1.8592,0.3959,-0.0735,0.4027,0.0692,0.0007,1.7466
0.9796,-0.0010,1.6755,-0.2678,-0.1553,0.3096,-0.0042,0.0058,-1.7344,1.8582,0.3961,-0.0748,0.4031,0.0712,0.0010,1.7430
0.9892,-0.0029,1.6742,-0.2671,-0.1549,0.3087,-0.0050,0.0061,-1.7310,1.8572,0.3965,-0.0760,0.4037,0.0725,0.0015,1.7377
0.9896,-0.0051,1.6729,-0.2671,-0.1549,0.3087,-0.0060,0.0061,-1.7276,1.8562,0.3965,-0.0760,0.4037,0.0745,0.0015,1.7322
1.0092,-0.0069,1.6717,-0.2651,-0.1542,0.3067,-0.0065,-0.0016,-1.7244,1.8553,0.3966,-0.0779,0.4042,0.0757,-0.0028,1.7272
1.0096,-0.0091,1.6703,-0.2651,-0.1542,0.3067,-0.0068,-0.0016,-1.7208,1.8542,0.3964,-0.0787,0.4042,0.0770,-0.0024,1.7216
1.0293,-0.0108,1.6692,-0.2635,-0.1543,0.3054,-0.0071,-0.0001,-1.7177,1.8532,0.3969,-0.0800,0.4048,0.0775,0.0020,1.7168
1.0296,-0.0129,1.6679,-0.2635,-0.1543,0.3054,-0.0073,-0.0001,-1.7143,1.8521,0.3969,-0.0800,0.4048,0.0782,0.0020,1.7113
1.0493,-0.0147,1.6668,-0.2617,-0.1545,0.3039,-0.0076,0.0039,-1.7112,1.8511,0.3967,-0.0824,0.4052,0.0787,0.0097,1.7065
1.0496,-0.0165,1.6658,-0.2617,-0.1545,0.3039,-0.0079,0.0039,-1.7078,1.8500,0.3967,-0.0824,0.4052,0.0793,0.0097,1.7013
1.0595,-0.0185,1.6646,-0.2593,-0.1534,0.3012,-0.0082,0.0049,-1.7044,1.8488,0.3964,-0.0844,0.4053,0.0802,0.0134,1.6959
1.0599,-0.0200,1.6636,-0.2589,-0.1534,0.3009,-0.0085,0.0010,-1.7013,1.8478,0.3975,-0.0861,0.4068,0.0810,0.0123,1.6913
1.0793,-0.0221,1.6622,-0.2571,-0.1525,0.2989,-0.0091,-0.0028,-1.6977,1.8464,0.3968,-0.0870,0.4062,0.0822,0.0127,1.6857
1.0797,-0.0240,1.6609,-0.2571,-0.1525,0.2989,-0.0098,-0.0028,-1.6943,1.8453,0.3968,-0.0870,0.4062,0.0830,0.0127,1.6804
1.0892,-0.0261,1.6595,-0.2556,-0.1525,0.2977,-0.0105,-0.0048,-1.6909,1.8439,0.3978,-0.0900,0.4078,0.0846,0.0116,1.6750
1.0895,-0.0279,1.6582,-0.2548,-0.1527,0.2970,-0.0108,-0.0043,-1.6875,1.8428,0.3978,-0.0900,0.4078,0.0851,0.0116,1.6699
1.1093,-0.0300,1.6568,-0.2542,-0.1530,0.2967,-0.0117,-0.0005,-1.6842,1.8415,0.3979,-0.0930,0.4086,0.0865,0.0065,1.6644
1.1097,-0.0317,1.6557,-0.2542,-0.1530,0.2967,-0.0123,-0.0005,-1.6810,1.8406,0.3979,-0.0930,0.4086,0.0865,0.0065,1.6597
1.1293,-0.0337,1.6545,-0.2527,-0.1531,0.2955,-0.0128,0.0131,-1.6776,1.8392,0.3977,-0.0952,0.4090,0.0872,0.0037,1.6543
1.1299,-0.0355,1.6533,-0.2527,-0.1531,0.2955,-0.0134,0.0131,-1.6742,1.8379,0.3977,-0.0952,0.4090,0.0872,0.0037,1.6491
1.1494,-0.0373,1.6521,-0.2510,-0.1527,0.2938,-0.0139,0.0180,-1.6711,1.8366,0.3979,-0.0980,0.4098,0.0879,-0.0025,1.6442
1.1498,-0.0391,1.6509,-0.2503,-0.1526,0.2932,-0.0143,0.0155,-1.6678,1.8353,0.3976,-0.0998,0.4099,0.0883,-0.0003,1.6390
1.1588,-0.0409,1.6497,-0.2489,-0.1519,0.2916,-0.0150,0.0117,-1.6645,1.8339,0.3975,-0.1012,0.4102,0.0887,-0.0010,1.6341
1.1591,-0.0426,1.6484,-0.2489,-0.1519,0.2916,-0.0156,0.0117,-1.6615,1.8326,0.3975,-0.1012,0.4102,0.0891,-0.0010,1.6294
1.1793,-0.0442,1.6472,-0.2464,-0.1511,0.2890,-0.0164,0.0077,-1.6583,1.8315,0.3967,-0.1042,0.4101,0.0892,-0.0013,1.6246
1.1798,-0.0461,1.6457,-0.2464,-0.1511,0.2890,-0.0175,0.0077,-1.6548,1.8300,0.3965,-0.1054,0.4103,0.0898,0.0008,1.6193
1.1891,-0.0494,1.6431,-0.2433,-0.1516,0.2867,-0.0191,0.0035,-1.6515,1.8287,0.3967,-0.1071,0.4109,0.0903,0.0030,1.6128
1.1893,-0.0494,1.6431,-0.2433,-0.1516,0.2867,-0.0191,0.0035,-1.6483,1.8275,0.3967,-0.1071,0.4109,0.0906,0.0030,1.6095
1.2096,-0.0510,1.6418,-0.2419,-0.1515,0.2854,-0.0196,0.0036,-1.6451,1.8262,0.3961,-0.1102,0.4111,0.0909,0.0003,1.6047
1.2103,-0.0527,1.6403,-0.2406,-0.1515,0.2844,-0.0199,0.0040,-1.6417,1.8248,0.3963,-0.1115,0.4117,0.0912,-0.0025,1.5996
1.2291,-0.0545,1.6389,-0.2394,-0.1519,0.2835,-0.0205,0.0043,-1.6383,1.8235,0.3958,-0.1130,0.4117,0.0918,-0.0052,1.5945
1.2293,-0.0561,1.6376,-0.2394,-0.1519,0.2835,-0.0208,0.0043,-1.6353,1.8222,0.3966,-0.1147,0.4129,0.0923,-0.0134,1.5900
1.2390,-0.0578,1.6362,-0.2373,-0.1526,0.2821,-0.0212,0.0059,-1.6319,1.8208,0.3960,-0.1162,0.4127,0.0927,-0.0144,1.5849
1.2393,-0.0595,1.6348,-0.2373,-0.1526,0.2821,-0.0214,0.0059,-1.6291,1.8194,0.3960,-0.1162,0.4127,0.0934,-0.0144,1.5804
1.2591,-0.0611,1.6335,-0.2355,-0.1532,0.2809,-0.0219,0.0058,-1.6257,1.8179,0.3954,-0.1196,0.4131,0.0942,-0.0222,1.5754
1.2593,-0.0626,1.6325,-0.2355,-0.1532,0.2809,-0.0223,0.0058,-1.6227,1.8166,0.3954,-0.1196,0.4131,0.0950,-0.0222,1.5709
1.2791,-0.0642,1.6312,-0.2329,-0.1527,0.2784,-0.0227,0.0042,-1.6191,1.8151,0.3945,-0.1228,0.4132,0.0957,-0.0220,1.5657
1.2793,-0.0657,1.6300,-0.2318,-0.1525,0.2774,-0.0230,0.0011,-1.6163,1.8138,0.3950,-0.1247,0.4142,0.0959,-0.0222,1.5614
1.2890,-0.0673,1.6286,-0.2304,-0.1522,0.2761,-0.0237,-0.0018,-1.6130,1.8122,0.3939,-0.1261,0.4136,0.0958,-0.0213,1.5565
1.2893,-0.0689,1.6273,-0.2304,-0.1522,0.2761,-0.0246,-0.0018,-1.6102,1.8110,0.3939,-0.1279,0.4141,0.0958,-0.0212,1.5522
1.3089,-0.0704,1.6260,-0.2278,-0.1523,0.2741,-0.0252,-0.0078,-1.6079,1.8097,0.3933,-0.1292,0.4140,0.0957,-0.0220,1.5484
1.3092,-0.0723,1.6242,-0.2278,-0.1523,0.2741,-0.0258,-0.0078,-1.6050,1.8081,0.3933,-0.1292,0.4140,0.0939,-0.0220,1.5438
