time_s,leader_x_m,leader_y_m,leader_vx_map_ms,leader_vy_map_ms,leader_v_ms,leader_yaw_rad,leader_omega_rads,follower_x_m,follower_y_m,follower_vx_map_ms,follower_vy_map_ms,follower_v_ms,follower_yaw_rad,follower_omega_rads,distance_m
0.0000,0.0994,1.7295,-0.2816,-0.1705,0.3292,0.0686,0.0019,-2.2542,1.9196,0.2173,-0.0152,0.2178,-0.0663,0.0337,2.3612
0.0007,0.0994,1.7295,-0.2816,-0.1705,0.3292,0.0686,0.0019,-2.2523,1.9193,0.2173,-0.0152,0.2178,-0.0661,0.0337,2.3593
0.0203,0.0949,1.7270,-0.2815,-0.1707,0.3293,0.0654,0.0083,-2.2506,1.9191,0.2186,-0.0165,0.2192,-0.0657,0.0346,2.3533
0.0207,0.0923,1.7256,-0.2815,-0.1707,0.3293,0.0632,0.0083,-2.2484,1.9189,0.2187,-0.0170,0.2193,-0.0653,0.0347,2.3487
0.0404,0.0902,1.7244,-0.2823,-0.1702,0.3297,0.0617,0.0084,-2.2468,1.9187,0.2203,-0.0176,0.2210,-0.0650,0.0330,2.3450
0.0503,0.0877,1.7229,-0.2820,-0.1694,0.3290,0.0600,0.0077,-2.2446,1.9184,0.2210,-0.0182,0.2217,-0.0643,0.0281,2.3405
0.0508,0.0877,1.7229,-0.2820,-0.1694,0.3290,0.0600,0.0077,-2.2429,1.9182,0.2210,-0.0182,0.2217,-0.0631,0.0281,2.3388
0.0603,0.0834,1.7203,-0.2814,-0.1685,0.3280,0.0576,0.0037,-2.2409,1.9180,0.2225,-0.0194,0.2234,-0.0613,0.0277,2.3327
0.0605,0.0812,1.7188,-0.2814,-0.1685,0.3280,0.0566,0.0037,-2.2391,1.9178,0.2225,-0.0194,0.2234,-0.0603,0.0277,2.3289
0.0805,0.0791,1.7176,-0.2813,-0.1687,0.3280,0.0552,0.0065,-2.2371,1.9176,0.2231,-0.0204,0.2240,-0.0591,0.0271,2.3248
0.0808,0.0767,1.7162,-0.2807,-0.1684,0.3273,0.0531,0.0082,-2.2352,1.9173,0.2234,-0.0207,0.2244,-0.0584,0.0245,2.3206
0.1005,0.0746,1.7150,-0.2805,-0.1681,0.3270,0.0518,0.0091,-2.2332,1.9171,0.2235,-0.0212,0.2245,-0.0580,0.0218,2.3166
0.1008,0.0724,1.7138,-0.2805,-0.1681,0.3270,0.0507,0.0091,-2.2314,1.9169,0.2235,-0.0212,0.2245,-0.0578,0.0218,2.3127
0.1105,0.0703,1.7126,-0.2794,-0.1670,0.3255,0.0499,0.0065,-2.2295,1.9167,0.2244,-0.0220,0.2255,-0.0570,0.0040,2.3088
0.1206,0.0680,1.7113,-0.2793,-0.1668,0.3253,0.0492,0.0026,-2.2276,1.9165,0.2253,-0.0223,0.2264,-0.0566,0.0029,2.3048
0.1209,0.0658,1.7100,-0.2793,-0.1668,0.3253,0.0487,0.0026,-2.2257,1.9163,0.2255,-0.0226,0.2266,-0.0560,0.0028,2.3008
0.1403,0.0635,1.7086,-0.2785,-0.1662,0.3243,0.0481,-0.0017,-2.2238,1.9160,0.2261,-0.0229,0.2272,-0.0548,0.0137,2.2967
0.1406,0.0613,1.7072,-0.2785,-0.1662,0.3243,0.0471,-0.0017,-2.2219,1.9158,0.2267,-0.0234,0.2279,-0.0534,0.0170,2.2927
0.1502,0.0591,1.7057,-0.2783,-0.1665,0.3244,0.0462,-0.0006,-2.2200,1.9155,0.2265,-0.0239,0.2277,-0.0524,0.0155,2.2887
0.1505,0.0591,1.7057,-0.2783,-0.1665,0.3244,0.0462,-0.0006,-2.2180,1.9151,0.2265,-0.0239,0.2277,-0.0511,0.0155,2.2867
0.1702,0.0548,1.7029,-0.2777,-0.1665,0.3238,0.0437,0.0064,-2.2163,1.9148,0.2266,-0.0251,0.2280,-0.0503,0.0160,2.2809
0.1705,0.0524,1.7015,-0.2777,-0.1665,0.3238,0.0420,0.0064,-2.2142,1.9144,0.2266,-0.0251,0.2280,-0.0483,0.0160,2.2766
0.1904,0.0505,1.7005,-0.2766,-0.1666,0.3229,0.0408,0.0139,-2.2124,1.9141,0.2277,-0.0259,0.2292,-0.0474,0.0025,2.2730
0.1907,0.0482,1.6993,-0.2766,-0.1666,0.3229,0.0392,0.0139,-2.2104,1.9139,0.2277,-0.0259,0.2292,-0.0450,0.0025,2.2688
0.2003,0.0461,1.6982,-0.2759,-0.1656,0.3217,0.0377,0.0176,-2.2085,1.9136,0.2292,-0.0263,0.2307,-0.0436,-0.0076,2.2648
0.2007,0.0438,1.6970,-0.2759,-0.1656,0.3217,0.0364,0.0176,-2.2066,1.9133,0.2292,-0.0263,0.2307,-0.0419,-0.0076,2.2608
