case,initial_distance,max_distance,tail_mean_distance,tail_rms_distance,tail_std_distance,final_distance,max_cmd_speed,mean_cmd_delta,speed_clip_ratio,accel_clip_ratio,mean_solve_ms,max_solve_ms,mean_solve_iters,solver_failures
artstein_hpc_no_delay_noise,0.577293953533938,0.577293953533938,0.05662205139579669,0.06099548913905948,0.0226802334874419,0.02989501853409579,0.5,0.019862215289213076,0.02666666666666667,0.9844444444444445,0.0,0.0,0.0,0
artstein_lqr_no_delay_noise,0.5808480087014675,0.5808480087014675,0.044409177743432705,0.046564387772466555,0.014002397679570254,0.028809745451891203,0.5,0.019005068176164853,0.04777777777777778,0.8577777777777778,0.0,0.0,0.0,0
original_4d_delay_noise,0.58309518948453,0.6001598197413923,0.096921047139825,0.09916655927516457,0.020983734171842544,0.09099357919713716,0.5,0.01919015585369954,0.05444444444444444,0.8955555555555555,0.0,0.0,0.0,0
artstein_hpc_delay_noise,0.58309518948453,0.5892384314332704,0.05117690826966742,0.051805973638034145,0.008048786526100402,0.035354097567052024,0.5,0.019752154690314973,0.04666666666666667,0.9744444444444444,0.0,0.0,0.0,0
artstein_lqr_delay_noise,0.58309518948453,0.5910655291066912,0.04736639950478797,0.04783444327661809,0.006675190000053563,0.040034795153438746,0.5,0.01916231313038713,0.07333333333333333,0.8788888888888889,0.0,0.0,0.0,0
