time_s,leader_x_m,leader_y_m,leader_vx_map_ms,leader_vy_map_ms,leader_v_ms,leader_yaw_rad,leader_omega_rads,follower_x_m,follower_y_m,follower_vx_map_ms,follower_vy_map_ms,follower_v_ms,follower_yaw_rad,follower_omega_rads,distance_m
0.0000,0.1557,1.7718,-0.2752,-0.1536,0.3151,0.0696,-0.0018,-2.2282,1.9154,0.2432,-0.0305,0.2451,-0.1849,0.0192,2.3883
0.0199,0.1557,1.7718,-0.2752,-0.1536,0.3151,0.0696,-0.0018,-2.2261,1.9151,0.2426,-0.0311,0.2445,-0.1850,0.0217,2.3861
0.0202,0.1534,1.7705,-0.2752,-0.1536,0.3151,0.0677,-0.0018,-2.2241,1.9147,0.2430,-0.0318,0.2450,-0.1854,0.0234,2.3818
0.0299,0.1510,1.7692,-0.2767,-0.1554,0.3174,0.0654,0.0035,-2.2219,1.9143,0.2432,-0.0325,0.2454,-0.1857,0.0301,2.3773
0.0303,0.1487,1.7681,-0.2767,-0.1554,0.3174,0.0635,0.0035,-2.2199,1.9140,0.2432,-0.0325,0.2454,-0.1863,0.0301,2.3731
0.0499,0.1441,1.7657,-0.2784,-0.1559,0.3191,0.0608,0.0095,-2.2179,1.9136,0.2434,-0.0340,0.2458,-0.1869,0.0312,2.3666
0.0501,0.1441,1.7657,-0.2784,-0.1559,0.3191,0.0608,0.0095,-2.2158,1.9132,0.2441,-0.0347,0.2465,-0.1873,0.0292,2.3645
0.0697,0.1416,1.7644,-0.2794,-0.1562,0.3201,0.0595,0.0049,-2.2135,1.9127,0.2449,-0.0354,0.2474,-0.1874,0.0274,2.3598
0.0700,0.1394,1.7633,-0.2794,-0.1562,0.3201,0.0582,0.0049,-2.2115,1.9124,0.2449,-0.0354,0.2474,-0.1874,0.0274,2.3557
0.0798,0.1372,1.7620,-0.2799,-0.1560,0.3204,0.0564,0.0020,-2.2096,1.9119,0.2457,-0.0371,0.2485,-0.1874,0.0188,2.3515
0.0801,0.1350,1.7609,-0.2799,-0.1560,0.3204,0.0551,0.0020,-2.2077,1.9115,0.2463,-0.0379,0.2492,-0.1872,0.0203,2.3476
0.0997,0.1323,1.7593,-0.2800,-0.1559,0.3205,0.0531,-0.0004,-2.2052,1.9108,0.2465,-0.0385,0.2495,-0.1871,0.0216,2.3425
0.1001,0.1299,1.7581,-0.2800,-0.1559,0.3205,0.0511,-0.0004,-2.2030,1.9103,0.2480,-0.0397,0.2512,-0.1871,0.0208,2.3379
0.1200,0.1277,1.7569,-0.2815,-0.1567,0.3221,0.0501,-0.0012,-2.2010,1.9099,0.2483,-0.0405,0.2516,-0.1871,0.0199,2.3337
0.1203,0.1257,1.7559,-0.2815,-0.1567,0.3221,0.0494,-0.0012,-2.1991,1.9095,0.2488,-0.0412,0.2522,-0.1870,0.0158,2.3298
0.1300,0.1233,1.7545,-0.2812,-0.1563,0.3217,0.0485,-0.0025,-2.1968,1.9091,0.2487,-0.0415,0.2521,-0.1871,0.0140,2.3252
0.1302,0.1212,1.7533,-0.2812,-0.1563,0.3217,0.0479,-0.0025,-2.1948,1.9088,0.2487,-0.0415,0.2521,-0.1873,0.0140,2.3212
0.1499,0.1186,1.7518,-0.2818,-0.1570,0.3225,0.0470,-0.0016,-2.1926,1.9083,0.2499,-0.0424,0.2535,-0.1873,0.0061,2.3165
0.1502,0.1166,1.7506,-0.2818,-0.1570,0.3225,0.0464,-0.0016,-2.1907,1.9080,0.2499,-0.0428,0.2535,-0.1873,0.0044,2.3127
0.1599,0.1141,1.7492,-0.2819,-0.1568,0.3225,0.0455,0.0006,-2.1884,1.9075,0.2504,-0.0432,0.2541,-0.1873,0.0041,2.3080
0.1603,0.1116,1.7478,-0.2819,-0.1568,0.3225,0.0441,0.0006,-2.1863,1.9070,0.2508,-0.0435,0.2545,-0.1873,0.0016,2.3034
0.1801,0.1094,1.7467,-0.2822,-0.1563,0.3225,0.0425,-0.0032,-2.1843,1.9066,0.2510,-0.0441,0.2548,-0.1873,0.0020,2.2993
0.1804,0.1071,1.7456,-0.2823,-0.1563,0.3227,0.0413,-0.0033,-2.1824,1.9062,0.2511,-0.0445,0.2551,-0.1873,0.0019,2.2951
0.1997,0.1049,1.7445,-0.2821,-0.1561,0.3224,0.0403,-0.0029,-2.1804,1.9058,0.2509,-0.0448,0.2549,-0.1873,0.0015,2.2910
0.2002,0.1026,1.7433,-0.2821,-0.1561,0.3224,0.0391,-0.0029,-2.1783,1.9054,0.2509,-0.0448,0.2549,-0.1873,0.0015,2.2866
0.2195,0.1002,1.7420,-0.2820,-0.1561,0.3223,0.0380,0.0007,-2.1761,1.9050,0.2507,-0.0453,0.2548,-0.1870,0.0035,2.2821
0.2198,0.0981,1.7409,-0.2820,-0.1561,0.3223,0.0372,0.0007,-2.1740,1.9047,0.2508,-0.0455,0.2549,-0.1869,0.0046,2.2780
0.2301,0.0954,1.7392,-0.2816,-0.1557,0.3218,0.0360,0.0040,-2.1717,1.9042,0.2509,-0.0454,0.2549,-0.1867,0.0051,2.2731
0.2304,0.0930,1.7377,-0.2816,-0.1557,0.3218,0.0346,0.0040,-2.1697,1.9038,0.2509,-0.0454,0.2549,-0.1863,0.0051,2.2687
0.2500,0.0908,1.7364,-0.2827,-0.1561,0.3229,0.0333,0.0059,-2.1677,1.9033,0.2510,-0.0461,0.2552,-0.1862,0.0105,2.2647
0.2503,0.0888,1.7352,-0.2827,-0.1561,0.3229,0.0327,0.0059,-2.1660,1.9030,0.2516,-0.0465,0.2559,-0.1863,0.0144,2.2610
0.2596,0.0864,1.7339,-0.2819,-0.1553,0.3219,0.0314,0.0074,-2.1638,1.9025,0.2508,-0.0465,0.2551,-0.1864,0.0107,2.2565
0.2602,0.0842,1.7326,-0.2819,-0.1553,0.3219,0.0303,0.0074,-2.1617,1.9020,0.2506,-0.0468,0.2549,-0.1865,0.0104,2.2522
0.2798,0.0822,1.7317,-0.2815,-0.1549,0.3213,0.0296,0.0100,-2.1597,1.9016,0.2501,-0.0470,0.2545,-0.1865,0.0112,2.2484
0.2803,0.0799,1.7305,-0.2815,-0.1549,0.3213,0.0288,0.0100,-2.1574,1.9011,0.2498,-0.0470,0.2542,-0.1865,0.0105,2.2439
0.2998,0.0776,1.7292,-0.2807,-0.1542,0.3202,0.0279,0.0101,-2.1552,1.9005,0.2503,-0.0473,0.2548,-0.1863,0.0057,2.2394
0.3004,0.0753,1.7278,-0.2803,-0.1540,0.3198,0.0270,0.0098,-2.1529,1.8999,0.2499,-0.0476,0.2544,-0.1857,0.0050,2.2348
