time_s,leader_x_m,leader_y_m,leader_vx_map_ms,leader_vy_map_ms,leader_v_ms,leader_yaw_rad,leader_omega_rads,follower_x_m,follower_y_m,follower_vx_map_ms,follower_vy_map_ms,follower_v_ms,follower_yaw_rad,follower_omega_rads,distance_m
0.0006,0.2202,1.8094,-0.2401,-0.1343,0.2751,0.1001,0.0072,-2.1129,1.9097,0.3639,-0.0307,0.3652,-0.0493,0.0128,2.3353
0.0010,0.2202,1.8094,-0.2401,-0.1343,0.2751,0.1001,0.0072,-2.1094,1.9093,0.3643,-0.0309,0.3656,-0.0493,0.0043,2.3318
0.0099,0.2179,1.8080,-0.2446,-0.1384,0.2811,0.0986,0.0267,-2.1061,1.9089,0.3662,-0.0312,0.3675,-0.0492,-0.0016,2.3262
0.0103,0.2153,1.8066,-0.2446,-0.1384,0.2811,0.0970,0.0267,-2.1026,1.9085,0.3662,-0.0312,0.3675,-0.0491,-0.0016,2.3201
0.0301,0.2131,1.8056,-0.2487,-0.1399,0.2854,0.0960,0.0308,-2.0994,1.9081,0.3685,-0.0316,0.3698,-0.0490,0.0003,2.3147
0.0396,0.2103,1.8042,-0.2507,-0.1401,0.2872,0.0941,0.0291,-2.0958,1.9076,0.3698,-0.0318,0.3712,-0.0486,0.0032,2.3084
0.0401,0.2103,1.8042,-0.2507,-0.1401,0.2872,0.0941,0.0291,-2.0927,1.9073,0.3698,-0.0318,0.3712,-0.0486,0.0032,2.3053
0.0500,0.2055,1.8018,-0.2551,-0.1404,0.2912,0.0918,0.0076,-2.0892,1.9068,0.3720,-0.0322,0.3734,-0.0481,0.0051,2.2972
0.0503,0.2033,1.8006,-0.2571,-0.1409,0.2932,0.0906,-0.0003,-2.0861,1.9064,0.3720,-0.0322,0.3734,-0.0477,0.0051,2.2919
0.0701,0.2009,1.7992,-0.2589,-0.1416,0.2951,0.0897,-0.0029,-2.0829,1.9059,0.3738,-0.0328,0.3752,-0.0472,0.0118,2.2863
0.0704,0.1984,1.7979,-0.2589,-0.1416,0.2951,0.0887,-0.0029,-2.0795,1.9054,0.3738,-0.0328,0.3752,-0.0460,0.0118,2.2804
0.0899,0.1960,1.7966,-0.2622,-0.1438,0.2990,0.0875,-0.0006,-2.0762,1.9050,0.3754,-0.0338,0.3769,-0.0448,0.0141,2.2748
0.0902,0.1933,1.7952,-0.2633,-0.1448,0.3005,0.0863,0.0035,-2.0724,1.9046,0.3751,-0.0343,0.3767,-0.0423,0.0122,2.2684
0.0998,0.1912,1.7940,-0.2649,-0.1459,0.3024,0.0847,0.0101,-2.0693,1.9043,0.3763,-0.0345,0.3779,-0.0417,0.0064,2.2632
0.1001,0.1885,1.7926,-0.2649,-0.1459,0.3024,0.0832,0.0101,-2.0658,1.9037,0.3763,-0.0345,0.3779,-0.0413,0.0064,2.2571
0.1197,0.1862,1.7914,-0.2675,-0.1477,0.3055,0.0817,0.0128,-2.0626,1.9032,0.3779,-0.0353,0.3795,-0.0410,-0.0004,2.2516
0.1200,0.1840,1.7902,-0.2675,-0.1477,0.3055,0.0805,0.0128,-2.0596,1.9028,0.3779,-0.0353,0.3795,-0.0408,-0.0004,2.2464
0.1403,0.1815,1.7890,-0.2693,-0.1486,0.3076,0.0788,0.0125,-2.0563,1.9023,0.3788,-0.0361,0.3806,-0.0404,-0.0081,2.2406
0.1407,0.1788,1.7876,-0.2708,-0.1490,0.3091,0.0767,0.0110,-2.0529,1.9017,0.3804,-0.0367,0.3822,-0.0394,-0.0084,2.2346
0.1499,0.1762,1.7862,-0.2727,-0.1499,0.3112,0.0751,0.0106,-2.0493,1.9011,0.3815,-0.0375,0.3833,-0.0391,-0.0067,2.2285
0.1503,0.1739,1.7850,-0.2727,-0.1499,0.3112,0.0735,0.0106,-2.0463,1.9006,0.3824,-0.0382,0.3843,-0.0382,-0.0073,2.2232
0.1700,0.1711,1.7835,-0.2752,-0.1504,0.3137,0.0712,0.0046,-2.0426,1.9000,0.3826,-0.0389,0.3845,-0.0378,-0.0070,2.2168
0.1705,0.1690,1.7825,-0.2752,-0.1504,0.3137,0.0696,0.0046,-2.0397,1.8996,0.3826,-0.0389,0.3845,-0.0376,-0.0070,2.2118
0.1899,0.1664,1.7812,-0.2779,-0.1514,0.3164,0.0681,0.0020,-2.0362,1.8991,0.3843,-0.0402,0.3864,-0.0372,-0.0069,2.2057
0.1903,0.1639,1.7799,-0.2779,-0.1514,0.3164,0.0667,0.0020,-2.0328,1.8985,0.3843,-0.0402,0.3864,-0.0369,-0.0069,2.2000
0.2099,0.1614,1.7787,-0.2808,-0.1528,0.3197,0.0653,0.0024,-2.0295,1.8979,0.3864,-0.0416,0.3886,-0.0365,0.0026,2.1942
0.2105,0.1592,1.7776,-0.2808,-0.1528,0.3197,0.0643,0.0024,-2.0266,1.8974,0.3856,-0.0423,0.3879,-0.0361,0.0128,2.1891
0.2199,0.1567,1.7762,-0.2818,-0.1530,0.3206,0.0629,0.0039,-2.0233,1.8969,0.3858,-0.0428,0.3881,-0.0357,0.0131,2.1833
0.2203,0.1543,1.7749,-0.2818,-0.1530,0.3206,0.0619,0.0039,-2.0200,1.8964,0.3858,-0.0428,0.3881,-0.0356,0.0131,2.1777
0.2398,0.1520,1.7737,-0.2830,-0.1535,0.3220,0.0608,0.0039,-2.0167,1.8959,0.3866,-0.0441,0.3891,-0.0346,0.0087,2.1721
0.2401,0.1496,1.7723,-0.2833,-0.1533,0.3221,0.0594,0.0035,-2.0131,1.8953,0.3878,-0.0447,0.3904,-0.0339,0.0035,2.1662
0.2497,0.1471,1.7709,-0.2837,-0.1535,0.3226,0.0586,0.0031,-2.0097,1.8946,0.3889,-0.0455,0.3916,-0.0328,0.0004,2.1604
0.2500,0.1446,1.7695,-0.2837,-0.1535,0.3226,0.0572,0.0031,-2.0061,1.8940,0.3889,-0.0455,0.3916,-0.0320,0.0004,2.1543
0.2698,0.1425,1.7682,-0.2851,-0.1543,0.3241,0.0560,-0.0036,-2.0031,1.8935,0.3908,-0.0471,0.3936,-0.0314,0.0026,2.1492
0.2798,0.1398,1.7667,-0.2852,-0.1546,0.3244,0.0540,-0.0055,-1.9994,1.8928,0.3909,-0.0475,0.3938,-0.0306,0.0007,2.1430
0.2800,0.1377,1.7654,-0.2852,-0.1546,0.3244,0.0527,-0.0055,-1.9965,1.8923,0.3909,-0.0475,0.3938,-0.0300,0.0007,2.1379
0.2898,0.1354,1.7641,-0.2861,-0.1559,0.3258,0.0513,-0.0047,-1.9932,1.8918,0.3922,-0.0490,0.3953,-0.0297,0.0010,2.1325
0.2901,0.1330,1.7628,-0.2861,-0.1559,0.3258,0.0500,-0.0047,-1.9899,1.8911,0.3922,-0.0490,0.3953,-0.0295,0.0010,2.1268
0.3099,0.1304,1.7613,-0.2863,-0.1564,0.3262,0.0483,-0.0035,-1.9865,1.8903,0.3927,-0.0510,0.3960,-0.0292,0.0137,2.1209
0.3103,0.1280,1.7599,-0.2863,-0.1564,0.3262,0.0467,-0.0035,-1.9832,1.8895,0.3927,-0.0510,0.3960,-0.0289,0.0137,2.1151
0.3302,0.1257,1.7586,-0.2874,-0.1568,0.3274,0.0457,-0.0010,-1.9801,1.8889,0.3932,-0.0531,0.3968,-0.0277,0.0117,2.1098
0.3308,0.1236,1.7575,-0.2874,-0.1568,0.3274,0.0446,-0.0010,-1.9768,1.8883,0.3932,-0.0531,0.3968,-0.0276,0.0117,2.1044
0.3399,0.1215,1.7564,-0.2875,-0.1562,0.3272,0.0434,-0.0067,-1.9736,1.8877,0.3939,-0.0545,0.3976,-0.0268,0.0019,2.0992
0.3501,0.1187,1.7548,-0.2872,-0.1559,0.3268,0.0417,-0.0076,-1.9695,1.8868,0.3944,-0.0553,0.3982,-0.0267,0.0016,2.0924
0.3503,0.1165,1.7534,-0.2883,-0.1567,0.3281,0.0403,-0.0069,-1.9661,1.8861,0.3960,-0.0566,0.4000,-0.0257,0.0002,2.0868
0.3699,0.1142,1.7522,-0.2880,-0.1571,0.3281,0.0391,-0.0055,-1.9628,1.8854,0.3963,-0.0574,0.4005,-0.0257,0.0014,2.0813
0.3702,0.1122,1.7512,-0.2880,-0.1571,0.3281,0.0382,-0.0055,-1.9601,1.8849,0.3966,-0.0581,0.4009,-0.0254,0.0006,2.0766
0.3900,0.1098,1.7499,-0.2873,-0.1572,0.3274,0.0372,-0.0008,-1.9569,1.8841,0.3956,-0.0586,0.3999,-0.0254,0.0012,2.0710
0.3904,0.1073,1.7484,-0.2873,-0.1572,0.3274,0.0364,-0.0008,-1.9536,1.8833,0.3956,-0.0586,0.3999,-0.0251,0.0012,2.0652
0.3999,0.1047,1.7469,-0.2882,-0.1578,0.3286,0.0355,0.0023,-1.9502,1.8823,0.3965,-0.0606,0.4011,-0.0247,0.0019,2.0593
0.4097,0.1024,1.7456,-0.2888,-0.1580,0.3291,0.0346,0.0014,-1.9466,1.8815,0.3972,-0.0621,0.4021,-0.0247,0.0006,2.0535
0.4100,0.1005,1.7446,-0.2888,-0.1580,0.3291,0.0341,0.0014,-1.9436,1.8809,0.3972,-0.0621,0.4021,-0.0244,0.0006,2.0486
0.4196,0.0979,1.7431,-0.2875,-0.1566,0.3274,0.0336,0.0004,-1.9397,1.8800,0.3978,-0.0637,0.4029,-0.0246,0.0003,2.0422
0.4198,0.0956,1.7419,-0.2875,-0.1566,0.3274,0.0328,0.0004,-1.9364,1.8791,0.3978,-0.0637,0.4029,-0.0247,0.0003,2.0367
0.4399,0.0933,1.7405,-0.2879,-0.1570,0.3279,0.0323,-0.0044,-1.9330,1.8782,0.3994,-0.0661,0.4048,-0.0256,-0.0009,2.0309
0.4403,0.0913,1.7395,-0.2873,-0.1569,0.3273,0.0320,-0.0075,-1.9303,1.8776,0.3985,-0.0669,0.4041,-0.0255,-0.0044,2.0263
0.4599,0.0892,1.7383,-0.2869,-0.1570,0.3271,0.0316,-0.0074,-1.9273,1.8769,0.3981,-0.0678,0.4038,-0.0259,-0.0041,2.0212
0.4602,0.0866,1.7366,-0.2869,-0.1570,0.3271,0.0307,-0.0074,-1.9236,1.8758,0.3981,-0.0678,0.4038,-0.0261,-0.0041,2.0150
0.4699,0.0842,1.7351,-0.2868,-0.1577,0.3273,0.0297,-0.0044,-1.9202,1.8748,0.3982,-0.0700,0.4043,-0.0262,-0.0069,2.0093
0.4703,0.0821,1.7338,-0.2868,-0.1577,0.3273,0.0289,-0.0044,-1.9170,1.8740,0.3981,-0.0711,0.4044,-0.0264,-0.0029,2.0040
0.4900,0.0800,1.7325,-0.2863,-0.1577,0.3268,0.0280,-0.0016,-1.9138,1.8733,0.3985,-0.0722,0.4050,-0.0263,-0.0040,1.9987
0.4902,0.0777,1.7312,-0.2863,-0.1577,0.3268,0.0274,-0.0016,-1.9103,1.8723,0.3985,-0.0722,0.4050,-0.0263,-0.0040,1.9930
0.5097,0.0758,1.7301,-0.2851,-0.1564,0.3252,0.0266,-0.0070,-1.9073,1.8715,0.3982,-0.0741,0.4051,-0.0262,-0.0048,1.9881
0.5099,0.0733,1.7285,-0.2851,-0.1564,0.3252,0.0255,-0.0070,-1.9036,1.8703,0.3982,-0.0741,0.4051,-0.0262,-0.0048,1.9820
0.5196,0.0716,1.7275,-0.2840,-0.1562,0.3241,0.0249,-0.0090,-1.9009,1.8695,0.3979,-0.0764,0.4052,-0.0262,-0.0040,1.9776
0.5198,0.0690,1.7260,-0.2840,-0.1562,0.3241,0.0248,-0.0090,-1.8974,1.8685,0.3969,-0.0771,0.4043,-0.0262,-0.0039,1.9716
0.5398,0.0669,1.7247,-0.2825,-0.1565,0.3229,0.0242,-0.0035,-1.8942,1.8676,0.3968,-0.0781,0.4044,-0.0261,-0.0034,1.9663
0.5401,0.0649,1.7235,-0.2825,-0.1565,0.3229,0.0236,-0.0035,-1.8910,1.8667,0.3968,-0.0781,0.4044,-0.0261,-0.0034,1.9610
0.5599,0.0626,1.7222,-0.2813,-0.1565,0.3220,0.0231,-0.0003,-1.8876,1.8657,0.3966,-0.0801,0.4046,-0.0261,-0.0061,1.9554
0.5603,0.0603,1.7209,-0.2813,-0.1565,0.3220,0.0225,-0.0003,-1.8840,1.8648,0.3966,-0.0801,0.4046,-0.0261,-0.0061,1.9497
0.5699,0.0585,1.7197,-0.2811,-0.1568,0.3218,0.0220,-0.0010,-1.8810,1.8639,0.3978,-0.0822,0.4062,-0.0261,-0.0128,1.9449
0.5702,0.0566,1.7185,-0.2811,-0.1568,0.3218,0.0215,-0.0010,-1.8780,1.8632,0.3968,-0.0830,0.4054,-0.0261,-0.0120,1.9399
0.5900,0.0538,1.7167,-0.2788,-0.1561,0.3195,0.0206,-0.0010,-1.8741,1.8618,0.3965,-0.0836,0.4052,-0.0273,-0.0097,1.9333
0.5904,0.0520,1.7157,-0.2788,-0.1561,0.3195,0.0202,-0.0010,-1.8713,1.8610,0.3965,-0.0836,0.4052,-0.0276,-0.0097,1.9288
0.6100,0.0496,1.7143,-0.2784,-0.1567,0.3195,0.0197,0.0014,-1.8679,1.8599,0.3960,-0.0865,0.4054,-0.0283,0.0006,1.9230
0.6103,0.0479,1.7134,-0.2784,-0.1567,0.3195,0.0195,0.0014,-1.8652,1.8592,0.3958,-0.0875,0.4054,-0.0282,0.0018,1.9186
0.6299,0.0457,1.7122,-0.2767,-0.1560,0.3176,0.0193,0.0016,-1.8618,1.8582,0.3948,-0.0879,0.4045,-0.0281,0.0006,1.9132
0.6301,0.0439,1.7112,-0.2767,-0.1560,0.3176,0.0189,0.0016,-1.8589,1.8572,0.3948,-0.0879,0.4045,-0.0279,0.0006,1.9084
0.6399,0.0416,1.7099,-0.2751,-0.1556,0.3161,0.0187,-0.0004,-1.8553,1.8561,0.3948,-0.0900,0.4050,-0.0279,0.0011,1.9025
0.6403,0.0394,1.7085,-0.2751,-0.1556,0.3161,0.0184,-0.0004,-1.8519,1.8548,0.3948,-0.0900,0.4050,-0.0278,0.0011,1.8970
0.6598,0.0375,1.7072,-0.2736,-0.1554,0.3147,0.0177,-0.0032,-1.8487,1.8539,0.3948,-0.0926,0.4055,-0.0273,0.0013,1.8919
0.6601,0.0354,1.7057,-0.2736,-0.1554,0.3147,0.0170,-0.0032,-1.8454,1.8528,0.3948,-0.0926,0.4055,-0.0268,0.0013,1.8865
0.6699,0.0336,1.7046,-0.2716,-0.1556,0.3130,0.0165,0.0006,-1.8423,1.8520,0.3943,-0.0944,0.4055,-0.0264,0.0010,1.8817
0.6702,0.0314,1.7031,-0.2708,-0.1559,0.3125,0.0154,0.0044,-1.8390,1.8507,0.3947,-0.0953,0.4060,-0.0260,0.0010,1.8762
0.6901,0.0296,1.7019,-0.2700,-0.1563,0.3120,0.0145,0.0048,-1.8360,1.8497,0.3944,-0.0969,0.4061,-0.0254,-0.0021,1.8714
0.7001,0.0274,1.7005,-0.2686,-0.1559,0.3106,0.0133,0.0043,-1.8325,1.8484,0.3938,-0.0976,0.4057,-0.0249,-0.0023,1.8658
0.7005,0.0256,1.6994,-0.2681,-0.1563,0.3104,0.0128,0.0034,-1.8294,1.8474,0.3938,-0.0976,0.4057,-0.0239,-0.0023,1.8609
0.7106,0.0215,1.6969,-0.2661,-0.1562,0.3086,0.0114,0.0032,-1.8261,1.8463,0.3945,-0.1001,0.4069,-0.0229,-0.0047,1.8537
0.7109,0.0215,1.6969,-0.2661,-0.1562,0.3086,0.0114,0.0032,-1.8227,1.8451,0.3945,-0.1001,0.4069,-0.0218,-0.0047,1.8502
0.7298,0.0193,1.6955,-0.2655,-0.1561,0.3080,0.0106,0.0031,-1.8190,1.8439,0.3947,-0.1025,0.4078,-0.0214,-0.0030,1.8443
0.7302,0.0173,1.6942,-0.2655,-0.1561,0.3080,0.0094,0.0031,-1.8155,1.8428,0.3954,-0.1039,0.4088,-0.0206,-0.0053,1.8388
0.7498,0.0155,1.6932,-0.2647,-0.1562,0.3074,0.0086,0.0028,-1.8124,1.8419,0.3951,-0.1050,0.4088,-0.0206,-0.0078,1.8339
0.7500,0.0134,1.6918,-0.2647,-0.1562,0.3074,0.0074,0.0028,-1.8088,1.8406,0.3951,-0.1050,0.4088,-0.0205,-0.0078,1.8282
0.7597,0.0114,1.6905,-0.2625,-0.1553,0.3050,0.0065,0.0032,-1.8055,1.8395,0.3945,-0.1069,0.4087,-0.0208,-0.0138,1.8230
0.7600,0.0095,1.6891,-0.2625,-0.1553,0.3050,0.0050,0.0032,-1.8024,1.8383,0.3945,-0.1069,0.4087,-0.0209,-0.0138,1.8180
0.7798,0.0079,1.6880,-0.2607,-0.1552,0.3034,0.0036,0.0040,-1.7994,1.8373,0.3941,-0.1091,0.4089,-0.0210,-0.0107,1.8134
0.7801,0.0058,1.6867,-0.2607,-0.1552,0.3034,0.0024,0.0040,-1.7962,1.8361,0.3941,-0.1101,0.4092,-0.0211,-0.0120,1.8082
0.8001,0.0039,1.6855,-0.2593,-0.1549,0.3020,0.0013,0.0041,-1.7929,1.8350,0.3940,-0.1113,0.4094,-0.0212,-0.0128,1.8030
0.8006,0.0023,1.6844,-0.2593,-0.1549,0.3020,0.0006,0.0041,-1.7900,1.8340,0.3940,-0.1113,0.4094,-0.0214,-0.0128,1.7985
0.8097,0.0001,1.6830,-0.2563,-0.1536,0.2988,0.0000,0.0028,-1.7863,1.8327,0.3930,-0.1126,0.4088,-0.0215,-0.0132,1.7926
0.8100,-0.0017,1.6817,-0.2563,-0.1536,0.2988,-0.0008,0.0028,-1.7827,1.8313,0.3930,-0.1126,0.4088,-0.0216,-0.0132,1.7872
0.8298,-0.0038,1.6802,-0.2550,-0.1539,0.2978,-0.0014,0.0004,-1.7788,1.8300,0.3947,-0.1153,0.4112,-0.0219,-0.0102,1.7814
0.8302,-0.0055,1.6790,-0.2550,-0.1539,0.2978,-0.0016,0.0004,-1.7758,1.8290,0.3959,-0.1165,0.4127,-0.0223,-0.0042,1.7767
0.8499,-0.0075,1.6775,-0.2539,-0.1548,0.2973,-0.0025,0.0029,-1.7722,1.8276,0.3955,-0.1175,0.4126,-0.0233,-0.0029,1.7711
0.8502,-0.0091,1.6764,-0.2523,-0.1545,0.2958,-0.0033,0.0047,-1.7694,1.8264,0.3955,-0.1175,0.4126,-0.0240,-0.0029,1.7667
0.8699,-0.0113,1.6751,-0.2511,-0.1540,0.2946,-0.0035,0.0049,-1.7660,1.8250,0.3934,-0.1193,0.4111,-0.0245,0.0020,1.7611
0.8702,-0.0128,1.6741,-0.2511,-0.1540,0.2946,-0.0038,0.0049,-1.7633,1.8239,0.3934,-0.1193,0.4111,-0.0251,0.0020,1.7569
0.8798,-0.0146,1.6729,-0.2501,-0.1541,0.2937,-0.0045,0.0049,-1.7601,1.8224,0.3935,-0.1218,0.4120,-0.0252,0.0017,1.7519
0.8801,-0.0165,1.6716,-0.2501,-0.1541,0.2937,-0.0059,0.0049,-1.7568,1.8210,0.3935,-0.1218,0.4120,-0.0258,0.0017,1.7467
0.9000,-0.0183,1.6704,-0.2475,-0.1537,0.2913,-0.0068,-0.0009,-1.7537,1.8197,0.3936,-0.1246,0.4129,-0.0255,0.0014,1.7418
0.9003,-0.0204,1.6689,-0.2475,-0.1537,0.2913,-0.0080,-0.0009,-1.7500,1.8182,0.3930,-0.1253,0.4125,-0.0254,0.0019,1.7360
0.9096,-0.0222,1.6676,-0.2457,-0.1535,0.2897,-0.0091,0.0013,-1.7469,1.8169,0.3932,-0.1267,0.4131,-0.0254,0.0020,1.7311
0.9098,-0.0244,1.6661,-0.2457,-0.1535,0.2897,-0.0104,0.0013,-1.7433,1.8154,0.3932,-0.1267,0.4131,-0.0253,0.0020,1.7254
0.9300,-0.0263,1.6647,-0.2445,-0.1541,0.2890,-0.0113,0.0016,-1.7400,1.8140,0.3930,-0.1293,0.4137,-0.0247,0.0004,1.7203
0.9399,-0.0283,1.6633,-0.2438,-0.1542,0.2885,-0.0117,0.0019,-1.7366,1.8126,0.3927,-0.1301,0.4137,-0.0245,0.0000,1.7149
0.9403,-0.0300,1.6620,-0.2438,-0.1542,0.2885,-0.0120,0.0019,-1.7334,1.8112,0.3927,-0.1301,0.4137,-0.0241,0.0000,1.7100
0.9498,-0.0315,1.6609,-0.2425,-0.1548,0.2877,-0.0124,0.0058,-1.7305,1.8100,0.3937,-0.1328,0.4155,-0.0239,0.0064,1.7055
0.9504,-0.0336,1.6593,-0.2425,-0.1548,0.2877,-0.0131,0.0058,-1.7271,1.8084,0.3937,-0.1328,0.4155,-0.0235,0.0064,1.7000
