time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0008,0.4815,1.8317,0.2875,0.1430,0.3211,-2.1103,1.6606,0.3771,0.1693,0.4134,2.5975
0.0203,0.4841,1.8329,0.2864,0.1426,0.3199,-2.1066,1.6623,0.3781,0.1692,0.4143,2.5964
0.0205,0.4860,1.8337,0.2864,0.1426,0.3199,-2.1038,1.6637,0.3781,0.1692,0.4143,2.5954
0.0306,0.4884,1.8349,0.2850,0.1423,0.3185,-2.1001,1.6655,0.3801,0.1700,0.4164,2.5941
0.0309,0.4905,1.8359,0.2847,0.1421,0.3182,-2.0970,1.6668,0.3817,0.1707,0.4181,2.5930
0.0502,0.4928,1.8368,0.2840,0.1414,0.3173,-2.0936,1.6683,0.3822,0.1710,0.4187,2.5919
0.0509,0.4949,1.8379,0.2833,0.1403,0.3161,-2.0902,1.6698,0.3824,0.1713,0.4190,2.5906
0.0703,0.4975,1.8391,0.2826,0.1400,0.3154,-2.0864,1.6716,0.3831,0.1717,0.4198,2.5893
0.0706,0.4990,1.8397,0.2826,0.1400,0.3154,-2.0838,1.6727,0.3831,0.1717,0.4198,2.5882
0.0802,0.5012,1.8408,0.2805,0.1382,0.3126,-2.0799,1.6743,0.3841,0.1720,0.4208,2.5865
0.0805,0.5036,1.8420,0.2805,0.1382,0.3126,-2.0762,1.6760,0.3841,0.1720,0.4208,2.5851
0.1003,0.5057,1.8430,0.2794,0.1377,0.3115,-2.0730,1.6775,0.3874,0.1730,0.4243,2.5840
0.1006,0.5079,1.8441,0.2792,0.1376,0.3113,-2.0695,1.6791,0.3874,0.1730,0.4243,2.5827
0.1103,0.5099,1.8450,0.2772,0.1369,0.3092,-2.0662,1.6806,0.3889,0.1734,0.4258,2.5813
0.1203,0.5122,1.8460,0.2762,0.1363,0.3080,-2.0624,1.6823,0.3902,0.1738,0.4272,2.5798
0.1207,0.5143,1.8469,0.2762,0.1363,0.3080,-2.0590,1.6836,0.3902,0.1738,0.4272,2.5785
0.1405,0.5163,1.8477,0.2748,0.1349,0.3061,-2.0556,1.6850,0.3926,0.1742,0.4295,2.5770
0.1408,0.5187,1.8486,0.2748,0.1349,0.3061,-2.0520,1.6866,0.3937,0.1744,0.4306,2.5757
0.1502,0.5210,1.8495,0.2737,0.1340,0.3047,-2.0484,1.6880,0.3948,0.1746,0.4317,2.5745
0.1506,0.5231,1.8503,0.2737,0.1340,0.3047,-2.0450,1.6895,0.3948,0.1746,0.4317,2.5731
0.1702,0.5253,1.8512,0.2724,0.1323,0.3029,-2.0415,1.6910,0.3966,0.1745,0.4333,2.5718
0.1706,0.5276,1.8520,0.2724,0.1323,0.3029,-2.0378,1.6926,0.3966,0.1745,0.4333,2.5704
0.1903,0.5296,1.8526,0.2719,0.1304,0.3016,-2.0344,1.6940,0.3985,0.1753,0.4353,2.5689
0.1906,0.5317,1.8533,0.2719,0.1304,0.3016,-2.0306,1.6954,0.3985,0.1753,0.4353,2.5672
0.2103,0.5339,1.8539,0.2712,0.1281,0.3000,-2.0271,1.6968,0.4008,0.1754,0.4375,2.5658
0.2106,0.5359,1.8544,0.2712,0.1281,0.3000,-2.0237,1.6981,0.4008,0.1754,0.4375,2.5643
0.2200,0.5381,1.8552,0.2692,0.1252,0.2969,-2.0199,1.6997,0.4017,0.1753,0.4383,2.5628
0.2203,0.5403,1.8560,0.2692,0.1252,0.2969,-2.0164,1.7012,0.4017,0.1753,0.4383,2.5614
0.2406,0.5445,1.8576,0.2692,0.1234,0.2961,-2.0128,1.7027,0.4037,0.1762,0.4405,2.5619
