time_s,leader_x_m,leader_y_m,leader_vx_ms,leader_vy_ms,leader_v_ms,follower_x_m,follower_y_m,follower_vx_ms,follower_vy_ms,follower_v_ms,distance_m
0.0313,1.9636,0.1873,-0.0937,0.2318,0.2500,0.9926,0.1826,-0.0418,0.2757,0.2788,0.9710
0.0671,1.9609,0.1939,-0.0970,0.2304,0.2500,0.9884,0.1961,-0.0483,0.2731,0.2773,0.9724
0.1383,1.9536,0.2103,-0.1051,0.2268,0.2500,0.9837,0.2091,-0.0574,0.2633,0.2695,0.9699
0.1676,1.9515,0.2148,-0.1074,0.2258,0.2500,0.9789,0.2215,-0.0669,0.2568,0.2653,0.9727
0.2272,1.9449,0.2282,-0.1141,0.2224,0.2500,1.0439,0.1630,-0.0773,0.2467,0.2585,0.9033
0.2635,1.9402,0.2370,-0.1185,0.2201,0.2500,1.0386,0.1749,-0.0856,0.2481,0.2624,0.9038
0.3286,1.9329,0.2501,-0.1251,0.2165,0.2500,1.0327,0.1870,-0.1007,0.2473,0.2670,0.9025
0.3648,1.9278,0.2588,-0.1294,0.2139,0.2500,1.0267,0.1986,-0.1080,0.2381,0.2614,0.9031
0.4314,1.9199,0.2715,-0.1357,0.2099,0.2500,1.0205,0.2099,-0.1156,0.2326,0.2597,0.9015
0.4644,1.9144,0.2798,-0.1399,0.2072,0.2500,1.0143,0.2210,-0.1189,0.2222,0.2520,0.9020
0.5302,1.9058,0.2921,-0.1461,0.2029,0.2500,1.0078,0.2326,-0.1280,0.2267,0.2603,0.9000
0.5648,1.8999,0.3002,-0.1501,0.1999,0.2500,1.0005,0.2450,-0.1464,0.2370,0.2785,0.9011
0.6311,1.8907,0.3120,-0.1560,0.1953,0.2500,0.9930,0.2574,-0.1562,0.2400,0.2863,0.8994
0.6647,1.8844,0.3198,-0.1599,0.1922,0.2500,0.9856,0.2705,-0.1610,0.2513,0.2984,0.9002
0.7295,1.8745,0.3312,-0.1656,0.1873,0.2500,0.9778,0.2841,-0.1734,0.2652,0.3168,0.8980
0.7647,1.8679,0.3386,-0.1693,0.1840,0.2500,0.9700,0.2983,-0.1769,0.2754,0.3273,0.8988
0.8312,1.8576,0.3495,-0.1747,0.1788,0.2500,0.9619,0.3132,-0.1823,0.2891,0.3418,0.8964
0.8666,1.8505,0.3566,-0.1783,0.1752,0.2500,0.9537,0.3280,-0.1874,0.2846,0.3408,0.8973
0.9279,1.8396,0.3669,-0.1835,0.1698,0.2500,0.9446,0.3433,-0.2047,0.2917,0.3563,0.8953
0.9648,1.8323,0.3736,-0.1868,0.1661,0.2500,0.9360,0.3592,-0.1986,0.2986,0.3586,0.8964
1.0294,1.8209,0.3834,-0.1917,0.1605,0.2500,0.9261,0.3742,-0.2278,0.2806,0.3615,0.8949
1.0650,1.8132,0.3898,-0.1949,0.1566,0.2500,0.9154,0.3891,-0.2445,0.2743,0.3675,0.8978
1.1294,1.8013,0.3990,-0.1995,0.1506,0.2500,0.9042,0.4024,-0.2540,0.2426,0.3513,0.8971
1.1685,1.7933,0.4049,-0.2025,0.1466,0.2500,0.8924,0.4160,-0.2611,0.2309,0.3486,0.9010
1.2291,1.7810,0.4136,-0.2068,0.1405,0.2500,0.8808,0.4283,-0.2605,0.2105,0.3349,0.9003
1.2646,1.7727,0.4191,-0.2095,0.1363,0.2500,0.8684,0.4393,-0.2741,0.1888,0.3328,0.9045
1.3288,1.7600,0.4271,-0.2135,0.1300,0.2500,0.8556,0.4499,-0.2818,0.1815,0.3352,0.9048
1.3646,1.7514,0.4322,-0.2161,0.1257,0.2500,0.8426,0.4604,-0.2864,0.1776,0.3370,0.9093
1.4278,1.7384,0.4395,-0.2198,0.1192,0.2500,0.8287,0.4708,-0.2933,0.1682,0.3381,0.9102
1.4647,1.7295,0.4442,-0.2221,0.1147,0.2500,0.8147,0.4808,-0.2996,0.1656,0.3423,0.9156
1.5295,1.7160,0.4509,-0.2255,0.1080,0.2500,0.8001,0.4909,-0.3082,0.1697,0.3519,0.9168
1.5645,1.7070,0.4551,-0.2276,0.1035,0.2500,0.7846,0.4996,-0.3182,0.1455,0.3499,0.9234
1.6288,1.6933,0.4611,-0.2306,0.0966,0.2500,0.7695,0.5080,-0.3120,0.1458,0.3444,0.9250
1.6645,1.6840,0.4649,-0.2325,0.0920,0.2500,0.7540,0.5153,-0.3121,0.1277,0.3372,0.9313
1.7291,1.6699,0.4702,-0.2351,0.0850,0.2500,0.7388,0.5224,-0.3096,0.1287,0.3353,0.9326
1.7632,1.6606,0.4735,-0.2368,0.0803,0.2500,0.7233,0.5288,-0.3125,0.1157,0.3332,0.9388
1.8288,1.6463,0.4781,-0.2391,0.0731,0.2500,0.7074,0.5341,-0.3156,0.1002,0.3312,0.9405
1.8643,1.6367,0.4810,-0.2405,0.0683,0.2500,0.6914,0.5389,-0.3192,0.0941,0.3327,0.9470
1.9324,1.6173,0.4860,-0.2430,0.0587,0.2500,0.6758,0.5425,-0.3098,0.0746,0.3187,0.9432
1.9684,1.6125,0.4872,-0.2436,0.0562,0.2500,0.6596,0.5449,-0.3219,0.0541,0.3264,0.9546
2.0287,1.5978,0.4903,-0.2452,0.0489,0.2500,0.6433,0.5471,-0.3240,0.0489,0.3276,0.9562
2.0645,1.5880,0.4922,-0.2461,0.0440,0.2500,0.6272,0.5480,-0.3216,0.0288,0.3229,0.9624
2.1292,1.5732,0.4946,-0.2473,0.0366,0.2500,0.6109,0.5482,-0.3221,0.0094,0.3223,0.9637
2.1651,1.5633,0.4960,-0.2480,0.0316,0.2500,0.5953,0.5483,-0.3133,0.0092,0.3134,0.9694
2.2291,1.5484,0.4977,-0.2488,0.0242,0.2500,0.5799,0.5488,-0.3083,0.0098,0.3084,0.9698
2.2652,1.5384,0.4985,-0.2493,0.0192,0.2500,0.5643,0.5496,-0.3059,0.0129,0.3062,0.9754
2.3290,1.5235,0.4994,-0.2497,0.0117,0.2500,0.5490,0.5502,-0.3031,0.0095,0.3033,0.9758
2.3643,1.5134,0.4998,-0.2499,0.0067,0.2500,0.5336,0.5510,-0.3057,0.0126,0.3059,0.9812
2.4313,1.4934,0.5000,-0.2500,-0.0033,0.2500,0.5184,0.5518,-0.3005,0.0134,0.3008,0.9764
2.4639,1.4884,0.4999,-0.2499,-0.0058,0.2500,0.5034,0.5525,-0.2987,0.0099,0.2989,0.9865
2.5302,1.4735,0.4993,-0.2496,-0.0133,0.2500,0.4887,0.5532,-0.2913,0.0083,0.2914,0.9862
2.5678,1.4634,0.4987,-0.2493,-0.0183,0.2500,0.4739,0.5539,-0.2944,0.0102,0.2946,0.9910
2.6288,1.4485,0.4973,-0.2487,-0.0258,0.2500,0.4588,0.5547,-0.3012,0.0116,0.3015,0.9913
2.6646,1.4386,0.4962,-0.2481,-0.0307,0.2500,0.4438,0.5557,-0.2951,0.0120,0.2954,0.9965
2.7312,1.4238,0.4942,-0.2471,-0.0381,0.2500,0.4296,0.5563,-0.2861,0.0037,0.2861,0.9961
2.7664,1.4138,0.4925,-0.2463,-0.0431,0.2500,0.4152,0.5567,-0.2870,0.0039,0.2870,1.0007
2.8293,1.3991,0.4897,-0.2449,-0.0505,0.2500,0.4007,0.5570,-0.2873,-0.0038,0.2873,1.0006
2.8648,1.3893,0.4876,-0.2438,-0.0553,0.2500,0.3860,0.5564,-0.2901,-0.0193,0.2907,1.0057
2.9290,1.3748,0.4841,-0.2420,-0.0626,0.2500,0.3714,0.5555,-0.2914,-0.0261,0.2926,1.0060
2.9648,1.3651,0.4815,-0.2407,-0.0674,0.2500,0.3566,0.5540,-0.2913,-0.0414,0.2942,1.0111
3.0319,1.3508,0.4772,-0.2386,-0.0746,0.2500,0.3422,0.5519,-0.2846,-0.0560,0.2900,1.0113
3.0813,1.3412,0.4741,-0.2371,-0.0794,0.2500,0.3279,0.5494,-0.2812,-0.0675,0.2892,1.0161
3.1302,1.3265,0.4689,-0.2345,-0.0867,0.2500,0.3135,0.5456,-0.2716,-0.0916,0.2867,1.0159
3.1669,1.3177,0.4656,-0.2328,-0.0912,0.2500,0.2996,0.5419,-0.2645,-0.0979,0.2820,1.0209
3.2282,1.3038,0.4599,-0.2300,-0.0981,0.2500,0.2861,0.5376,-0.2659,-0.1147,0.2896,1.0206
3.2646,1.2947,0.4559,-0.2279,-0.1027,0.2500,0.2731,0.5330,-0.2565,-0.1237,0.2848,1.0244
3.3278,1.2811,0.4496,-0.2248,-0.1094,0.2500,0.3398,0.4874,-0.2512,-0.1362,0.2858,0.9421
3.3643,1.2722,0.4451,-0.2225,-0.1139,0.2500,0.3263,0.4817,-0.2480,-0.1405,0.2851,0.9466
3.4300,1.2545,0.4356,-0.2178,-0.1227,0.2500,0.3129,0.4760,-0.2455,-0.1468,0.2860,0.9425
3.4649,1.2502,0.4331,-0.2166,-0.1249,0.2500,0.2999,0.4705,-0.2380,-0.1462,0.2793,0.9511
3.5288,1.2373,0.4254,-0.2127,-0.1314,0.2500,0.2870,0.4652,-0.2367,-0.1460,0.2781,0.9511
3.5642,1.2289,0.4201,-0.2101,-0.1356,0.2500,0.2735,0.4604,-0.2455,-0.1398,0.2826,0.9562
3.6300,1.2164,0.4118,-0.2059,-0.1418,0.2500,0.2599,0.4556,-0.2470,-0.1355,0.2818,0.9575
3.6653,1.2081,0.4060,-0.2030,-0.1459,0.2500,0.2468,0.4507,-0.2387,-0.1381,0.2758,0.9624
3.7275,1.1962,0.3971,-0.1985,-0.1519,0.2500,0.2336,0.4455,-0.2392,-0.1463,0.2804,0.9638
3.7684,1.1883,0.3909,-0.1955,-0.1559,0.2500,0.2201,0.4402,-0.2419,-0.1495,0.2844,0.9694
3.8287,1.1767,0.3814,-0.1907,-0.1616,0.2500,0.2067,0.4347,-0.2411,-0.1543,0.2862,0.9715
3.8644,1.1691,0.3749,-0.1874,-0.1654,0.2500,0.1932,0.4285,-0.2426,-0.1678,0.2949,0.9774
3.9276,1.1581,0.3648,-0.1824,-0.1710,0.2500,0.1801,0.4222,-0.2352,-0.1685,0.2894,0.9797
3.9642,1.1508,0.3579,-0.1789,-0.1746,0.2500,0.1663,0.4146,-0.2403,-0.1883,0.3053,0.9861
4.0280,1.1403,0.3473,-0.1736,-0.1799,0.2500,0.1526,0.4068,-0.2420,-0.1949,0.3107,0.9895
4.0645,1.1334,0.3400,-0.1700,-0.1833,0.2500,0.1387,0.3988,-0.2460,-0.1988,0.3163,0.9964
4.1297,1.1233,0.3288,-0.1644,-0.1883,0.2500,0.1251,0.3907,-0.2425,-0.2007,0.3148,1.0001
4.1649,1.1168,0.3212,-0.1606,-0.1916,0.2500,0.1117,0.3811,-0.2380,-0.2251,0.3275,1.0069
4.2289,1.1074,0.3096,-0.1548,-0.1963,0.2500,0.0991,0.3714,-0.2213,-0.2248,0.3155,1.0102
